#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2016-04-08,EIMO,1,Juan Crespo

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT
Name,Model,Number
ECC,6A,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,49.0
 
#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2016-04-08,23:44:00
 
#PROFILE
Pressure,O3PartialPressure,Temperature,RelativeHumidity,GPHeight
1013.3,1.7,25.1,64.0,49.0
1011.5,1.8,23.9,60.0,65.0
1010.6,1.9,23.8,61.0,73.0
1009.7,1.9,23.7,62.0,80.0
1008.7,1.9,23.6,63.0,89.0
1007.7,1.9,23.5,63.0,98.0
1006.6,1.9,23.5,63.0,107.0
1005.4,1.9,23.5,64.0,117.0
1004.4,1.9,23.3,64.0,126.0
1003.4,1.9,23.2,64.0,135.0
1002.5,1.9,23.1,64.0,143.0
1001.5,2.0,23.0,64.0,151.0
1000.4,2.0,23.1,65.0,161.0
999.1,2.0,22.9,65.0,172.0
998.0,2.0,22.7,65.0,182.0
996.9,2.0,22.6,65.0,191.0
995.9,2.0,22.5,65.0,200.0
994.8,2.0,22.5,65.0,210.0
993.7,2.0,22.4,66.0,220.0
992.4,2.0,22.3,67.0,231.0
991.2,2.0,22.1,67.0,242.0
990.1,2.0,22.0,67.0,251.0
989.2,2.0,22.0,67.0,259.0
988.2,2.0,21.9,67.0,268.0
987.2,2.0,21.8,68.0,277.0
986.2,2.0,21.7,69.0,286.0
985.3,2.0,21.7,69.0,294.0
984.4,2.0,21.6,67.0,302.0
983.4,2.0,21.6,67.0,310.0
982.3,2.0,21.5,67.0,320.0
981.0,2.0,21.4,68.0,331.0
979.6,2.0,21.2,69.0,344.0
978.3,2.0,21.1,69.0,356.0
977.2,2.0,21.0,68.0,365.0
976.2,2.0,21.0,67.0,374.0
975.2,2.0,20.9,67.0,383.0
974.1,2.0,20.9,66.0,393.0
973.1,2.0,20.8,66.0,401.0
972.2,2.0,20.8,65.0,410.0
971.2,2.0,20.8,64.0,418.0
970.3,2.0,20.7,63.0,426.0
969.2,2.0,20.6,63.0,436.0
968.2,2.0,20.5,64.0,445.0
967.1,2.0,20.5,65.0,455.0
966.1,2.0,20.4,64.0,464.0
965.1,2.0,20.3,64.0,473.0
964.1,2.0,20.3,63.0,482.0
963.1,2.0,20.3,63.0,491.0
962.1,2.0,20.2,62.0,499.0
961.1,2.0,20.2,61.0,509.0
960.3,2.0,20.2,61.0,516.0
959.3,2.0,20.1,61.0,525.0
958.3,2.0,20.0,61.0,534.0
957.3,2.0,19.9,60.0,543.0
956.3,2.0,19.8,60.0,552.0
955.3,2.0,19.7,61.0,561.0
954.2,2.0,19.7,61.0,571.0
952.9,2.0,19.5,61.0,582.0
951.4,2.0,19.4,63.0,596.0
949.9,2.0,19.2,66.0,610.0
948.5,2.0,19.0,69.0,623.0
947.0,2.0,18.9,70.0,636.0
945.8,2.0,18.8,70.0,647.0
944.8,2.0,18.7,70.0,656.0
943.8,2.0,18.6,69.0,665.0
942.7,2.0,18.5,71.0,675.0
941.6,2.0,18.4,74.0,686.0
940.3,2.0,18.3,75.0,697.0
938.9,2.0,18.2,75.0,710.0
937.4,2.0,18.1,75.0,723.0
936.1,2.0,17.9,76.0,735.0
935.1,1.9,17.7,78.0,744.0
934.3,1.9,17.7,78.0,752.0
933.3,1.9,17.6,78.0,761.0
932.4,1.9,17.6,78.0,769.0
931.5,1.9,17.5,78.0,778.0
930.6,1.9,17.5,78.0,786.0
929.6,1.9,17.3,78.0,795.0
928.6,1.9,17.2,79.0,804.0
927.7,1.9,17.1,79.0,813.0
926.8,1.9,17.0,79.0,821.0
925.9,1.9,17.0,79.0,830.0
924.9,1.9,16.9,80.0,838.0
923.9,1.9,16.8,80.0,848.0
922.8,1.9,16.7,80.0,858.0
921.6,1.9,16.6,80.0,869.0
920.6,1.9,16.5,81.0,879.0
919.4,1.9,16.4,81.0,889.0
918.4,1.9,16.3,83.0,899.0
917.4,1.9,16.2,84.0,908.0
916.4,1.9,16.1,85.0,918.0
915.4,1.9,16.0,85.0,926.0
914.5,1.9,15.9,85.0,935.0
913.6,1.9,15.9,85.0,944.0
912.4,1.9,15.8,85.0,955.0
911.2,1.9,15.7,85.0,966.0
910.0,1.9,15.5,85.0,977.0
908.8,1.9,15.4,86.0,988.0
907.7,1.9,15.3,87.0,999.0
906.6,1.9,15.2,89.0,1009.0
905.4,1.9,15.1,90.0,1020.0
904.3,1.9,15.0,90.0,1031.0
903.3,1.9,14.9,91.0,1040.0
902.3,1.9,14.8,91.0,1049.0
901.5,1.9,14.8,91.0,1057.0
900.7,1.9,14.8,91.0,1065.0
899.7,1.9,14.7,91.0,1074.0
898.8,1.9,14.6,92.0,1082.0
898.0,1.9,14.5,92.0,1090.0
897.2,1.9,14.5,91.0,1098.0
896.3,1.9,14.5,91.0,1106.0
895.5,1.9,14.5,90.0,1113.0
894.7,1.9,14.5,89.0,1121.0
893.9,1.9,14.5,88.0,1128.0
893.2,1.9,14.5,87.0,1135.0
892.3,1.9,14.4,88.0,1144.0
891.3,1.9,14.3,89.0,1153.0
890.3,1.9,14.3,89.0,1163.0
889.3,1.9,14.2,88.0,1173.0
888.3,1.9,14.2,88.0,1181.0
887.5,1.9,14.2,87.0,1189.0
886.7,1.9,14.1,86.0,1197.0
886.0,1.9,14.1,85.0,1204.0
885.2,1.9,14.1,85.0,1211.0
884.6,1.9,14.2,84.0,1217.0
884.0,1.9,14.4,82.0,1223.0
883.4,1.9,14.5,81.0,1228.0
882.8,1.9,14.4,81.0,1234.0
882.3,1.9,14.3,81.0,1239.0
881.7,1.9,14.2,81.0,1245.0
881.2,1.9,14.2,81.0,1249.0
880.6,1.9,14.1,82.0,1255.0
880.1,1.9,14.0,83.0,1260.0
879.7,1.9,14.2,81.0,1264.0
879.4,1.9,14.4,78.0,1267.0
878.9,1.9,14.4,76.0,1272.0
878.5,1.9,14.8,75.0,1276.0
878.0,2.0,15.3,64.0,1280.0
877.4,2.0,15.3,64.0,1286.0
876.6,2.0,15.2,64.0,1294.0
875.7,2.0,15.2,64.0,1303.0
874.9,2.0,15.1,65.0,1310.0
874.3,2.0,15.1,64.0,1316.0
873.6,2.1,15.1,62.0,1323.0
