#CONTENT 
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1

#DATA_GENERATION 
Date,Agency,Version,ScientificAuthority
2009-08-21,EIMO,1,Juan Crespo

#PLATFORM 
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT 
Name,Model,Number 
ECC,6A,na

#LOCATION 
Latitude,Longitude,Height 
-27.17,-109.42,49
 
#TIMESTAMP 
UTCOffset,Date,Time 
+00:00:00,2009-08-21,23:36:00
 
#PROFILE 
Pressure,O3PartialPressure,Temperature,RelativeHumidity,GPHeight
1014.9,1.4,19.4,94.0,49.0
1008.5,1.4,19.0,86.0,104.0
1002.2,1.5,18.4,88.0,158.0
995.6,1.6,17.8,90.0,215.0
988.6,1.6,17.2,92.0,276.0
981.8,1.6,16.6,94.0,334.0
975.4,1.7,16.1,97.0,390.0
969.0,1.7,15.9,98.0,447.0
963.1,1.7,15.7,94.0,499.0
957.4,1.7,15.6,90.0,548.0
951.6,1.7,15.4,91.0,600.0
946.0,1.7,14.9,92.0,650.0
940.5,1.7,14.5,94.0,700.0
935.3,1.7,14.2,95.0,747.0
929.8,1.7,13.9,97.0,797.0
924.6,1.7,13.7,98.0,844.0
919.2,1.7,13.4,99.0,894.0
913.8,1.7,13.4,99.0,943.0
908.0,1.7,13.3,99.0,997.0
902.7,1.6,13.0,99.0,1046.0
897.2,1.6,12.7,97.0,1098.0
892.0,1.6,12.4,96.0,1147.0
887.0,1.6,12.1,96.0,1194.0
882.2,1.6,11.9,96.0,1239.0
877.5,1.6,11.7,95.0,1284.0
872.2,1.6,11.6,93.0,1336.0
867.1,1.6,11.4,89.0,1385.0
862.0,1.6,11.1,86.0,1434.0
857.2,1.6,10.9,84.0,1481.0
852.6,1.6,10.7,81.0,1526.0
847.8,1.7,10.5,90.0,1572.0
842.9,1.7,10.4,88.0,1621.0
837.9,1.7,10.3,85.0,1670.0
833.1,1.7,10.0,81.0,1719.0
828.0,1.7,10.1,78.0,1770.0
822.9,1.7,9.7,76.0,1821.0
817.9,1.7,9.4,80.0,1871.0
813.2,1.7,9.1,83.0,1920.0
808.4,1.7,8.7,86.0,1969.0
803.3,1.7,8.5,88.0,2021.0
798.0,1.7,8.4,91.0,2076.0
792.6,1.7,8.2,92.0,2132.0
787.4,1.7,7.8,94.0,2187.0
782.2,1.7,7.5,96.0,2241.0
777.1,1.7,7.2,96.0,2296.0
772.0,1.7,6.9,96.0,2350.0
767.1,1.7,6.5,97.0,2402.0
762.4,1.7,6.2,97.0,2453.0
757.6,1.7,6.0,97.0,2505.0
752.8,1.7,5.8,96.0,2557.0
747.8,1.7,5.5,97.0,2611.0
742.9,1.6,5.2,97.0,2665.0
738.0,1.6,4.7,97.0,2719.0
733.4,1.6,4.3,97.0,2771.0
728.7,1.6,4.0,96.0,2822.0
724.7,1.7,3.8,95.0,2868.0
720.6,1.6,3.7,93.0,2914.0
716.6,1.7,3.7,91.0,2959.0
712.4,1.7,3.3,89.0,3007.0
707.9,1.7,3.0,89.0,3059.0
703.0,1.7,2.6,89.0,3114.0
698.4,1.7,2.1,91.0,3167.0
693.8,1.7,1.7,92.0,3221.0
689.4,1.7,1.4,92.0,3272.0
685.3,1.7,1.2,91.0,3321.0
681.1,1.8,1.0,91.0,3370.0
676.9,1.8,0.6,91.0,3419.0
672.5,1.8,0.9,71.0,3472.0
668.1,2.0,1.1,55.0,3525.0
664.0,2.2,1.1,47.0,3574.0
660.0,2.4,0.9,40.0,3624.0
656.1,2.5,1.4,35.0,3671.0
652.4,2.7,1.9,30.0,3716.0
648.9,2.8,1.9,19.0,3759.0
645.5,2.9,2.0,4.0,3802.0
642.2,3.0,2.2,5.0,3844.0
638.7,3.3,2.1,5.0,3887.0
635.1,3.6,2.0,5.0,3932.0
631.4,3.8,2.0,3.0,3980.0
627.7,4.0,1.8,2.0,4027.0
624.1,4.1,1.6,3.0,4074.0
620.4,4.1,1.3,3.0,4121.0
617.0,3.9,1.2,3.0,4166.0
613.4,3.8,1.2,3.0,4213.0
609.6,3.8,0.7,3.0,4262.0
606.2,3.7,0.3,3.0,4307.0
602.8,3.7,0.0,4.0,4352.0
599.3,3.6,-0.4,4.0,4399.0
595.6,3.7,-0.8,4.0,4448.0
591.9,3.6,-1.2,4.0,4498.0
587.8,3.7,-1.7,5.0,4553.0
584.0,3.5,-2.1,5.0,4605.0
580.1,3.6,-2.6,5.0,4657.0
576.3,3.6,-3.0,5.0,4709.0
572.5,3.7,-3.3,5.0,4762.0
568.9,3.7,-3.8,5.0,4812.0
565.3,3.7,-4.2,6.0,4862.0
562.3,3.6,-4.6,6.0,4904.0
559.0,3.6,-5.0,6.0,4950.0
555.7,3.6,-5.5,6.0,4996.0
552.6,3.5,-5.7,6.0,5040.0
549.5,3.5,-6.0,6.0,5084.0
546.2,3.5,-6.3,6.0,5132.0
542.7,3.5,-6.7,6.0,5181.0
539.3,3.6,-7.1,7.0,5231.0
536.0,3.6,-7.5,7.0,5278.0
532.6,3.6,-8.0,7.0,5327.0
529.3,3.6,-8.4,7.0,5377.0
526.2,3.6,-8.8,7.0,5422.0
523.1,3.6,-9.2,7.0,5467.0
520.0,3.6,-9.6,8.0,5513.0
517.1,3.6,-10.0,9.0,5556.0
514.4,3.5,-10.3,9.0,5597.0
511.5,3.5,-10.6,9.0,5641.0
508.5,3.5,-10.9,8.0,5686.0
505.5,3.5,-11.3,7.0,5731.0
502.6,3.6,-11.6,9.0,5775.0
499.4,3.6,-11.8,12.0,5824.0
496.0,3.5,-12.4,14.0,5876.0
492.5,3.4,-12.9,14.0,5930.0
489.1,3.2,-13.3,14.0,5982.0
486.2,3.2,-13.7,12.0,6029.0
483.3,3.2,-14.0,11.0,6073.0
480.5,3.3,-14.4,11.0,6118.0
477.6,3.3,-14.9,11.0,6164.0
474.7,3.3,-15.2,11.0,6210.0
471.8,3.3,-15.5,11.0,6256.0
468.8,3.3,-15.9,13.0,6304.0
465.8,3.1,-16.3,13.0,6352.0
462.9,3.0,-16.7,13.0,6399.0
460.1,3.0,-17.1,12.0,6445.0
457.1,3.0,-17.5,12.0,6493.0
454.4,3.0,-17.8,12.0,6538.0
451.5,3.0,-18.3,12.0,6586.0
448.7,3.0,-18.8,12.0,6631.0
446.0,3.1,-19.1,12.0,6677.0
443.2,3.0,-19.5,12.0,6724.0
440.3,3.0,-19.9,12.0,6773.0
