#CONTENT 
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1

#DATA_GENERATION 
Date,Agency,Version,ScientificAuthority
2013-08-23,EIMO,1,Juan Crespo

#PLATFORM 
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT 
Name,Model,Number 
ECC,6A,na

#LOCATION 
Latitude,Longitude,Height 
-27.17,-109.42,49
 
#TIMESTAMP 
UTCOffset,Date,Time 
+00:00:00,2013-08-23,23:38:00
 
#PROFILE 
Pressure,O3PartialPressure,Temperature,RelativeHumidity,GPHeight
1015.1,2.5,21.2,70.0,49.0
1013.8,2.5,21.1,68.0,60.0
1012.4,2.7,20.8,68.0,72.0
1011.1,2.8,20.6,67.0,83.0
1010.0,2.9,20.5,68.0,93.0
1008.8,2.9,20.4,68.0,103.0
1007.5,2.9,20.3,69.0,114.0
1006.2,2.9,20.3,70.0,125.0
1004.8,2.9,20.1,70.0,137.0
1003.5,2.8,20.0,70.0,149.0
1002.0,2.8,19.9,71.0,161.0
1000.6,2.8,19.8,71.0,174.0
999.3,2.8,19.6,71.0,185.0
998.2,2.8,19.4,72.0,194.0
997.0,2.8,19.3,72.0,205.0
995.8,2.8,19.2,73.0,215.0
994.8,2.8,19.2,73.0,223.0
993.9,2.7,19.1,74.0,231.0
993.0,2.7,19.1,74.0,239.0
991.9,2.7,18.9,74.0,249.0
990.9,2.7,18.8,74.0,257.0
989.8,2.7,18.7,74.0,266.0
988.6,2.7,18.6,75.0,277.0
987.2,2.7,18.5,75.0,289.0
985.8,2.7,18.3,76.0,302.0
984.6,2.7,18.2,76.0,312.0
983.4,2.7,18.1,76.0,323.0
982.2,2.7,18.0,77.0,333.0
981.2,2.7,18.0,77.0,342.0
980.3,2.7,17.9,77.0,350.0
979.3,2.7,17.8,78.0,359.0
978.2,2.7,17.7,78.0,368.0
977.1,2.7,17.6,78.0,378.0
976.0,2.7,17.5,78.0,387.0
975.1,2.7,17.4,79.0,395.0
974.4,2.7,17.4,79.0,401.0
973.6,2.7,17.3,79.0,408.0
972.5,2.7,17.3,79.0,418.0
971.2,2.7,17.2,79.0,429.0
969.8,2.7,17.1,79.0,442.0
968.4,2.7,17.0,80.0,454.0
967.0,2.7,16.8,81.0,467.0
965.7,2.7,16.7,82.0,478.0
964.5,2.7,16.6,82.0,489.0
963.2,2.7,16.5,82.0,500.0
961.9,2.7,16.4,83.0,512.0
960.6,2.7,16.3,84.0,523.0
959.1,2.7,16.2,84.0,536.0
957.6,2.7,16.1,85.0,550.0
956.2,2.7,15.9,86.0,562.0
954.9,2.7,15.8,86.0,574.0
953.6,2.7,15.7,87.0,585.0
952.4,2.7,15.6,88.0,596.0
951.2,2.7,15.5,88.0,607.0
949.7,2.7,15.4,89.0,620.0
948.1,2.7,15.2,89.0,635.0
946.4,2.7,15.1,87.0,649.0
944.9,2.7,15.0,86.0,663.0
943.4,2.7,14.8,86.0,677.0
941.9,2.7,14.7,86.0,690.0
940.4,2.7,14.6,86.0,704.0
939.0,2.7,14.5,85.0,716.0
937.7,2.7,14.4,86.0,728.0
936.3,2.7,14.3,86.0,740.0
935.0,2.7,14.2,87.0,753.0
933.5,2.7,14.1,87.0,766.0
932.0,2.7,14.0,86.0,780.0
930.4,2.6,13.8,85.0,794.0
929.0,2.6,13.8,82.0,806.0
927.9,2.6,13.8,78.0,817.0
926.8,2.6,13.8,77.0,826.0
925.5,2.6,13.7,78.0,839.0
924.1,2.7,13.6,78.0,851.0
922.9,2.7,13.5,79.0,862.0
921.8,2.7,13.4,79.0,873.0
920.4,2.7,13.3,79.0,885.0
919.1,2.7,13.2,80.0,897.0
918.0,2.7,13.1,80.0,907.0
917.0,2.7,13.1,81.0,916.0
915.9,2.7,13.0,81.0,927.0
914.8,2.6,13.0,81.0,937.0
913.6,2.6,13.0,81.0,947.0
912.4,2.6,12.9,81.0,959.0
911.1,2.6,12.8,81.0,971.0
910.0,2.6,12.8,81.0,981.0
908.9,2.6,12.8,81.0,991.0
907.7,2.6,12.8,80.0,1002.0
906.2,2.6,12.7,80.0,1016.0
904.8,2.6,12.5,80.0,1029.0
903.4,2.6,12.4,81.0,1042.0
901.9,2.6,12.2,82.0,1056.0
900.3,2.6,12.1,82.0,1071.0
898.9,2.6,12.0,83.0,1084.0
897.6,2.6,11.9,83.0,1096.0
896.2,2.6,11.7,84.0,1109.0
894.6,2.6,11.6,84.0,1124.0
893.0,2.6,11.5,85.0,1139.0
891.5,2.6,11.3,86.0,1153.0
890.2,2.6,11.2,86.0,1165.0
888.8,2.6,11.1,86.0,1178.0
887.4,2.6,11.0,87.0,1192.0
886.1,2.6,10.9,87.0,1204.0
885.0,2.5,10.8,87.0,1215.0
883.8,2.5,10.7,88.0,1226.0
882.5,2.5,10.6,88.0,1238.0
881.1,2.5,10.5,89.0,1251.0
880.0,2.5,10.4,89.0,1262.0
878.8,2.5,10.3,90.0,1273.0
877.6,2.5,10.2,90.0,1284.0
876.4,2.5,10.0,91.0,1296.0
875.2,2.5,9.9,92.0,1307.0
874.0,2.5,9.8,92.0,1318.0
872.9,2.5,9.7,92.0,1330.0
871.7,2.5,9.6,92.0,1341.0
870.4,2.5,9.5,92.0,1353.0
869.0,2.5,9.4,93.0,1366.0
867.5,2.5,9.2,94.0,1380.0
866.2,2.5,9.1,94.0,1393.0
865.1,2.5,9.0,95.0,1404.0
863.9,2.5,9.0,95.0,1415.0
862.7,2.5,8.9,95.0,1427.0
861.5,2.5,8.9,96.0,1438.0
860.3,2.5,8.8,96.0,1450.0
859.1,2.5,8.7,96.0,1462.0
858.0,2.5,8.7,96.0,1472.0
856.9,2.5,8.6,96.0,1483.0
855.8,2.5,8.6,96.0,1493.0
854.7,2.5,8.5,96.0,1504.0
853.6,2.4,8.5,96.0,1514.0
852.7,2.4,8.4,96.0,1523.0
851.7,2.4,8.4,96.0,1533.0
850.5,2.4,8.3,97.0,1544.0
849.3,2.4,8.2,96.0,1556.0
848.1,2.4,8.1,95.0,1568.0
846.8,2.4,8.5,79.0,1581.0
845.4,2.4,10.0,62.0,1594.0
844.2,2.4,11.3,53.0,1607.0
843.0,2.4,12.1,49.0,1618.0
841.8,2.4,12.3,44.0,1630.0
840.6,2.4,12.3,38.0,1642.0
839.4,2.5,12.3,31.0,1655.0
838.3,2.5,12.4,27.0,1665.0
837.4,2.5,12.5,26.0,1675.0
