* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se63.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-02-22,23:00:34

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
13.55

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1011.8,0,24.5,,,,0,69,84
1011.3,0.682,27.2,,,,1422,73,58
1011.2,0.877,27.1,,,,1447,74,56
1011.1,1.364,26.8,,,,1577,75,56
1008.8,1.461,24.9,,,,1587,95,57
1006.4,1.461,24.5,,,,1596,115,59
1001.7,1.559,24.1,,,,1605,156,62
996.8,1.559,23.8,,,,1614,199,63
990.9,1.461,23,,,,1624,250,65
986.3,1.559,22.5,,,,1633,291,66
983.1,1.559,22,,,,1642,319,66
979.1,1.559,21.5,,,,1652,354,69
975.6,1.559,21.1,,,,1661,385,70
972.3,1.559,21,,,,1670,414,71
969,1.559,20.5,,,,1678,443,72
966.1,1.559,20.4,,,,1686,469,73
962.8,1.559,20.1,,,,1695,498,72
959.3,1.559,20,,,,1704,530,72
956.1,1.559,19.5,,,,1712,558,73
953.3,1.559,19.4,,,,1720,584,74
950.1,1.559,19,,,,1729,612,76
946.9,1.559,18.9,,,,1737,641,77
944.5,1.656,18.6,,,,1745,663,78
941.2,1.559,18.4,,,,1754,693,78
937.5,1.559,18.1,,,,1762,726,78
934.7,1.559,18,,,,1770,752,77
931.7,1.559,17.6,,,,1779,779,77
927.9,1.559,17.5,,,,1788,814,77
924.2,1.559,17.2,,,,1796,848,78
921.5,1.559,17,,,,1804,873,78
918.3,1.559,16.8,,,,1813,902,78
915.2,1.559,16.6,,,,1822,931,78
911.9,1.559,16.5,,,,1830,962,77
909.1,1.559,16.4,,,,1838,988,77
905.9,1.461,16,,,,1847,1018,77
902.6,1.559,15.8,,,,1855,1048,78
899.9,1.461,15.5,,,,1863,1074,78
896.8,1.461,15.4,,,,1872,1103,77
894,1.461,15.2,,,,1880,1129,76
891.6,1.461,15.1,,,,1888,1152,77
888.8,1.461,14.9,,,,1897,1179,77
885.8,1.364,14.6,,,,1906,1207,76
882.7,1.461,14.5,,,,1914,1237,77
880.4,1.461,14.4,,,,1922,1259,77
877.4,1.461,14.4,,,,1931,1287,76
874.6,1.461,14.2,,,,1940,1314,74
871.4,1.461,14.2,,,,1948,1345,71
