* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se67.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-03-23,23:00:21

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
174

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1015.7,0.682,26.1,,,,0,69,73
1015.6,0.877,28.5,,,,22,70,57
1015.5,0.974,28.5,,,,49,70,58
1013.5,1.559,24.9,,,,256,88,64
1011.5,1.559,24.6,,,,264,105,67
1008.7,1.559,24.5,,,,272,129,68
1005.8,1.559,24.4,,,,280,154,70
1001.8,1.559,24,,,,289,189,71
997.6,1.559,23.5,,,,299,225,72
994.4,1.559,23.2,,,,307,253,73
991.3,1.559,23.1,,,,316,280,73
988.1,1.559,23,,,,325,308,73
985.2,1.559,22.9,,,,334,334,72
982.7,1.559,22.8,,,,343,356,72
980.5,1.559,22.6,,,,352,375,72
976.9,1.656,22.4,,,,362,407,72
974.4,1.559,22.2,,,,370,429,72
971,1.656,22,,,,379,460,72
968.4,1.656,21.9,,,,388,483,72
965.1,1.656,21.6,,,,397,512,73
961.8,1.656,21.5,,,,406,542,73
959.1,1.656,21.2,,,,415,566,72
955.7,1.656,21,,,,425,597,73
953.1,1.656,20.9,,,,433,620,73
949.9,1.754,20.6,,,,442,649,73
946.5,1.754,20.5,,,,451,680,73
943.6,1.656,20.2,,,,460,706,73
939.7,1.754,20,,,,469,742,73
936.4,1.656,19.8,,,,478,772,77
931.2,1.656,19.4,,,,488,820,78
928.4,1.656,19,,,,496,845,79
923.7,1.754,18.8,,,,505,889,79
919.8,1.754,18.5,,,,514,925,80
916.1,1.754,18.1,,,,523,959,81
912.8,1.754,17.9,,,,532,990,82
909.6,1.754,17.5,,,,541,1020,83
907.3,1.754,17.4,,,,550,1041,84
904.5,1.754,17,,,,559,1068,86
901.2,1.754,17,,,,568,1099,86
898.1,1.754,16.9,,,,577,1128,87
894.7,1.754,16.5,,,,586,1160,87
891.1,1.754,16.2,,,,595,1194,88
887.6,1.754,16,,,,604,1228,88
883.7,1.754,15.9,,,,614,1265,88
881.1,1.754,15.5,,,,622,1290,89
878.3,1.656,15.4,,,,631,1317,90
875,1.754,15.2,,,,640,1349,90
872.2,1.754,15,,,,649,1376,90
869.2,1.754,14.8,,,,658,1405,90
866.3,1.754,14.6,,,,667,1433,89
863,1.754,14.8,,,,676,1465,87
859.4,1.754,14.8,,,,685,1500,83
855.8,1.754,14.8,,,,694,1536,81
852.1,1.754,14.8,,,,703,1572,78
850,1.754,14.6,,,,708,1593,77.4
848.6,1.754,14.5,,,,712,1607,77
845.2,1.851,14.2,,,,721,1641,74
842.1,1.754,14,,,,730,1672,73
838.2,1.754,13.9,,,,740,1711,77
835.6,1.754,13.6,,,,748,1737,78
832.6,1.754,13.5,,,,757,1767,75
829.2,1.754,13.5,,,,766,1801,74
826,1.754,13.5,,,,775,1834,73
822.7,1.851,13.1,,,,784,1867,73
819.6,1.851,12.9,,,,793,1899,75
816.1,1.851,12.6,,,,802,1935,75
812.6,1.754,12.5,,,,811,1971,75
809.2,1.851,12.5,,,,821,2006,73
806.5,1.851,12.5,,,,829,2034,71
803.3,1.851,12.5,,,,838,2067,68
800.1,1.851,12.5,,,,847,2100,64
796.8,1.851,12.4,,,,856,2135,55
793.9,2.046,12.4,,,,865,2165,49
790.6,2.046,12.2,,,,874,2200,46
787.8,2.241,12.4,,,,882,2230,30
784.4,2.241,12.5,,,,890,2266,25
781.8,2.533,12.5,,,,898,2294,12
778.9,2.533,12.8,,,,906,2325,9
775.8,2.631,12.6,,,,915,2358,16
772.5,2.436,12.5,,,,924,2394,22
769.3,2.436,12.2,,,,933,2428,26
766.2,2.631,12.5,,,,942,2462,5
762.7,2.825,12.8,,,,951,2500,1
759.4,2.923,12.8,,,,960,2537,13
755.4,2.825,12.5,,,,970,2581,10
752.7,2.825,12.2,,,,978,2611,12
749.2,2.728,11.9,,,,987,2650,17
746.3,2.533,11.6,,,,996,2682,19
742.8,2.338,11.5,,,,1005,2721,18
739.6,2.143,11.5,,,,1014,2757,25
736.2,1.949,11.2,,,,1023,2796,27
732.8,1.949,11,,,,1032,2834,26
730,1.851,10.9,,,,1040,2866,26
726.7,1.851,10.9,,,,1048,2904,26
724.1,1.656,10.9,,,,1056,2933,26
721.3,1.656,10.8,,,,1064,2966,26
717.9,1.754,10.8,,,,1073,3005,20
714.6,1.851,10.8,,,,1082,3043,12
711.4,2.046,10.8,,,,1091,3081,10
708.2,2.046,10.8,,,,1100,3118,10
705,2.046,10.6,,,,1109,3156,11
701.8,2.143,10.5,,,,1118,3193,12
700,2.09,10.4,,,,1123,3215,12
698.5,2.046,10.2,,,,1127,3233,12
695.7,2.143,10,,,,1136,3266,12
692.7,2.046,9.9,,,,1145,3302,13
689.4,1.949,9.5,,,,1154,3341,13
687,2.046,9.1,,,,1162,3370,13
684.1,1.949,9,,,,1171,3405,14
681,1.949,8.8,,,,1180,3442,14
