* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se72.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-06-06,23:00:19

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
44.59

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1014.5,0,20.1,,,,0,69,62
1014.4,1.072,24.6,,,,15,70,46
1013.7,3.313,20.8,,,,232,76,45
1011.2,3.215,19.6,,,,241,97,47
1008.3,3.41,19.5,,,,250,121,48
1005,3.313,19.1,,,,258,149,50
1000.9,3.313,19,,,,267,184,50
998.6,3.41,18.5,,,,276,204,50
996.6,3.507,18.4,,,,285,221,50
995,3.313,18.1,,,,294,235,51
993.7,3.507,18,,,,302,246,51
991.9,3.41,17.9,,,,311,261,52
989.4,3.41,17.8,,,,320,283,53
987.2,3.507,17.5,,,,329,302,54
984.3,3.313,17.4,,,,338,327,55
982.2,3.313,17.4,,,,346,345,55
976.2,3.507,17,,,,356,397,56
974.2,3.313,16.9,,,,364,415,56
971.8,3.313,16.5,,,,373,436,57
970.3,3.41,16.4,,,,382,449,58
968.7,3.313,16.1,,,,390,463,58
966.9,3.313,16,,,,399,478,59
963.5,3.41,15.9,,,,408,508,59
960.5,3.313,15.5,,,,417,535,60
957.1,3.313,15.1,,,,426,564,61
954.4,3.313,15,,,,434,588,61
951.1,3.313,14.6,,,,443,617,62
948.4,3.215,14.5,,,,452,641,61
945.8,3.313,14.1,,,,460,665,62
943.4,3.313,13.8,,,,469,686,63
940.8,3.215,13.5,,,,478,709,65
938.4,3.41,13.4,,,,487,730,67
936.3,3.313,13.1,,,,496,749,69
933.6,3.215,13,,,,505,773,69
931.8,3.41,12.8,,,,513,790,69
929.1,3.41,12.5,,,,522,814,68
926.5,3.313,12.4,,,,531,837,69
924.9,3.313,12.1,,,,539,852,68
922.4,3.215,12,,,,549,874,69
919.6,3.118,11.9,,,,558,900,69
917.9,3.313,11.6,,,,566,915,70
916.3,3.215,11.5,,,,574,930,71
913.4,3.215,11.4,,,,583,956,71
911.1,3.41,11.1,,,,592,977,72
908.8,3.313,10.9,,,,600,998,73
906.4,3.313,10.5,,,,609,1020,74
903.1,3.215,10.4,,,,619,1050,74
900.6,3.215,10.1,,,,627,1073,75
897.3,3.215,9.9,,,,636,1104,76
895.2,3.215,9.8,,,,644,1123,76
892.2,3.215,9.5,,,,653,1151,76
889.8,3.313,9.2,,,,662,1173,77
887.1,3.215,9,,,,670,1198,78
884.8,3.118,8.9,,,,679,1220,78
881.1,3.118,8.6,,,,689,1254,77
879.2,3.215,8.5,,,,697,1272,77
876.8,3.215,8.2,,,,705,1295,79
874,3.215,8,,,,714,1321,79
871.3,3.02,7.8,,,,723,1347,80
868.9,3.02,7.5,,,,731,1369,80
865.2,3.02,7.4,,,,740,1404,79
862.1,3.118,7.4,,,,749,1434,77
858.9,3.118,7.4,,,,758,1464,75
855.8,3.02,7.5,,,,767,1494,72
853.4,3.118,7.6,,,,775,1517,68
850.6,3.118,7.6,,,,784,1544,66
850,3.118,7.6,,,,786,1550,66
847.9,3.118,7.5,,,,792,1570,66
845.1,2.923,7.5,,,,801,1597,69
842.1,2.923,7.5,,,,812,1627,74
839.3,2.923,7.4,,,,821,1654,75
836.3,2.728,7.4,,,,831,1683,85
832.9,2.631,8,,,,839,1717,84
830.4,2.728,8.5,,,,847,1742,75
827.3,2.631,8.5,,,,856,1772,68
823.7,2.825,8.5,,,,865,1808,60
820.7,3.02,9,,,,874,1839,35
818.1,2.923,9.2,,,,882,1865,24
814.2,3.118,9.5,,,,891,1904,11
811.2,3.02,9.6,,,,900,1935,5
808.7,3.118,9.6,,,,908,1960,4
805.1,3.118,9.5,,,,917,1997,3
802.7,2.923,9.5,,,,925,2022,2
799.1,3.02,9.9,,,,934,2059,2
796.2,3.118,9.8,,,,943,2089,2
793.3,3.118,9.8,,,,958,2120,2
789.1,3.215,9.8,,,,966,2164,2
786.3,3.118,9.5,,,,974,2193,2
783.9,3.215,9.5,,,,983,2218,2
780.6,3.507,9.5,,,,992,2253,2
778.2,3.313,9.5,,,,1000,2279,3
774.9,3.507,9.5,,,,1010,2314,3
772.9,3.605,9.2,,,,1018,2335,3
770.4,3.605,9.1,,,,1026,2362,3
767.6,3.507,9,,,,1035,2392,3
764.8,3.605,8.8,,,,1044,2422,2
761.8,3.118,8.6,,,,1052,2455,2
759.2,3.41,8.5,,,,1061,2483,2
756.4,3.313,8.4,,,,1070,2513,3
753.4,3.605,8.1,,,,1079,2546,3
750.8,3.41,8.1,,,,1087,2575,3
747.5,3.605,8,,,,1096,2611,3
745.8,3.507,7.8,,,,1104,2630,3
742.7,3.702,7.8,,,,1113,2664,3
739.8,3.702,7.5,,,,1123,2696,3
737,3.507,7.4,,,,1131,2727,3
734.6,3.8,7.2,,,,1139,2754,3
730.8,3.605,7,,,,1149,2796,3
728.7,3.605,6.8,,,,1157,2820,3
726.2,3.605,6.5,,,,1165,2848,2
723.1,3.702,6.5,,,,1174,2883,2
720.5,3.41,6.5,,,,1182,2913,2
717.4,3.507,6.5,,,,1191,2948,2
714.4,3.605,6.4,,,,1200,2982,2
711.9,3.605,6.2,,,,1208,3011,2
709.2,3.605,6,,,,1217,3042,2
708.5,3.41,6,,,,1226,3050,2
704,3.605,5.6,,,,1234,3102,2
700.3,3.41,5.2,,,,1244,3145,2
700,3.42,5.2,,,,1245,3149,2
697.5,3.507,5,,,,1254,3178,2
694.7,3.41,4.8,,,,1263,3210,2
691.6,3.313,4.6,,,,1272,3247,2
689.2,3.118,4.5,,,,1280,3275,3
685.8,3.118,4.5,,,,1290,3315,6
682.9,3.02,4.5,,,,1298,3350,7
680.5,3.118,4.2,,,,1306,3378,9
677.4,2.825,4,,,,1315,3415,10
674.5,3.118,3.8,,,,1324,3450,10
672.2,2.923,3.5,,,,1332,3478,10
669.4,3.02,3.2,,,,1341,3512,11
666.3,2.923,3.1,,,,1350,3549,12
663.3,2.923,2.9,,,,1358,3586,12
660.5,2.923,2.5,,,,1367,3620,12
657.6,2.923,2.1,,,,1376,3655,12
655.1,2.923,2,,,,1384,3686,15
652.3,3.02,1.8,,,,1393,3721,16
649.9,2.825,1.6,,,,1405,3750,17
645.4,2.923,1.1,,,,1413,3806,18
642.8,2.825,0.8,,,,1422,3838,18
639.6,2.825,0.5,,,,1430,3878,19
636.6,2.825,0.2,,,,1439,3916,21
634.9,2.825,0,,,,1450,3937,21
629.9,2.728,-0.5,,,,1459,4001,23
626.5,2.728,-0.9,,,,1468,4044,24
624.7,2.728,-1.1,,,,1476,4067,25
621.6,2.631,-1.5,,,,1485,4106,27
618.6,2.631,-1.8,,,,1494,4145,29
616,2.533,-2,,,,1502,4178,31
613,2.533,-2.5,,,,1511,4217,34
610.7,2.533,-2.6,,,,1519,4247,37
607.9,2.631,-3,,,,1528,4283,43
605.6,2.436,-3.1,,,,1536,4313,41
602.5,2.533,-3.4,,,,1545,4354,40
599.7,2.533,-3.5,,,,1554,4390,42
597.3,2.436,-3.8,,,,1562,4422,42
593.8,2.631,-4,,,,1571,4468,42
591.8,2.436,-4.4,,,,1580,4495,41
589.3,2.533,-4.5,,,,1594,4528,41
584.8,2.533,-4.9,,,,1602,4588,39
583.4,2.631,-5,,,,1612,4607,38
579.2,2.728,-5,,,,1620,4664,30
577.4,2.631,-5.1,,,,1628,4688,28
574.5,2.825,-5.4,,,,1637,4728,27
571.7,2.631,-5.6,,,,1646,4766,27
570.2,2.728,-5.8,,,,1657,4787,28
565.5,2.728,-6.4,,,,1666,4851,29
563.4,2.825,-6.5,,,,1674,4880,29
561.1,2.825,-6.9,,,,1683,4912,30
558.3,2.825,-7,,,,1691,4951,30
555.7,2.923,-7.2,,,,1700,4988,30
553.3,2.825,-7.5,,,,1708,5021,29
550.6,2.923,-7.8,,,,1717,5059,28
548.1,2.923,-8,,,,1726,5095,27
545.8,2.923,-8.2,,,,1734,5127,27
543.3,2.825,-8.5,,,,1743,5163,28
540.5,2.825,-9,,,,1752,5203,28
538.4,2.825,-9.1,,,,1760,5233,28
535.7,2.825,-9.5,,,,1769,5272,28
533.6,2.825,-9.8,,,,1777,5302,28
530.8,2.728,-10,,,,1786,5343,29
528.1,2.825,-10.4,,,,1795,5382,28
525.3,2.825,-10.6,,,,1804,5423,27
523.3,2.825,-10.9,,,,1812,5452,25
521.1,2.728,-11,,,,1820,5484,24
518.4,2.631,-11.4,,,,1829,5524,24
516.3,2.631,-11.5,,,,1837,5555,24
513.6,2.631,-12,,,,1846,5595,23
511.4,2.631,-12.1,,,,1854,5628,23
508.6,2.533,-12.5,,,,1863,5670,24
506.1,2.631,-12.8,,,,1872,5708,24
504,2.631,-13.1,,,,1883,5739,24
500.9,2.631,-13.5,,,,1891,5786,24
500,2.657,-13.6,,,,1893,5800,24
497.6,2.728,-13.8,,,,1900,5837,24
495.8,2.728,-14,,,,1908,5864,23
492.7,2.631,-14.4,,,,1918,5912,23
490.6,2.533,-14.6,,,,1926,5944,23
487.5,2.533,-15,,,,1937,5992,23
484.3,2.631,-15.5,,,,1946,6042,22
482.4,2.533,-15.6,,,,1954,6071,22
479,2.631,-16,,,,1966,6125,23
476.7,2.631,-16.4,,,,1974,6161,23
474.1,2.825,-16.4,,,,1983,6202,22
471.4,2.728,-16,,,,1991,6245,17
469.2,2.631,-16,,,,2000,6280,13
467.1,2.728,-16,,,,2008,6314,11
464.4,2.631,-16.2,,,,2017,6357,10
462.1,2.631,-16.5,,,,2025,6395,9
459.4,2.631,-16.6,,,,2034,6439,10
457.4,2.533,-16.9,,,,2042,6472,12
454.9,2.631,-17.2,,,,2051,6513,12
452.5,2.533,-17.4,,,,2059,6552,12
450.3,2.631,-17.9,,,,2068,6589,12
447.2,2.533,-18.2,,,,2076,6640,12
444.7,2.533,-18.6,,,,2086,6682,11
442.4,2.631,-18.8,,,,2094,6721,10
440.1,2.436,-18.9,,,,2102,6759,9
438,2.533,-19.1,,,,2110,6795,9
435.1,2.533,-19.4,,,,2119,6844,9
432.2,2.436,-19.9,,,,2130,6894,10
429.4,2.338,-20.4,,,,2139,6942,11
427.2,2.338,-20.6,,,,2147,6980,11
424.7,2.338,-21.1,,,,2156,7023,12
421.1,2.338,-21.6,,,,2174,7086,13
416.7,2.436,-22.4,,,,2182,7163,13
414.7,2.436,-22.6,,,,2191,7199,14
412.6,2.436,-22.9,,,,2199,7236,14
410.2,2.338,-23.4,,,,2207,7279,15
408.4,2.338,-23.8,,,,2221,7311,16
404.3,2.338,-24.4,,,,2230,7384,16
402,2.338,-24.6,,,,2238,7426,16
400.1,2.436,-25.1,,,,2246,7460,17
397.9,2.338,-25.4,,,,2255,7500,17
395.5,2.436,-25.9,,,,2264,7544,17
392.9,2.436,-26.2,,,,2272,7592,18
390.9,2.436,-26.6,,,,2281,7629,18
388.9,2.436,-26.9,,,,2289,7666,18
386.9,2.436,-27.4,,,,2297,7703,17
384.5,2.436,-27.6,,,,2306,7748,17
382.5,2.338,-27.9,,,,2314,7785,17
380.1,2.436,-28.4,,,,2323,7830,17
378.1,2.338,-28.4,,,,2331,7868,16
376,2.338,-28.9,,,,2340,7908,16
374,2.338,-29.2,,,,2348,7946,16
371.7,2.338,-29.6,,,,2357,7990,16
369.5,2.338,-29.9,,,,2365,8032,16
366.9,2.338,-30.4,,,,2374,8082,16
365,2.338,-30.8,,,,2382,8119,16
362.7,2.241,-31.1,,,,2391,8164,16
360.8,2.241,-31.4,,,,2399,8201,16
358.7,2.241,-31.9,,,,2408,8243,17
357.1,2.241,-32.1,,,,2416,8274,16
355.3,2.338,-32.4,,,,2424,8310,15
353.1,2.338,-32.6,,,,2433,8353,14
350.9,2.436,-32.9,,,,2442,8397,13
349,2.436,-32.9,,,,2450,8436,12
347,2.533,-32.9,,,,2458,8476,11
346.1,2.436,-33.1,,,,2468,8494,10
342.8,2.533,-33.1,,,,2476,8562,8
340,2.436,-33.6,,,,2487,8619,7
337.6,2.436,-33.6,,,,2495,8669,7
336,2.436,-34.1,,,,2504,8702,7
334.1,2.436,-34.6,,,,2512,8742,7
332.6,2.436,-34.6,,,,2520,8773,7
330.5,2.436,-34.9,,,,2529,8817,7
328.2,2.436,-35.4,,,,2538,8866,7
326.1,2.338,-35.6,,,,2546,8911,7
324.6,2.436,-35.9,,,,2554,8943,7
322.5,2.436,-36.2,,,,2562,8988,7
320.8,2.436,-36.6,,,,2571,9024,7
318.6,2.436,-36.9,,,,2580,9072,7
316.9,2.338,-37.1,,,,2588,9109,7
315.2,2.338,-37.4,,,,2596,9146,8
313.2,2.338,-37.6,,,,2605,9190,8
311.5,2.338,-37.8,,,,2613,9228,8
309.3,2.338,-37.9,,,,2622,9276,7
307.6,2.338,-38.1,,,,2636,9314,7
304.6,2.338,-38.4,,,,2644,9382,7
302.6,2.338,-38.4,,,,2653,9427,6
301.1,2.338,-38.6,,,,2661,9461,5
300,2.338,-38.8,,,,2666,9486,5
299.2,2.338,-38.9,,,,2670,9505,5
297.7,2.338,-39.2,,,,2678,9539,5
295.9,2.241,-39.4,,,,2686,9581,5
294.1,2.241,-39.6,,,,2695,9622,5
292.7,2.241,-39.9,,,,2703,9655,5
290.8,2.338,-39.9,,,,2712,9699,5
289.2,2.338,-39.9,,,,2720,9737,5
287.3,2.338,-39.9,,,,2728,9782,4
285.7,2.241,-40.1,,,,2737,9820,4
284.1,2.241,-40.2,,,,2745,9858,4
282.1,2.338,-40.1,,,,2754,9907,4
280.6,2.338,-39.9,,,,2762,9943,3
278.5,2.338,-39.9,,,,2771,9994,3
276.9,2.241,-40.1,,,,2779,10034,3
275.8,2.338,-40.4,,,,2790,10061,3
273.6,2.143,-40.4,,,,2799,10115,3
271.7,2.143,-40.6,,,,2807,10163,3
271,2.143,-40.8,,,,2816,10180,3
268.4,2.143,-41.4,,,,2824,10246,3
267.6,2.046,-41.4,,,,2833,10266,3
265.1,2.143,-41.6,,,,2841,10330,4
263.2,2.046,-41.8,,,,2849,10378,4
261.3,2.046,-41.6,,,,2858,10427,4
260.2,2.046,-41.6,,,,2866,10456,3
258.9,2.046,-41.4,,,,2874,10490,3
257.2,2.046,-41.6,,,,2883,10535,2
255.8,2.143,-41.6,,,,2891,10572,2
254,2.046,-41.6,,,,2900,10619,2
252.6,1.949,-41.6,,,,2908,10657,2
250.7,1.949,-41.8,,,,2917,10708,2
249.6,1.949,-41.9,,,,2925,10738,2
248.1,1.949,-42.1,,,,2933,10779,2
246.5,1.949,-42.1,,,,2942,10822,1
245.1,1.949,-42.1,,,,2950,10861,1
243.6,1.949,-42.1,,,,2958,10902,1
242,1.949,-42.1,,,,2967,10947,1
240.5,1.851,-42.1,,,,2976,10989,1
239.2,1.949,-42.1,,,,2984,11026,1
238.6,1.949,-42.2,,,,2993,11043,1
235.9,1.949,-42.6,,,,3001,11120,1
234.4,1.949,-42.8,,,,3009,11163,1
233.3,1.949,-42.9,,,,3017,11194,1
231.5,1.949,-43.4,,,,3026,11246,0
230,1.851,-43.6,,,,3034,11290,0
229.7,1.851,-43.6,,,,3042,11299,0
227.1,1.754,-44.6,,,,3051,11375,0
225.3,1.851,-44.9,,,,3060,11428,0
223.1,1.851,-45.6,,,,3070,11494,0
221.8,1.656,-45.9,,,,3079,11533,1
220.4,1.754,-46.1,,,,3087,11575,1
218.9,1.754,-46.6,,,,3096,11620,1
217.6,1.656,-46.9,,,,3104,11660,1
216.4,1.656,-47.1,,,,3112,11696,1
214.7,1.754,-47.1,,,,3121,11749,1
214.2,1.656,-47.2,,,,3130,11764,1
212.1,1.754,-47.6,,,,3138,11829,1
210.7,1.559,-48.1,,,,3146,11873,1
209.7,1.656,-48.1,,,,3154,11904,1
208.3,1.754,-47.9,,,,3163,11948,1
206.4,1.656,-48.1,,,,3171,12009,1
204.9,1.656,-48.2,,,,3180,12057,1
204,1.754,-48.6,,,,3188,12086,1
202.7,1.656,-48.9,,,,3196,12128,1
201.3,1.656,-49.1,,,,3205,12173,1
200.4,1.656,-49.4,,,,3213,12202,1
200,1.656,-49.5,,,,3216,12215,1
197.7,1.656,-49.9,,,,3233,12291,1
195.9,1.656,-50.2,,,,3241,12351,1
194.9,1.754,-50.4,,,,3249,12384,1
193.7,1.754,-50.9,,,,3258,12424,1
192.3,1.851,-51.1,,,,3266,12472,1
191.2,1.754,-51.4,,,,3274,12509,1
189.8,1.851,-51.4,,,,3283,12557,1
188.5,1.754,-51.6,,,,3292,12601,1
187.4,1.851,-51.8,,,,3300,12639,1
186.3,1.851,-51.9,,,,3308,12677,1
185.6,1.851,-51.9,,,,3316,12702,1
183.9,1.851,-51.9,,,,3325,12761,1
182.6,1.851,-51.9,,,,3333,12807,1
181.4,1.851,-51.9,,,,3342,12850,1
180.9,1.949,-51.9,,,,3353,12868,1
180.7,1.851,-51.9,,,,3361,12875,1
177.3,1.851,-52.6,,,,3370,12998,1
