* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se56.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1997-01-04,22:56:59

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
194.7

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1018.7,0.487,26.1,,,,0,69,65
1018.6,1.169,22.5,,,,209,70,60
1016.2,1.169,22,,,,218,90,60
1013.1,1.267,21.9,,,,227,116,61
1008.9,1.267,21.5,,,,235,152,62
1005,1.267,21.2,,,,243,186,64
999.6,1.267,20.8,,,,251,232,65
995.3,1.267,20.5,,,,259,269,66
991.6,1.267,20.2,,,,267,301,66
987.4,1.267,20,,,,276,338,68
982.6,1.267,19.5,,,,285,379,69
978.6,1.267,19.1,,,,294,414,71
973.1,1.267,18.8,,,,304,462,72
969.6,1.267,18.4,,,,312,493,73
965.8,1.364,18,,,,320,527,73
962.3,1.267,17.8,,,,328,558,73
958.8,1.267,17.5,,,,336,589,75
954.3,1.267,17,,,,344,629,77
949.2,1.267,16.6,,,,353,674,80
945.1,1.267,16.4,,,,362,711,82
940.8,1.267,16,,,,371,749,82
937.1,1.267,15.6,,,,379,783,79
934.2,1.364,15.5,,,,387,809,79
931.2,1.267,15.2,,,,395,836,81
928.8,1.267,15,,,,403,858,82
926.4,1.364,15,,,,411,880,82
924.2,1.364,14.8,,,,419,900,82
921.3,1.364,14.6,,,,427,926,81
918.7,1.267,14.5,,,,435,950,82
915.6,1.364,14.2,,,,443,979,83
913.7,1.364,14,,,,451,996,83
904.5,1.364,13.8,,,,483,1081,83
902.2,1.364,13.5,,,,492,1102,81
