* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* Crespo, Juan,Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The geometric altitude, integrated column ozone
* and ozone mixing ratio were calculated by NASA
* as data was not provided by Easter.  All sonde
* levels are reported. 

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1,"Crespo, Juan Climatological Services Office, Santiago, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,EasterIsland,CHL,EIC

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2005-06-10,23:43:00


#PROFILE
Pressure,O3PartialPressure,Temperature,GPHeight,RelativeHumidity,
1002.8,1.79,23.1,49,82,
965.2,1.95,19.1,381,82,
925.7,2.22,16.5,739,73,
890.7,2.38,15.4,1067,50,
858.9,2.36,13.5,1375,63,
828,2.32,12.2,1682,61,
797.6,2.46,10.8,1994,48,
766.9,2.24,8.1,2321,72,
733.4,2.07,6.1,2689,75,
698.1,2.1,3.4,3091,66,
663.2,2.54,1.1,3505,8,
630.1,2.88,-1.5,3914,10,
599.7,3.08,-4.4,4305,17,
571.4,3.1,-7.9,4683,24,
545.7,3.33,-8.4,5040,1,
520.8,3.15,-11,5400,19,
495.9,2.9,-14.2,5775,32,
471.9,2.98,-17.3,6148,32,
449.1,2.64,-20.4,6518,35,
424.9,2.54,-22.9,6926,35,
402.3,2.81,-24.8,7323,18,
382.3,2.62,-27.4,7692,50,
361.9,2.37,-29.2,8086,74,
343.2,2.11,-31.3,8463,61,
325,1.84,-34.4,8848,54,
307.5,1.63,-37.7,9231,55,
291.9,1.49,-40.6,9589,50,
277.1,1.4,-43.8,9941,51,
263,1.27,-46.7,10289,42,
249,1.8,-47.9,10649,19,
234.9,1.94,-51.1,11032,14,
222.1,2.08,-53,11393,12,
210.5,2.49,-54.5,11739,7,
200.4,2.23,-54.9,12052,5,
190.2,2.01,-57.1,12384,4,
182.2,2.02,-56.9,12659,5,
173.6,2.04,-58.6,12960,3,
164.5,2.27,-59,13299,2,
154.9,2.32,-60.9,13675,1,
147,2.27,-62.7,13997,1,
140,2.31,-63.9,14300,1,
133.7,2.29,-63.1,14583,1,
125.8,2.24,-63.5,14956,1,
119.3,1.89,-64.9,15280,1,
113.5,1.74,-66.3,15584,1,
108.4,1.82,-67.7,15859,1,
104.1,2.46,-66.7,16104,1,
99.7,2.83,-65,16370,1,
94.5,2.63,-66.2,16696,1,
90.1,2.52,-66.1,16983,1,
86.1,2.73,-66.8,17255,1,
82.4,3.32,-66.3,17521,1,
78.6,4.4,-66.4,17810,1,
75.1,4.39,-67.1,18087,1,
71.7,4.93,-66.5,18363,1,
68.6,5,-67.2,18629,1,
65.5,6.37,-64.6,18908,1,
62.5,6.26,-65.9,19200,1,
59.3,7.78,-64.5,19513,1,
56.5,9.37,-65,19817,1,
53.9,9.37,-64.9,20099,1,
51.5,11.1,-61.8,20382,1,
49,11.16,-61.9,20682,1,
46.6,11.22,-63.5,20991,1,
44.5,12.27,-61.8,21286,1,
42.4,13.17,-60.1,21575,1,
40.4,13.35,-60.2,21880,1,
38.4,13.74,-59.6,22195,1,
36.8,13.79,-59,22474,1,
35.1,14.26,-58.1,22771,1,
33.3,14.53,-56.9,23095,1,
31.6,14.61,-56.1,23435,1,
29.9,14.54,-56.1,23781,1,
28.4,14.41,-56.9,24105,1,
27,14.94,-56.2,24416,1,
25.7,14.49,-55.9,24747,1,
24.4,13.66,-55.7,25072,1,
23.2,13.05,-55.4,25405,1,
22,13,-55.2,25744,1,
20.8,12.13,-54.4,26076,1,
19.7,11.45,-53.5,26423,1,
18.6,10.72,-53.5,26800,1,
17.6,10.66,-53.2,27170,1,
16.7,10.46,-52.6,27493,1,
16,9.81,-51.1,27785,1,
15.2,9.21,-50.8,28103,1,
14.4,9,-51.1,28465,1,
13.6,8.83,-51.6,28851,1,
12.8,8.61,-51.9,29243,1,
12.1,7.94,-52.3,29614,1,
11.4,7.49,-51.7,29958,1,
10.9,7.37,-51.4,30284,1,
10.3,7.2,-50.2,30646,1,
9.7,7.32,-49.3,31046,1,
9.1,7.46,-49.4,31431,1,
8.7,6.78,-49.5,31732,1,
8.3,6.48,-49.3,32055,1,
7.8,6.25,-50.1,32435,1,
7.3,5.35,-49.7,32854,1,
6.9,4.93,-50.6,33230,1,
6.6,4.83,-49.4,33521,1,
