* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* Crespo, Juan,Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The geometric altitude, integrated column ozone
* and ozone mixing ratio were calculated by NASA
* as data was not provided by Easter.  All sonde
* levels are reported. 

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1,"Crespo, Juan Climatological Services Office, Santiago, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,EasterIsland,CHL,EIC

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2005-07-29,23:41


#PROFILE
Pressure,O3PartialPressure,Temperature,GPHeight,RelativeHumidity,
1013.2,2.66,19.4,49,62,
979.4,3.03,15.7,339,62,
945.8,3,12.7,634,72,
913.6,2.95,10,924,81,
881.2,2.89,8.2,1223,71,
846.2,2.88,6.1,1557,73,
814.4,3.38,8,1872,13,
785.8,3.47,7.6,2165,17,
756.1,2.93,6.5,2482,61,
728,2.17,6.3,2793,64,
700.1,1.96,4.4,3112,68,
673.5,1.98,3.7,3428,56,
648.8,1.83,1.4,3730,64,
623.9,1.9,-0.5,4044,57,
599.1,2.12,-2.9,4367,52,
576.9,2.43,-3.3,4666,13,
553.6,2.21,-5.2,4991,25,
532,2.21,-7.1,5302,17,
510.2,2.28,-9.4,5626,28,
489.5,2.32,-12.1,5945,22,
468.9,2.23,-13.9,6272,19,
449.2,1.95,-15.6,6598,24,
432.3,1.87,-17.6,6886,25,
415.4,2.02,-19.7,7182,28,
399,1.63,-22,7480,53,
382.7,1.6,-24.2,7786,46,
367.9,1.57,-26.7,8073,52,
352.7,1.46,-29.2,8374,52,
337.4,1.39,-30.8,8690,29,
322.5,1.21,-33.3,9009,35,
309.1,1.28,-36,9306,26,
294.4,1.23,-38.9,9643,33,
282.4,1.14,-41.3,9926,47,
270.5,0.91,-43.6,10218,41,
259.1,0.88,-45.7,10504,32,
248.1,0.99,-47.9,10793,22,
237,1.02,-50.6,11091,19,
227.2,1.05,-53.1,11366,18,
218.2,1.45,-53.9,11626,15,
208.5,1.62,-55.1,11917,9,
199.5,1.54,-56.4,12197,8,
190.8,1.56,-57.7,12480,7,
182.2,1.5,-59.6,12771,7,
174.5,1.49,-60.5,13039,6,
167.1,1.58,-61.1,13309,6,
159.7,1.5,-61.8,13588,5,
152.8,1.47,-63.1,13862,5,
145.7,1.52,-64.7,14153,4,
138.8,1.55,-65.9,14449,4,
131.6,1.57,-67,14770,4,
125.6,1.57,-68.3,15053,4,
119.8,1.5,-70.1,15333,4,
113.5,1.65,-70,15653,4,
108,1.92,-70.9,15949,4,
102.6,1.71,-71.3,16252,3,
97.6,1.8,-70,16550,4,
92.5,2,-69.8,16867,3,
87.9,2.31,-70.5,17173,3,
83.4,2.71,-68.9,17486,3,
79.2,3.13,-67.2,17793,3,
75.4,4.43,-65.6,18095,2,
71.6,5.42,-64.7,18405,2,
68.1,5.6,-63.8,18716,2,
64.6,6.46,-63.7,19041,1,
61.3,7.6,-63.2,19359,1,
58.2,7.33,-64.2,19681,1,
55,8.66,-61.8,20020,1,
52.2,9.91,-61.1,20346,1,
49.6,11.58,-59.9,20664,1,
47,12.26,-58.4,21000,1,
44.5,12.16,-60.4,21341,1,
42.2,12.7,-60.6,21679,1,
40,14.51,-57.6,22017,1,
37.8,14.86,-58.2,22367,1,
35.7,15.12,-57.6,22725,1,
33.8,15.39,-56,23070,1,
32,15.42,-55.7,23414,1,
30.2,14.94,-55.7,23784,1,
28.5,14.58,-56.8,24151,1,
26.9,13.98,-56.7,24514,1,
25.5,13.91,-55.7,24865,1,
24.2,13.35,-55.5,25209,1,
22.8,13.35,-52.5,25594,1,
21.5,12.82,-51.1,25955,1,
20.4,12.38,-51.8,26313,1,
19.2,11.5,-52.2,26691,1,
18.2,11.67,-50.8,27056,1,
17.1,11.17,-51.3,27436,1,
16.2,10.49,-50.5,27815,1,
15.2,9.75,-52.1,28196,1,
14.4,9.42,-51.5,28580,1,
13.5,9.39,-51.3,28974,1,
12.8,9.12,-51.2,29344,1,
12.1,8.58,-51.5,29702,1,
11.4,8.05,-50.1,30079,1,
10.8,7.55,-49.5,30453,1,
10.1,7.32,-49.4,30843,1,
9.6,7.02,-48.9,31196,1,
