* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* Crespo, Juan,Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The geometric altitude, integrated column ozone
* and ozone mixing ratio were calculated by NASA
* as data was not provided by Easter.  All sonde
* levels are reported. 

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1,"Crespo, Juan Climatological Services Office, Santiago, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,EasterIsland,CHL,EIC

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2005-06-17,23:38


#PROFILE
Pressure,O3PartialPressure,Temperature,GPHeight,RelativeHumidity,
1010,2.57,22.3,49,59,
972.5,2.69,18.3,375,55,
941.2,2.66,15.6,654,63,
907.4,2.59,12.6,964,76,
873,2.55,9.6,1286,80,
844.7,2.57,9.1,1560,30,
815.3,2.72,8.2,1852,33,
784.9,2.82,9.1,2167,1,
758.3,2.69,9.3,2451,1,
732.7,2.71,7.9,2735,1,
708.6,2.84,6.5,3010,12,
683.7,2.65,4.5,3301,23,
655.3,2.45,2,3645,25,
633,2.43,0.1,3924,22,
611.6,2.28,-1.6,4198,21,
590.3,2.19,-2.8,4479,17,
568.9,2.22,-4.1,4770,14,
547,2.15,-5.3,5079,15,
525.8,2.28,-7.5,5389,21,
506.4,2.39,-9.9,5680,24,
487.1,2.26,-12.3,5978,41,
467.2,1.93,-14.5,6295,49,
449,1.77,-15.9,6596,30,
430.8,1.65,-18,6906,29,
413.8,1.62,-20.2,7205,34,
397.4,1.6,-22.9,7504,38,
380.9,1.57,-25.8,7812,41,
363.1,1.47,-28.5,8157,29,
347.2,1.45,-31.5,8476,36,
331.3,1.79,-33.7,8807,31,
315.4,1.85,-36.5,9149,36,
300.1,1.67,-38.1,9493,22,
286.4,1.49,-41,9811,18,
271.8,1.3,-43.7,10165,12,
259,1.15,-46.5,10487,12,
245.3,1.12,-49.7,10844,13,
234.1,1.07,-52.4,11151,16,
221.8,1.14,-55.5,11495,18,
208.3,1.02,-58.7,11894,22,
197.9,1,-61,12214,22,
187.2,1.04,-63.9,12556,22,
178,1.29,-65.8,12862,22,
168.4,1.45,-66.4,13199,22,
158,1.3,-66,13584,18,
149.2,1.38,-61,13936,14,
141,1.65,-62.1,14285,8,
133.2,1.98,-63.2,14638,4,
127,1.87,-64.4,14928,2,
121.5,2.01,-64.2,15201,1,
115.9,2,-65.6,15487,1,
110.5,1.82,-66.4,15775,1,
104.7,1.75,-68.7,16099,1,
98.1,1.66,-70.4,16491,1,
91.8,2.24,-69.8,16883,1,
87.3,2.83,-67,17186,1,
83.2,3.21,-66.6,17474,1,
79.2,3.83,-65.8,17772,1,
75.5,5.17,-65.3,18065,1,
71.8,5.69,-64.6,18370,1,
68.5,6.31,-64.3,18661,1,
65.2,7.65,-62.2,18966,1,
62,7.85,-64.4,19275,1,
59.1,7.41,-65.8,19566,1,
55.9,7.94,-64.3,19897,1,
52.6,9.37,-62.9,20274,6,
50,9.86,-63.3,20586,13,
47.6,10.56,-62.3,20884,8,
45.4,11.19,-60.2,21187,5,
43.2,12.3,-58.6,21492,1,
41.1,12.6,-58.9,21801,1,
39.1,12.78,-60,22112,1,
37.2,13.08,-59.6,22429,1,
35.4,13.38,-59.8,22734,1,
33.6,13.56,-58.7,23059,1,
32,13.81,-57.5,23375,1,
30.4,13.87,-56.7,23699,1,
28.9,13.51,-55.7,24013,1,
27.5,13.73,-54.4,24332,1,
26.2,13.77,-54.3,24657,1,
24.9,13.18,-54.4,24974,1,
23.7,13.06,-54.6,25287,1,
22.6,12.56,-55.1,25603,1,
21.4,12.22,-55.3,25945,1,
20.3,11.75,-55.3,26285,1,
19.3,11.17,-54.8,26616,1,
18.3,10.48,-54.8,26938,1,
17.4,10.42,-54.4,27278,1,
16.4,9.33,-54.9,27641,1,
15.5,8.73,-53.7,27990,1,
14.7,8.01,-52.9,28329,1,
14,7.68,-51.7,28661,1,
13.3,7.15,-50.3,28997,1,
12.6,7.74,-48.6,29335,1,
12,7.24,-48.8,29693,1,
11.3,7.89,-48.2,30066,1,
10.7,6.17,-48.3,30407,1,
10.2,5.75,-48,30752,1,
9.7,4.7,-46.8,31083,1,
9.2,4.35,-42.5,31430,1,
8.7,4.5,-41.6,31780,1,
8.3,4.66,-41.9,32146,1,
7.9,4.53,-41.5,32495,1,
7.5,3.92,-42.9,32850,1,
7.1,3.56,-42.4,33206,1,
6.7,3.23,-43.7,33564,1,
6.4,2.71,-44.9,33913,1,
6.1,2.06,-46.7,34248,1,
