* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* Crespo, Juan,Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The geometric altitude, integrated column ozone
* and ozone mixing ratio were calculated by NASA
* as data was not provided by Easter.  All sonde
* levels are reported. 

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1,"Crespo, Juan Climatological Services Office, Santiago, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,EasterIsland,CHL,EIC

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2005-09-19,23:55:00


#PROFILE
Pressure,O3PartialPressure,Temperature,GPHeight,RelativeHumidity
1017.6,2.69,17.9,49,66
983.3,2.81,12.7,340,75
947.2,2.84,10,652,83
914,2.84,7.9,948,80
880.7,2.78,5.5,1253,88
849.3,2.71,4.2,1550,93
816.7,3.32,5.2,1869,36
786.4,3.42,4.1,2177,32
757.8,3.23,2.6,2478,32
730.3,3.37,1.4,2775,30
702.2,3.46,0,3090,25
675.3,2.88,-2.1,3402,47
647.2,3.6,-3.4,3739,13
621,3.31,-5.2,4063,11
593.5,3.56,-6.9,4419,3
569.6,3.29,-9,4737,11
545,3.29,-11.2,5078,10
518.9,3.4,-14,5452,41
493.8,3.49,-17.4,5826,48
470.4,3.36,-20.6,6188,65
448.9,3.42,-22.2,6534,65
427.6,3.32,-24.7,6889,39
407.5,3.28,-27.6,7237,56
387.5,2.77,-30.2,7597,74
366.8,2.05,-33,7985,71
348.4,2.16,-35.6,8345,61
329,1.92,-39.2,8740,61
311.5,1.85,-42.2,9112,59
294.7,2.4,-45.6,9486,59
278.8,3.5,-48.4,9852,49
262.6,5.4,-47.6,10245,9
250,5.24,-49.5,10569,5
237.6,4.27,-50.7,10901,6
225.7,3.36,-52,11235,6
215.2,3.67,-53,11544,6
204.9,4.26,-53.8,11858,5
195.3,4.02,-54.9,12165,2
186.2,3.59,-54.4,12471,1
178.1,3.64,-54.1,12757,6
169.9,2.76,-55.4,13059,2
161.8,2.42,-56.5,13368,4
155,2.32,-57.1,13639,1
148,2.19,-57.5,13933,2
141.1,2.21,-59.4,14231,3
134.8,2.25,-60.8,14519,2
128.7,2.49,-61.9,14805,1
122.8,3.4,-62.6,15096,1
116.5,4.28,-63.9,15417,2
110.8,4.61,-65.4,15722,1
105.5,3.04,-66.1,16020,2
100.5,5.37,-65,16315,1
96.1,8.07,-63.7,16592,1
91.5,9.43,-64.9,16889,1
86.8,8.02,-65.3,17211,1
82.4,9.15,-64.5,17531,1
78.3,9.39,-64.4,17842,1
74.5,9.47,-64.4,18141,1
71,10.87,-63.2,18442,1
67.6,13.14,-62.8,18745,1
64.2,14.06,-62.1,19062,1
61,14.55,-62.1,19372,1
58.1,15.03,-61.4,19673,1
55.1,15.66,-60.6,20005,1
52.3,15.26,-59.1,20337,1
49.7,15.34,-58.8,20657,1
47.1,15.43,-57.8,20984,1
44.7,14.95,-59,21316,1
42.3,14.7,-59.6,21667,1
40,11.26,-60.5,22019,1
37.8,13.2,-60.8,22357,1
35.9,14.38,-60.4,22684,1
34,13.4,-57.6,23021,1
32.2,13.18,-57.3,23378,1
30.4,13.55,-56.7,23740,1
28.7,14.1,-56,24089,1
27.2,13.78,-56.6,24437,1
25.7,13.46,-56.6,24798,1
24.3,13.15,-55.3,25166,1
22.9,12.57,-55.5,25529,1
21.6,12.33,-55,25900,1
20.4,11.92,-55.1,26285,1
19.2,11.89,-54.4,26658,1
18.1,11.54,-52.4,27027,1
17.1,10.99,-52.1,27392,1
16.2,10.56,-52.1,27773,1
15.2,10.1,-52.5,28148,1
14.3,9.95,-51.4,28562,1
13.5,9.34,-50.9,28951,1
12.6,8.65,-52.3,29363,1
11.9,7.9,-51.1,29751,1
11.2,7.48,-51.2,30149,1
10.6,7.33,-49.5,30515,1
10,7.48,-49.2,30914,1
9.4,6.79,-49.6,31320,1
8.8,6.16,-50.4,31743,1
8.3,5.85,-50,32134,1
7.8,5.47,-47.1,32541,1
7.3,5.2,-45.2,32924,1
