#CONTENT 
Class,Category,Level,Form 
WOUDC,OzoneSonde,1,1

#DATA_GENERATION 
Date,Agency,Version,ScientificAuthority 
2018-02-18,EIMO,1,Juan Crespo

#PLATFORM 
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT 
Name,Model,Number 
ECC,6A,na

#LOCATION 
Latitude,Longitude,Height 
-27.17,-109.42,49.9
 
#TIMESTAMP 
UTCOffset,Date,Time 
+00:00:00,2018-02-18,00:19:00
 
#PROFILE 
Pressure,O3PartialPressure,Temperature,RelativeHumidity,WindDirection,WindSpeed,GPHeight
1017.2,0.2,26,75,290,4,49.9
1017,0.2,25.4,78.5,297.7,2.4,52.7
1016.3,0.2,25.3,79,306.9,1.7,58.3
1015.5,0.2,25.2,79.5,313.3,1.4,63.9
1014.9,0.3,25.1,79.3,314.9,1.4,69.1
1014.5,0.3,25,78.9,314.9,1.5,73.7
1014,0.3,25,78.5,315.2,1.5,78.4
1013.4,0.3,25,78.1,316.2,1.5,83.3
1012.7,0.3,24.9,77.6,317.8,1.5,88.5
1012.2,0.3,24.8,77.3,319.7,1.5,93.7
1011.6,0.3,24.8,77,321.8,1.5,99.1
1010.9,0.3,24.8,75.8,324.2,1.5,104.6
1010.3,0.3,24.8,74.8,327,1.5,109.9
1009.7,0.3,24.7,74.7,330.2,1.5,115
1009.1,0.3,24.7,74.9,333.6,1.5,119.9
1008.6,0.3,24.6,75.1,337.5,1.4,124.8
1008.1,0.3,24.6,75.2,341.7,1.4,129.7
1007.5,0.3,24.5,75.4,346.3,1.4,134.7
1006.9,0.3,24.5,75.7,351.2,1.4,139.5
1006.4,0.3,24.4,76.4,356.5,1.4,144.1
1005.9,0.3,24.3,77.2,2,1.4,148.4
1005.4,0.3,24.2,77.6,7.7,1.4,152.8
1004.9,0.3,24.2,77.5,13.5,1.4,157.5
1004.2,0.3,24.2,77,19.4,1.5,162.7
1003.6,0.3,24.2,76.6,25.1,1.5,168.3
1003,0.3,24.2,76.7,30.7,1.6,174.4
1002.2,0.3,24.1,77.1,36,1.7,180.8
1001.4,0.3,24,77.4,41,1.8,187.4
1000.7,0.3,24,77.5,45.7,1.9,193.8
1000.1,0.3,23.9,77.6,50,2,199.6
999.4,0.3,23.9,77.6,54.1,2.1,204.9
998.8,0.3,23.8,77.6,57.9,2.2,209.2
998.6,0.3,23.8,77.6,61.4,2.3,212.6
998.3,0.3,23.8,77.7,64.6,2.4,215.8
997.8,0.3,23.7,78,67.7,2.5,219.7
997.2,0.3,23.7,78.6,70.6,2.6,223.9
996.8,0.3,23.7,79.3,73.3,2.8,228.1
996.3,0.3,23.6,79.6,75.9,2.9,232.3
995.8,0.3,23.6,79.4,78.4,3,236.7
995.3,0.3,23.6,79,80.7,3.1,241.4
994.7,0.3,23.5,78.3,82.8,3.2,246.3
994.1,0.3,23.5,78,84.8,3.3,251.2
993.7,0.3,23.5,78,86.7,3.4,256
993.1,0.3,23.5,77.9,88.5,3.5,261
992.5,0.3,23.5,77.8,90.2,3.6,266
991.9,0.3,23.5,77.9,91.8,3.7,270.8
991.4,0.3,23.5,78.1,93.4,3.8,274.8
991.1,0.3,23.4,78.2,94.8,3.8,278.4
990.7,0.3,23.4,78.4,96.2,3.9,282.2
990.2,0.3,23.4,78.4,97.4,4,286.7
989.5,0.3,23.3,78.5,98.5,4,292.2
988.8,0.3,23.3,78.5,99.5,4.1,298.2
988.1,0.3,23.3,78.5,100.4,4.2,304.5
987.4,0.3,23.2,78.7,101.2,4.2,310.7
986.8,0.3,23.1,79,101.9,4.3,316.5
986.2,0.3,23.1,79.2,102.5,4.3,321.6
985.7,0.3,23,79.3,103,4.4,326.2
985.2,0.3,23,79.4,103.5,4.4,330.5
984.7,0.3,23,79.6,103.8,4.4,334.8
984.2,0.3,23,79.8,104.2,4.5,339.8
983.5,0.3,22.9,79.9,104.4,4.5,345.6
982.7,0.3,22.9,80,104.6,4.6,352.1
982,0.3,22.8,80.1,104.8,4.6,358.6
981.3,0.3,22.8,80.2,104.9,4.6,364.6
980.7,0.3,22.7,80.7,104.9,4.7,369.9
980.2,0.3,22.6,81.1,104.9,4.7,374.5
979.8,0.3,22.5,81.3,104.8,4.7,378.8
979.3,0.3,22.5,81.3,104.7,4.8,383.2
978.8,0.3,22.5,81.4,104.6,4.8,388
978.1,0.3,22.5,81.7,104.5,4.8,393.2
977.5,0.3,22.4,82,104.4,4.8,398.4
977,0.3,22.4,82.1,104.3,4.9,403.5
976.5,0.3,22.4,82.1,104.3,4.9,408.6
975.9,0.3,22.3,82,104.2,4.9,413.9
975.2,0.3,22.3,82.2,104.1,4.9,419.2
974.6,0.3,22.2,82.6,104.1,4.9,424.3
974.2,0.3,22.1,82.9,104,4.9,428.9
973.7,0.3,22.1,82.9,103.9,4.9,433.3
973.2,0.3,22.1,82.8,103.8,4.9,437.5
972.7,0.3,22,82.8,103.7,4.9,441.8
972.2,0.3,22,83.2,103.6,5,446
971.8,0.3,21.9,83.8,103.6,5,450.1
971.3,0.3,21.9,84.1,103.6,5,454.1
970.9,0.3,21.8,84.2,103.5,5,458.2
970.4,0.3,21.8,84.3,103.5,5,462.6
969.9,0.3,21.8,84.4,103.5,5,467.4
969.3,0.3,21.7,84.5,103.5,5,472.5
968.7,0.3,21.7,84.6,103.5,5,477.6
968.2,0.3,21.6,84.9,103.5,5,482.6
967.6,0.3,21.6,85.3,103.5,5,487.7
967,0.3,21.5,85.7,103.4,5,492.9
966.4,0.3,21.5,85.8,103.4,5,498.3
965.8,0.3,21.4,85.8,103.4,5.1,504
965.2,0.3,21.4,85.8,103.4,5.1,509.7
964.5,0.3,21.3,86,103.5,5.1,515.3
963.9,0.3,21.3,86.3,103.5,5.1,520.6
963.4,0.3,21.2,86.5,103.5,5.1,525.5
962.9,0.3,21.1,86.8,103.6,5.1,530.5
962.3,0.3,21.1,86.9,103.6,5.2,535.6
961.7,0.3,21.1,87,103.7,5.2,540.9
961.1,0.3,21,87.3,103.7,5.2,546.1
960.6,0.3,21,87.7,103.7,5.2,551
960.1,0.3,20.9,88,103.7,5.2,555.7
959.6,0.3,20.9,88.2,103.7,5.2,560.2
959.1,0.3,20.8,88.5,103.6,5.2,565
958.5,0.3,20.8,88.8,103.6,5.2,570.1
957.9,0.3,20.7,89,103.6,5.2,575.3
957.3,0.3,20.7,89.1,103.5,5.1,580.3
956.8,0.3,20.6,89.2,103.4,5.1,584.9
956.4,0.3,20.6,89.3,103.3,5.1,589.3
955.9,0.3,20.6,89.4,103.2,5.1,593.4
955.5,0.3,20.5,89.6,103.1,5.1,597.5
955,0.3,20.5,89.9,102.9,5.1,601.7
954.5,0.3,20.5,90.3,102.8,5,605.9
954.1,0.3,20.4,90.7,102.6,5,610.2
953.6,0.3,20.4,91.1,102.5,5,614.7
953,0.3,20.3,91.4,102.4,5,619.4
952.5,0.3,20.2,91.7,102.2,5,624.3
951.9,0.3,20.2,91.7,102,5,629.5
951.3,0.3,20.1,91.8,101.9,5,634.9
950.7,0.3,20.1,91.9,101.7,5.1,640.1
950.2,0.3,20,92,101.6,5.1,645.1
949.7,0.3,19.9,92.2,101.5,5.1,650
949.2,0.3,19.9,92.5,101.5,5.1,654.9
948.6,0.3,19.8,92.8,101.5,5.2,660
948,0.3,19.8,93,101.5,5.2,665.2
947.5,0.3,19.7,93,101.6,5.3,670.2
946.9,0.3,19.7,93.1,101.7,5.3,674.9
946.5,0.3,19.6,93.3,101.8,5.3,679.4
946,0.3,19.6,93.6,101.9,5.4,683.7
945.5,0.3,19.6,94,102.1,5.4,687.8
945.1,0.3,19.5,94.3,102.2,5.5,691.9
944.7,0.3,19.5,94.6,102.5,5.5,696
944.2,0.3,19.5,94.8,102.7,5.6,700.1
943.7,0.3,19.4,95,103,5.6,704.3
943.3,0.3,19.4,95.2,103.4,5.6,708.4
942.8,0.3,19.4,95.4,103.8,5.6,712.5
942.4,0.3,19.3,95.6,104.3,5.7,716.7
941.9,0.3,19.3,95.8,104.8,5.7,720.7
941.5,0.3,19.3,96,105.4,5.7,724.7
941.1,0.3,19.3,96.1,106.1,5.7,728.5
940.7,0.3,19.2,95.9,106.8,5.7,732.3
940.2,0.3,19.2,95.7,107.5,5.6,736.6
939.7,0.3,19.2,95.5,108.4,5.6,741.1
939.2,0.3,19.2,95.4,109.3,5.6,745.7
938.7,0.3,19.2,95.3,110.2,5.6,750.1
938.3,0.3,19.1,95.3,111.2,5.6,754.2
937.9,0.3,19.1,95.4,112.3,5.5,758.2
937.5,0.3,19.1,95.4,113.5,5.5,762
937,0.3,19.1,95.7,114.7,5.5,765.9
936.6,0.3,19.1,96,115.9,5.5,769.8
936.2,0.3,19,96.2,117.2,5.5,773.4
935.8,0.3,19,96.4,118.4,5.4,777.2
935.4,0.3,19,96.6,119.7,5.4,781.5
934.8,0.3,18.9,97.1,120.9,5.4,786.6
934.1,0.3,18.8,97.8,122.1,5.4,792.2
933.5,0.3,18.7,98.3,123.2,5.4,797.8
933,0.3,18.6,98.4,124.3,5.4,803
932.5,0.3,18.7,97.8,125.2,5.4,807.8
932,0.3,18.7,97.3,126,5.4,812.5
931.5,0.3,18.7,96.4,126.7,5.4,817.1
931,0.3,18.7,95.7,127.2,5.4,821.4
930.6,0.3,18.7,95.2,127.7,5.4,825.4
930.2,0.3,18.7,95,127.9,5.4,829
929.8,0.3,18.7,95.3,128.1,5.3,832.4
