#CONTENT 
Class,Category,Level,Form 
WOUDC,OzoneSonde,1,1

#DATA_GENERATION 
Date,Agency,Version,ScientificAuthority 
2018-08-25,EIMO,1,Juan Crespo

#PLATFORM 
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT 
Name,Model,Number 
ECC,6A,na

#LOCATION 
Latitude,Longitude,Height 
-27.17,-109.42,49.9
 
#TIMESTAMP 
UTCOffset,Date,Time 
+00:00:00,2018-08-25,23:41:00
 
#PROFILE 
Pressure,O3PartialPressure,Temperature,RelativeHumidity,WindDirection,WindSpeed,GPHeight
1015.5,2.8,16,95,320,2,49.9
1015.2,2.8,15.9,98.2,249.4,0.6,52.9
1014.8,2.8,15.8,97.8,198.8,0.9,56.5
1014.2,2.9,15.7,97.5,192.5,1.2,60.3
1013.8,2.9,15.7,97.2,193.8,1.3,64.1
1013.4,2.9,15.6,96.3,196.6,1.4,67.6
1012.9,2.9,15.6,95.7,198.9,1.5,71.1
1012.6,2.9,15.5,95.8,200.4,1.6,74.5
1012.2,3,15.5,95.9,201.6,1.7,77.9
1011.8,3,15.5,95.9,202.8,1.8,81.5
1011.2,3,15.4,95.6,204,2,85.1
1010.9,3,15.5,95.2,205.2,2.1,88.4
1010.7,3,15.5,94.9,206.4,2.2,91.4
1010.2,3,15.4,94.9,207.6,2.4,94.4
1009.6,3.1,15.4,95,208.8,2.5,97.1
1009.6,3.1,15.4,94.6,211.2,2.8,100.8
1009.2,3.2,15.4,94.6,212.3,2.9,103.9
1008.6,3.2,15.4,94.9,213.4,3,108
1008,3.2,15.3,95,214.5,3.2,112.3
1007.5,3.2,15.3,94.9,215.6,3.3,115.9
1007.3,3.2,15.3,94.8,216.6,3.4,118.4
1007,3.2,15.2,95.2,218.6,3.6,122.7
1006.3,3.3,15.2,95.4,219.6,3.7,126
1006,3.3,15.2,95.8,220.5,3.8,129.1
1005.8,3.3,15.1,96.1,221.5,3.9,131.9
1005.4,3.3,15.2,96.2,222.4,4,134.8
1005,3.3,15.1,96.3,223.3,4,137.9
1004.7,3.3,15.1,96.3,224.2,4.1,141.2
1004.2,3.3,15.1,96.1,225.1,4.1,144.8
1003.8,3.3,15.1,95.9,226,4.1,148.4
1003.5,3.3,15.1,95.6,226.9,4.1,152.1
1003,3.3,15.1,95.6,227.8,4.1,156.1
1002.3,3.3,15,95.7,228.7,4,160.1
1002,3.3,15,95.8,229.5,4,163.1
1001.8,3.3,15,95.8,230.4,3.9,165
1001.7,3.3,15,95.9,231.3,3.8,166.5
1001.6,3.4,15,95.9,232.2,3.7,168.3
1001.4,3.4,15,95.8,233.1,3.6,171.2
1000.3,3.4,15,95.6,233.9,3.5,174.5
999.8,3.4,14.9,95.4,237,3,181.3
999.5,3.4,14.9,95.5,237.6,2.9,184.2
999.3,3.4,14.9,96.1,238.2,2.7,186.7
999,3.4,14.8,96.9,238.6,2.6,189
998.7,3.4,14.8,97.4,239,2.5,191.4
998.4,3.4,14.8,97.4,239.2,2.4,194.2
998,3.4,14.7,97.4,239.2,2.3,197.6
997.5,3.4,14.7,97.4,239.1,2.2,201.3
997.1,3.4,14.7,97.4,238.8,2.1,205
996.7,3.4,14.6,97.5,238.3,2,208.5
996.3,3.4,14.6,97.3,237.6,2,212
995.9,3.4,14.6,97.2,236.8,1.9,215.5
995.5,3.4,14.5,97.5,235.9,1.9,218.7
995.1,3.4,14.5,97.8,234.9,1.9,221.7
994.9,3.4,14.5,97.8,233.9,1.9,224.8
994.4,3.4,14.5,97.8,233,1.9,228.5
993.8,3.4,14.5,98.1,232.2,1.9,232.9
993.3,3.4,14.4,98.6,231.5,2,237.6
992.7,3.4,14.4,98.9,231,2,242.6
992.1,3.4,14.4,99.1,230.6,2.1,247.7
991.5,3.4,14.3,99.2,230.3,2.1,253.4
990.8,3.4,14.3,99.2,230.2,2.2,259.5
990,3.4,14.3,98.9,230.2,2.2,265.6
989.3,3.4,14.3,98.5,230.4,2.3,271.2
988.7,3.4,14.2,97.8,230.6,2.4,275.7
988.5,3.4,14.3,97.4,230.9,2.4,279
988.2,3.4,14.3,97.4,231.3,2.5,282.3
987.7,3.4,14.3,97.8,231.8,2.6,286.5
987,3.4,14.2,98.4,232.2,2.6,291.9
986.2,3.4,14.1,98.9,232.7,2.7,297.8
985.5,3.4,14.1,98.9,233.1,2.7,303.4
985.1,3.4,14.1,98.6,233.5,2.8,308.4
984.6,3.4,14,98.2,233.8,2.8,313.4
983.8,3.4,14,98.2,234.1,2.8,319
983,3.4,14,98.1,234.3,2.8,324.6
982.5,3.4,13.9,98.1,234.5,2.9,329.7
982,3.4,13.9,98.3,234.5,2.9,334.5
981.5,3.4,13.9,98.7,234.5,2.9,339.1
980.9,3.4,13.8,99.2,234.4,2.9,343.8
980.3,3.4,13.8,99.5,234.2,2.9,348.3
979.9,3.4,13.8,99.8,233.9,2.9,352.6
979.4,3.4,13.7,100,233.5,2.9,356.8
978.9,3.4,13.7,100,233,2.9,361.3
978.4,3.4,13.7,100,232.4,2.8,366.3
977.7,3.4,13.7,100,231.6,2.8,371.9
976.9,3.4,13.7,100,230.8,2.8,377.6
976.4,3.4,13.6,99.6,229.9,2.8,382.8
975.8,3.4,13.6,99.4,229,2.8,387.2
975.4,3.4,13.6,99.4,228,2.8,391.3
975,3.4,13.5,99.4,227,2.8,395.5
974.5,3.4,13.5,99.3,226,2.8,400.3
973.7,3.4,13.5,99.4,225,2.8,405.9
973,3.4,13.5,99.9,224.1,2.7,411.7
972.4,3.4,13.4,100,223.1,2.7,417.2
971.8,3.4,13.4,99.9,222.2,2.7,422.4
971.3,3.4,13.4,99.5,221.4,2.7,427.2
970.7,3.4,13.4,99,220.5,2.7,431.5
970.3,3.4,13.3,98.4,219.8,2.6,435.5
969.9,3.4,13.3,97.7,219.1,2.6,439.2
969.5,3.4,13.3,97.3,218.4,2.6,442.9
969,3.4,13.3,97.5,217.8,2.5,446.7
968.6,3.4,13.3,98.1,217.3,2.5,450.8
968,3.4,13.3,98.7,216.8,2.5,455.3
967.5,3.4,13.2,98.9,216.3,2.4,460.3
966.9,3.4,13.2,99.1,215.9,2.4,465.8
966.2,3.4,13.2,99.6,215.5,2.3,471.6
965.4,3.4,13.1,99.9,215.1,2.2,477.2
964.9,3.4,13.1,99.8,214.6,2.2,481.8
964.7,3.4,13.1,99.3,214.1,2.1,485.5
964.2,3.4,13,98.7,213.5,2.1,489
963.8,3.4,13,98.4,212.8,2,492.3
963.5,3.4,13,98.8,212,2,495.5
963.1,3.4,12.9,99.4,211.1,1.9,499.1
962.6,3.4,12.9,99.6,210,1.9,503
962.1,3.4,12.9,99.5,208.8,1.8,507.2
961.6,3.4,12.9,99.3,207.4,1.8,511.8
961,3.4,12.9,99,205.9,1.7,516.6
960.5,3.4,12.9,98.7,204.3,1.7,521.4
960,3.4,12.9,98.7,202.5,1.7,526
959.3,3.4,12.8,98.8,200.7,1.7,530.1
959.1,3.4,12.8,98.9,198.9,1.6,533.3
958.9,3.4,12.8,99,197.2,1.6,536.3
958.4,3.4,12.7,99.2,195.6,1.6,539.7
957.9,3.4,12.7,99.3,194.2,1.6,543.8
957.4,3.4,12.7,99.4,193.1,1.6,548.1
956.9,3.4,12.7,99.6,192.3,1.7,552.2
956.6,3.4,12.7,99.7,191.8,1.7,556
956.2,3.4,12.7,99.7,191.8,1.7,559.6
955.7,3.4,12.7,99.7,192.2,1.7,563.1
955.3,3.4,12.7,99.7,193.1,1.7,566.6
955,3.4,12.6,99.5,194.5,1.7,570
954.6,3.4,12.6,99.6,196.4,1.7,573.5
954.1,3.4,12.5,99.9,198.9,1.7,577.5
953.6,3.4,12.5,100,201.9,1.7,581.7
953.1,3.4,12.5,100,205.4,1.7,586.1
952.6,3.3,12.5,100,209.5,1.7,590.6
952.1,3.3,12.5,100,213.9,1.7,595.1
951.6,3.3,12.5,100,218.8,1.8,599.7
951.1,3.3,12.5,100,223.8,1.8,604.4
950.5,3.3,12.5,100,228.9,1.9,609.2
949.9,3.3,12.4,99.9,233.9,2,614.2
949.4,3.3,12.3,99.9,238.6,2,619.2
948.8,3.3,12.3,100,243.1,2.2,624.1
948.3,3.3,12.3,100,247.2,2.3,629.1
947.7,3.3,12.3,100,250.8,2.4,633.9
947.2,3.3,12.3,100,254.1,2.5,638.2
946.8,3.3,12.3,100,257,2.7,642.2
946.4,3.3,12.3,100,259.5,2.8,646.1
945.9,3.3,12.2,100,261.7,2.9,650.3
945.3,3.3,12.2,100,263.6,3.1,654.6
944.9,3.3,12.2,100,265.3,3.2,659
944.4,3.3,12.2,100,266.7,3.3,663.3
943.9,3.3,12.2,100,267.8,3.4,667.6
943.5,3.3,12.2,100,268.8,3.4,671.9
943,3.3,12.2,100,269.7,3.5,676.2
942.4,3.3,12.1,100,270.4,3.5,680.5
942,3.3,12.1,100,271,3.6,684.4
941.6,3.3,12.1,100,271.5,3.6,688
941.3,3.3,12.1,99.7,272,3.5,691.4
940.9,3.3,12.1,99.7,272.4,3.5,694.8
940.5,3.3,12.1,99.9,272.8,3.5,698.4
940,3.3,12.1,100,273.1,3.4,702.2
939.6,3.3,12.1,100,273.4,3.4,706.3
939.1,3.3,12,100,273.7,3.3,710.6
938.6,3.3,12,100,274,3.2,714.8
938.2,3.3,11.9,100,274.3,3.2,718.8
937.8,3.3,11.9,99.9,274.5,3.1,722.6
937.4,3.3,11.9,99.8,274.8,3,726.4
936.9,3.3,11.8,99.9,275.1,3,730.4
936.4,3.3,11.8,100,275.3,2.9,734.5
936,3.3,11.8,100,275.5,2.9,738.7
935.5,3.3,11.8,99.7,275.7,2.8,742.8
935.1,3.3,11.8,99.5,275.7,2.8,746.9
934.6,3.3,11.8,99.7,275.7,2.8,750.8
934.2,3.3,11.8,99.9,275.5,2.8,754.7
933.7,3.3,11.7,100,275.1,2.7,758.5
933.3,3.3,11.7,100,274.6,2.8,762.1
933,3.3,11.7,100,273.9,2.8,766
932.5,3.3,11.7,100,273.1,2.8,770.5
931.9,3.3,11.7,99.9,272,2.8,775.3
931.3,3.3,11.6,99.7,270.8,2.8,780
930.9,3.3,11.6,99.9,269.3,2.9,784.1
930.5,3.3,11.6,100,267.7,2.9,787.4
930.2,3.3,11.6,100,265.8,2.9,790.2
930,3.3,11.7,100,263.8,3,793
929.6,3.3,11.7,100,261.6,3,796.1
929.2,3.3,11.6,99.8,259.2,3,799.6
928.8,3.3,11.6,99.6,256.7,3.1,803.4
928.4,3.3,11.5,99.7,254.1,3.1,807.6
927.8,3.3,11.5,100,251.3,3.1,812.4
927.2,3.3,11.4,100,248.4,3.1,817.5
926.6,3.3,11.4,100,245.5,3.1,822.5
926.1,3.3,11.4,100,242.4,3.1,827
925.7,3.3,11.3,99.6,239.3,3.2,831
925.3,3.3,11.3,99.2,236.1,3.2,834.5
925,3.3,11.3,99,232.9,3.2,838
924.6,3.3,11.3,99.3,229.7,3.2,841.5
924.1,3.2,11.2,99.2,226.5,3.1,845.3
923.7,3.2,11.2,98.8,223.3,3.1,849.2
923.3,3.2,11.1,98.7,220.3,3.1,853
922.9,3.2,11.1,98.9,217.3,3.1,856.8
922.5,3.2,11.1,99.3,214.6,3.1,860.6
922,3.2,11.1,98.7,212,3.1,864.4
921.6,3.2,11,98.4,209.7,3.1,868.4
921.1,3.2,11,99,207.6,3.1,872.6
920.7,3.2,11,99.5,205.9,3,876.7
920.2,3.2,11,99.3,204.5,3,881
919.7,3.2,11,99.1,203.5,3,885.2
919.3,3.2,11,99.1,202.9,3,889.2
918.9,3.2,10.9,99.1,202.8,2.9,892.8
918.5,3.2,10.9,99.1,203.1,2.9,896.2
918.2,3.2,11,99,203.9,2.9,899.5
917.8,3.2,11,98.8,205.2,2.9,903
917.4,3.2,11.1,98.7,206.9,2.8,906.7
916.9,3.2,11,98.6,209.1,2.8,910.6
916.5,3.2,11,98.5,211.7,2.8,914.6
916.1,3.2,11,98.7,214.7,2.8,918.7
915.6,3.2,11,98.9,217.9,2.9,922.9
915.1,3.2,10.9,98.8,221.2,2.9,927.4
914.6,3.2,10.9,98.6,224.7,3,932.1
914.1,3.2,10.9,98.3,228.2,3,937
913.5,3.2,10.9,97.8,231.6,3.1,941.9
912.9,3.2,10.9,97.4,234.8,3.2,946.5
912.6,3.2,10.8,97.3,238,3.3,950.4
912.2,3.2,10.8,97.6,241,3.4,953.8
911.8,3.2,10.8,97.7,243.8,3.6,957
911.5,3.2,10.8,97.8,246.4,3.7,960.2
911.2,3.2,10.8,97.8,248.9,3.8,963.5
910.8,3.2,10.7,97.8,251.2,3.9,967.3
910.3,3.2,10.7,97.7,253.4,4,971.6
909.8,3.2,10.7,97.7,255.5,4.1,975.9
909.3,3.2,10.6,97.7,257.4,4.2,980.1
908.9,3.2,10.6,97.5,259.3,4.3,984
908.5,3.2,10.6,97.2,261,4.4,987.8
908.1,3.2,10.6,97.1,262.7,4.5,991.3
907.7,3.2,10.5,97,264.2,4.6,994.9
907.3,3.2,10.5,96.8,265.7,4.7,998.4
