#CONTENT 
Class,Category,Level,Form 
WOUDC,OzoneSonde,1,1

#DATA_GENERATION 
Date,Agency,Version,ScientificAuthority 
2018-06-22,EIMO,1,Juan Crespo

#PLATFORM 
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT 
Name,Model,Number 
ECC,6A,na

#LOCATION 
Latitude,Longitude,Height 
-27.17,-109.42,49.9
 
#TIMESTAMP 
UTCOffset,Date,Time 
+00:00:00,2018-06-22,23:47:00
 
#PROFILE 
Pressure,O3PartialPressure,Temperature,RelativeHumidity,WindDirection,WindSpeed,GPHeight
1019.4,1.5,20.8,71,120,8,49.9
1019.3,1.6,20.6,72.2,121.3,5.7,51.2
1018.9,1.7,20.6,72.5,122,4.8,54.5
1018.4,1.8,20.5,72.6,122.1,4.7,58.2
1017.9,1.9,20.4,72.4,121.7,4.9,62
1017.5,1.9,20.4,72.1,121.3,5.3,65.8
1017.1,1.9,20.3,72,120.9,5.7,69.3
1016.7,1.9,20.3,71.7,120.5,6.1,72.7
1016.3,1.9,20.2,71.2,120.3,6.4,76.1
1016,1.9,20.1,71,120,6.7,79.8
1015.5,1.9,20.1,71.5,119.8,7,84.3
1014.7,1.9,20.1,72.2,119.7,7.3,89.4
1014,1.9,20.1,72.2,119.6,7.6,94.4
1013.6,1.9,20,71.6,119.5,7.9,98.3
1013.4,1.9,20,71.1,119.4,8.2,101.4
1013.1,1.9,20,71.2,119.4,8.4,104.4
1012.6,1.9,19.9,71.6,119.4,8.7,107.7
1012.2,1.9,19.9,72.1,119.4,8.9,111.3
1011.8,1.9,19.9,72.6,119.5,9.1,114.9
1011.2,1.9,19.8,72.8,119.6,9.3,118.3
1010.9,1.9,19.8,72.7,119.8,9.5,121.7
1010.6,1.9,19.8,72.8,119.9,9.7,125.7
1010.3,1.9,19.7,73.1,120.1,9.8,131.3
1009,1.9,19.7,73.4,120.3,9.9,138.5
1007.5,1.8,19.7,73.6,120.5,10.1,144.3
1007.5,1.8,19.5,74.4,121.6,10.5,150.4
1007.3,1.8,19.4,74.3,121.8,10.6,153.6
1006.8,1.8,19.4,74.1,122.1,10.6,157.6
1006.2,1.7,19.4,74,122.3,10.7,162.5
1005.6,1.7,19.3,74,122.5,10.7,167.9
1004.9,1.7,19.3,74.3,122.7,10.7,173.1
1004.3,1.7,19.2,74.8,122.8,10.8,177.6
1004,1.7,19.2,75.3,123,10.8,180.9
1003.8,1.7,19.2,75.6,123.1,10.8,183.8
1003.4,1.7,19.1,75.8,123.3,10.8,187.1
1002.9,1.7,19.1,75.9,123.4,10.8,191
1002.3,1.7,19.1,76,123.5,10.8,195.4
1001.8,1.8,19,76.3,123.6,10.8,200.2
1001.2,1.8,19,76.8,123.7,10.8,205.6
1000.5,1.8,18.9,77.1,123.8,10.7,211.7
999.7,1.8,18.8,77.4,123.9,10.7,218.3
998.8,1.8,18.8,77.5,124,10.7,225.4
998,1.8,18.7,77.2,124.1,10.6,232.2
997.4,1.7,18.7,77.2,124.2,10.6,238.5
996.7,1.7,18.6,77.5,124.3,10.5,244.4
996,1.7,18.5,77.6,124.4,10.5,249.7
995.5,1.7,18.5,77.6,124.5,10.4,254.5
995,1.7,18.5,77.7,124.7,10.4,259.5
994.3,1.7,18.4,78.1,124.9,10.3,265
993.6,1.7,18.3,78.9,125,10.2,271.3
992.8,1.7,18.3,79.4,125.2,10.1,278.1
991.9,1.7,18.2,79.5,125.5,10,285
991.2,1.7,18.1,79.6,125.7,10,291.4
990.6,1.7,18.1,79.4,126,9.9,297.5
989.9,1.7,18,79.1,126.3,9.8,303.5
989.1,1.7,17.9,79.3,126.5,9.7,309.6
988.4,1.7,17.9,79.7,126.9,9.6,315.6
987.8,1.7,17.8,79.9,127.2,9.5,321.5
987.1,1.7,17.8,80.1,127.5,9.4,327.6
986.3,1.7,17.7,80.1,127.8,9.4,333.9
985.6,1.7,17.7,80.1,128.1,9.3,340.1
984.9,1.7,17.6,80.5,128.5,9.2,346
984.3,1.7,17.6,81.1,128.8,9.2,351.7
983.6,1.7,17.5,81.6,129,9.1,357.5
982.9,1.7,17.4,81.8,129.3,9.1,363.2
982.3,1.7,17.4,81.6,129.5,9,368.8
981.7,1.7,17.3,81.3,129.7,9,374.2
981.1,1.7,17.2,81.6,129.9,9,379.8
980.4,1.7,17.2,82,130.1,9,385.4
979.7,1.7,17.1,82.4,130.2,9,391.2
979.1,1.7,17.1,83.1,130.3,9,397
978.4,1.7,17.1,84.1,130.4,9,403.1
977.7,1.7,17,84.9,130.4,9,409.5
976.9,1.7,17,85,130.4,9,416.1
976.1,1.7,16.9,84.9,130.3,9,422.9
975.3,1.7,16.8,85.1,130.2,9,429.6
974.6,1.7,16.7,85.4,130.1,9,435.9
973.9,1.7,16.7,85.6,129.9,9,441.8
973.3,1.7,16.6,86.1,129.7,9.1,447.2
972.8,1.7,16.6,86.6,129.5,9.1,452.5
972.2,1.7,16.5,87.2,129.2,9.1,457.7
971.5,1.7,16.4,87.8,128.9,9.2,463
970.9,1.7,16.4,88.2,128.6,9.2,468.2
970.4,1.7,16.3,88.2,128.3,9.2,473.2
969.8,1.7,16.3,88.1,127.9,9.3,478.2
969.3,1.7,16.2,88.1,127.5,9.3,483.3
968.6,1.7,16.2,88.1,127,9.3,488.7
968,1.7,16.1,88,126.5,9.4,494.1
967.4,1.7,16.1,87.9,126,9.4,499.5
966.8,1.7,16.1,88.1,125.5,9.4,504.8
966.2,1.7,16,88.5,124.9,9.5,510
965.6,1.7,16,88.9,124.3,9.5,515.4
965,1.7,15.9,89.1,123.7,9.6,521.3
964.2,1.7,15.8,89.1,123.1,9.6,527.7
963.5,1.7,15.8,89.1,122.4,9.7,534.1
962.8,1.7,15.7,89.2,121.7,9.7,540.3
962.1,1.7,15.7,89.2,121,9.8,546.3
961.4,1.7,15.6,89.3,120.3,9.8,552.2
960.8,1.7,15.6,89.6,119.6,9.9,558.2
960.1,1.7,15.5,90.1,118.8,9.9,564.3
959.3,1.7,15.5,90.7,118.1,10,570.6
958.6,1.7,15.4,91.2,117.3,10,576.9
957.9,1.7,15.3,91.7,116.6,10,582.9
957.3,1.7,15.2,92.1,115.9,10,588.5
956.7,1.7,15.2,92.5,115.2,10.1,593.9
956.1,1.7,15.1,92.5,114.5,10.1,599
955.6,1.7,15.1,92.8,113.8,10.1,603.9
955.1,1.7,15,93.2,113.2,10.1,608.6
954.6,1.7,15,93.4,112.6,10.1,613
954.1,1.7,14.9,93.3,112,10.1,617.3
953.6,1.7,14.9,93.2,111.5,10.1,621.7
953.1,1.7,14.9,93.2,111,10,626.1
952.6,1.7,14.8,93.3,110.6,10,630.4
952.1,1.7,14.8,93.7,110.2,10,634.5
951.7,1.7,14.8,94.1,109.9,9.9,638.2
951.3,1.7,14.7,94.6,109.7,9.9,642
950.9,1.7,14.7,95.4,109.5,9.8,646.1
950.4,1.7,14.7,95.8,109.4,9.8,650.8
949.7,1.7,14.6,95.8,109.3,9.7,655.8
949.2,1.7,14.6,95.2,109.3,9.7,660.9
948.6,1.7,14.5,94.1,109.4,9.6,665.6
948.2,1.7,14.5,93.1,109.6,9.6,670
947.7,1.7,14.4,92.6,109.8,9.5,674.3
947.2,1.7,14.4,92.7,110.1,9.5,678.8
946.7,1.7,14.4,93.1,110.4,9.5,683.5
946.1,1.7,14.3,93.5,110.8,9.5,688.2
945.6,1.7,14.3,93.6,111.2,9.5,692.8
945.2,1.7,14.2,93.3,111.6,9.5,697
944.7,1.7,14.2,93.8,112,9.5,701.1
944.3,1.7,14.2,94.7,112.5,9.5,705.2
943.8,1.7,14.1,95.3,112.9,9.6,709.4
943.3,1.7,14,95.7,113.3,9.6,713.5
942.8,1.7,14,96.3,113.7,9.7,717.4
942.5,1.7,13.9,96.7,114.1,9.7,721
942.1,1.7,13.9,96.8,114.4,9.8,724.6
941.7,1.7,13.8,96.9,114.7,9.8,728.5
941.1,1.7,13.8,97,115,9.9,732.9
940.6,1.7,13.8,97.1,115.2,9.9,737.6
940.1,1.7,13.7,97.2,115.3,10,742.3
939.6,1.7,13.7,97.1,115.4,10,746.8
939.1,1.7,13.6,96.7,115.5,10.1,751.1
938.7,1.7,13.6,96.6,115.5,10.1,755
938.3,1.7,13.6,96.7,115.4,10.1,758.6
937.9,1.7,13.5,97,115.3,10.1,762.2
937.5,1.7,13.5,97.1,115.2,10.1,765.7
937.1,1.7,13.5,97.1,115,10.1,769.3
936.7,1.7,13.5,97,114.7,10.1,772.9
936.3,1.7,13.4,96.6,114.5,10,776.7
935.9,1.7,13.4,96,114.2,10,780.6
935.4,1.7,13.4,96.7,113.8,9.9,784.8
934.9,1.7,13.4,97.8,113.5,9.9,789.1
934.4,1.7,13.3,97.4,113.1,9.8,793.4
933.9,1.7,13.3,97,112.7,9.7,797.4
933.6,1.7,13.2,97.4,112.2,9.6,801.2
933.2,1.7,13.2,97.8,111.8,9.5,804.8
932.8,1.7,13.2,97.6,111.3,9.4,808.5
932.3,1.7,13.1,96.2,110.8,9.3,812.5
931.8,1.7,13.1,94.6,110.3,9.2,816.8
931.4,1.7,13.1,93.1,109.8,9.1,821.1
930.9,1.7,13.2,93.3,109.3,8.9,825.4
930.4,1.7,13.1,95.2,108.8,8.8,829.8
929.9,1.7,13.1,95.2,108.3,8.7,834.3
929.4,1.7,13,91.8,107.8,8.6,838.9
928.9,1.7,13,87.4,107.3,8.5,843.3
928.4,1.7,13.1,86.8,106.8,8.3,847.3
928.1,1.7,13.1,91.5,106.3,8.2,850.8
927.8,1.7,12.9,96.9,105.9,8.1,854.1
927.4,1.7,12.8,99.8,105.4,8,857.5
926.9,1.7,12.8,100,105,7.9,861.2
926.5,1.7,12.8,99.8,104.5,7.8,864.8
926.2,1.7,12.8,99.7,104.1,7.8,868.2
925.8,1.7,12.8,99.5,103.8,7.7,871.5
925.5,1.7,12.8,99.3,103.5,7.6,874.6
925.2,1.7,12.7,98.7,103.2,7.6,877.5
924.8,1.7,12.6,97.2,102.9,7.5,880.4
924.5,1.7,12.4,94.6,102.7,7.5,883.5
