#CONTENT 
Class,Category,Level,Form 
WOUDC,OzoneSonde,1,1

#DATA_GENERATION 
Date,Agency,Version,ScientificAuthority 
2018-07-27,EIMO,1,Juan Crespo

#PLATFORM 
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT 
Name,Model,Number 
ECC,6A,na

#LOCATION 
Latitude,Longitude,Height 
-27.17,-109.42,49.9
 
#TIMESTAMP 
UTCOffset,Date,Time 
+00:00:00,2018-07-27,23:33:00
 
#PROFILE 
Pressure,O3PartialPressure,Temperature,RelativeHumidity,WindDirection,WindSpeed,GPHeight
1013.2,2.3,20,87,150,4,49.9
1012.3,2.3,19.4,90,148.9,2.7,56.4
1011.9,2.4,19.4,89.8,148.6,2.4,60.6
1011.5,2.4,19.3,89.5,148.9,2.3,64.2
1011.2,2.4,19.1,89.4,149.5,2.5,67.6
1010.7,2.4,19.1,89.4,150.2,2.7,71.4
1010.2,2.4,19,89.4,150.8,2.8,75.7
1009.6,2.5,19,89.1,151.5,3,80.1
1009.1,2.5,18.9,89,152.1,3.1,84.3
1008.7,2.5,18.9,89.2,152.9,3.2,89
1008.1,2.6,18.8,89.5,153.6,3.3,95
1007.1,2.6,18.8,89.7,154.4,3.4,102.8
1006,2.6,18.8,89.8,155.3,3.5,110.9
1005,2.6,18.7,90,156.2,3.6,117.4
1004.7,2.6,18.7,90.3,157.1,3.7,120.9
1004.7,2.5,18.5,91.2,160.2,3.8,123.5
1004.3,2.5,18.5,91.5,161.3,3.8,126.4
1003.7,2.5,18.5,91.6,162.4,3.8,131
1003,2.5,18.4,91.2,163.6,3.8,136.5
1002.3,2.5,18.4,90.7,164.9,3.8,141.9
1001.9,2.5,18.3,90,166.3,3.8,146.7
1001.4,2.5,18.3,89.5,167.7,3.7,151.4
1000.7,2.5,18.3,89.4,169.2,3.7,156
1000.3,2.5,18.3,89.4,170.7,3.7,160.6
999.8,2.5,18.3,89.1,172.3,3.6,165.1
999.2,2.5,18.4,89,174,3.6,169.7
998.6,2.5,18.3,89.4,175.8,3.5,173.8
998.3,2.4,18.2,90,177.6,3.4,177.3
998,2.4,18.1,90.4,179.4,3.4,180.7
997.5,2.4,18.1,91,181.3,3.3,184.4
997,2.4,18,91.3,183.3,3.3,188.3
996.5,2.4,18,91.2,185.3,3.2,192.1
996.2,2.4,18,90.6,187.2,3.2,195.9
995.8,2.5,18,89.8,189.2,3.2,199.9
995.2,2.5,18.1,89.2,191.1,3.1,204.1
994.7,2.5,18.1,89.3,193,3.1,208.1
994.3,2.5,18,89.9,194.8,3.1,211.2
994.1,2.5,18,90.4,196.5,3.1,213.5
993.9,2.5,18,90.6,198.1,3.2,215.7
993.6,2.5,17.9,90.8,199.6,3.2,218.5
993.1,2.5,17.8,90.7,200.9,3.2,222.5
992.5,2.5,17.8,90.3,202.2,3.3,227.8
991.7,2.5,17.8,89.9,203.3,3.4,233.9
991,2.5,17.8,89.7,204.3,3.4,240
990.3,2.5,17.7,89.7,205.2,3.5,245.4
989.8,2.5,17.7,89.9,206,3.6,250.3
989.4,2.5,17.7,90.4,206.8,3.7,255.3
988.8,2.5,17.6,91.2,207.5,3.8,260.9
987.9,2.5,17.5,92.1,208.2,3.9,267.1
987.1,2.5,17.5,93,208.9,4,273
986.6,2.5,17.4,93.7,209.6,4.1,278.2
986.2,2.5,17.3,94,210.3,4.2,282.9
985.5,2.5,17.2,93.7,211,4.3,287.7
985,2.5,17.2,93.3,211.8,4.4,292.7
984.3,2.5,17.2,92.6,212.6,4.5,298.4
983.6,2.5,17.2,92,213.4,4.6,304.9
982.8,2.5,17.2,91.7,214.3,4.7,311.9
981.9,2.5,17.2,90.9,215.3,4.7,319.1
981.1,2.5,17.2,89.7,216.3,4.8,325.7
980.4,2.5,17.3,89.1,217.4,4.9,330.8
980.2,2.5,17.3,89.3,218.5,5,334.4
979.9,2.5,17.2,89.2,219.7,5,337.7
979.4,2.5,17.2,89.3,220.8,5.1,341.6
978.8,2.5,17.2,90.2,222,5.1,346.3
978.2,2.5,17,91.1,223.2,5.2,351.6
977.6,2.5,17,90.7,224.4,5.2,356.9
977,2.5,17,90,225.5,5.3,361.9
976.5,2.5,17,89.4,226.6,5.3,366.5
976,2.5,17,88.8,227.7,5.3,370.9
975.6,2.5,17.1,88.3,228.7,5.4,375.3
975,2.5,17.1,87.9,229.6,5.4,379.9
974.4,2.5,17,87.6,230.5,5.4,384.4
973.9,2.5,17.1,87,231.2,5.4,388.7
973.6,2.5,17.1,86.5,231.9,5.4,392.9
973.1,2.5,17.1,86.2,232.5,5.4,397.4
972.4,2.5,17.1,86,232.9,5.4,402.2
971.9,2.5,17.1,85.7,233.2,5.4,406.9
971.4,2.5,17.1,85.6,233.4,5.3,411.5
970.9,2.5,17,85.9,233.5,5.3,416.1
970.3,2.5,17,86.5,233.4,5.3,420.9
969.8,2.5,16.9,87.3,233.3,5.2,425.8
969.2,2.4,16.8,88,233,5.2,431
968.6,2.4,16.8,88.2,232.6,5.1,436.2
968,2.4,16.7,88.2,232.2,5,441.3
967.4,2.4,16.7,88.2,231.7,5,446.2
966.9,2.4,16.6,88.1,231.2,4.9,451
966.4,2.4,16.6,87.8,230.6,4.9,455.7
965.8,2.4,16.6,87.5,230,4.8,460.5
965.3,2.4,16.6,87.6,229.5,4.8,465.4
964.7,2.4,16.5,87.7,229,4.7,470.4
964.1,2.4,16.5,87.7,228.5,4.7,475.2
963.6,2.4,16.5,87.5,228.1,4.6,479.8
963.2,2.4,16.5,87.4,227.9,4.6,484.4
962.6,2.4,16.5,87.6,227.8,4.6,489
962.1,2.4,16.4,87.8,227.9,4.6,493.8
961.5,2.4,16.4,88.1,228.1,4.5,498.7
960.9,2.4,16.3,88.3,228.6,4.5,503.7
960.4,2.4,16.3,88.5,229.2,4.5,509.1
959.7,2.4,16.3,88.6,230.1,4.5,515.3
958.9,2.4,16.2,88.6,231.1,4.5,522.4
958,2.4,16.2,88.6,232.3,4.5,529.7
957.2,2.4,16.2,88.7,233.8,4.5,536.4
956.6,2.4,16.1,88.9,235.4,4.5,542.1
956.1,2.4,16,88.9,237.1,4.5,546.9
955.7,2.4,16,88.9,239,4.5,551.5
955.1,2.4,15.9,89.1,241,4.5,556.4
954.4,2.4,15.9,89.4,243.1,4.5,561.8
953.8,2.4,15.8,89.7,245.2,4.5,567.2
953.2,2.4,15.8,89.8,247.4,4.6,572.4
952.7,2.4,15.7,90,249.6,4.6,577.7
952.1,2.4,15.7,90.2,251.8,4.7,583.1
951.4,2.4,15.6,90.5,253.9,4.7,588.6
950.8,2.4,15.6,90.8,255.9,4.8,593.9
950.3,2.4,15.5,91,257.8,4.8,598.9
949.8,2.4,15.5,91.3,259.5,4.9,603.8
949.2,2.4,15.4,91.6,261.1,4.9,608.8
948.6,2.4,15.4,91.7,262.5,5,614
947.9,2.4,15.4,91.7,263.8,5,619
947.5,2.4,15.3,91.8,264.8,5.1,623.6
947.1,2.4,15.3,92,265.7,5.2,628
946.5,2.4,15.2,92.3,266.4,5.2,632.6
945.9,2.4,15.2,92.5,266.9,5.3,637.3
945.4,2.4,15.1,92.8,267.3,5.3,641.9
945,2.4,15.1,93,267.4,5.4,646.5
944.5,2.4,15,93.3,267.5,5.4,651.4
943.8,2.4,15,93.6,267.4,5.5,656.9
943.1,2.4,15,93.7,267.2,5.5,662.7
942.5,2.4,14.9,93.8,267,5.6,668.5
941.9,2.4,14.9,94,266.6,5.6,673.8
941.4,2.4,14.8,94.3,266.3,5.7,678.8
940.9,2.4,14.8,94.6,265.9,5.7,683.5
940.4,2.4,14.7,95,265.5,5.8,688
939.8,2.4,14.7,95.3,265.2,5.8,692.5
939.4,2.4,14.6,95.4,264.9,5.9,697
938.9,2.4,14.6,95.4,264.7,6,701.4
938.4,2.4,14.5,95.4,264.5,6,705.9
937.9,2.4,14.5,95.1,264.5,6.1,710.6
937.3,2.4,14.5,95,264.6,6.2,715.7
936.7,2.4,14.5,95,264.7,6.3,721.3
936,2.4,14.4,95,265,6.3,726.8
935.4,2.4,14.4,95.1,265.3,6.4,731.9
935,2.4,14.3,95.4,265.7,6.5,736.4
934.6,2.4,14.3,95.8,266.2,6.6,740.4
934.1,2.4,14.2,96.3,266.8,6.7,744.6
933.6,2.4,14.2,96.7,267.3,6.8,749.3
933,2.4,14.1,97,267.9,6.8,754.7
932.3,2.4,14.1,97.2,268.5,6.9,760.4
931.7,2.4,14,97.3,269,7,765.9
931.2,2.4,14,97.5,269.5,7.1,770.7
930.8,2.4,13.9,97.9,269.9,7.2,775.2
930.3,2.4,13.9,98,270.3,7.3,779.9
929.7,2.4,13.9,97.6,270.5,7.4,784.7
929.1,2.4,13.9,97,270.7,7.4,789.5
928.6,2.4,13.9,96.2,270.8,7.5,793.9
928.2,2.4,13.9,95.5,270.8,7.6,798
927.8,2.4,13.9,95.5,270.7,7.7,801.7
927.4,2.4,13.8,95.8,270.5,7.7,805.4
927,2.4,13.8,95.8,270.3,7.8,809.1
926.6,2.4,13.8,95.7,269.9,7.8,812.7
926.2,2.4,13.8,95.3,269.5,7.9,816.5
925.8,2.4,13.8,94.8,269.1,7.9,820.6
925.2,2.4,13.8,94.5,268.6,7.9,825.2
924.7,2.4,13.8,94.5,268.1,7.9,830.1
924.2,2.4,13.8,94.5,267.6,8,835
923.6,2.4,13.8,94.6,267.1,8,839.8
923.1,2.4,13.7,94.7,266.7,8,844.6
922.6,2.4,13.7,94.9,266.3,8,849.1
922.1,2.4,13.6,95,266.1,8,853.4
921.7,2.4,13.5,95,265.9,8,857.4
921.3,2.4,13.5,94.9,265.8,8,861.6
920.8,2.4,13.5,94.8,265.8,8,865.9
920.3,2.4,13.5,94.8,265.9,8,870.2
919.9,2.4,13.5,94.7,266.2,8,874.1
919.5,2.4,13.5,94.8,266.5,8,877.8
919.1,2.4,13.4,95,267.1,8,881.3
918.7,2.4,13.4,95.2,267.7,8,885.3
918.2,2.4,13.4,95.4,268.4,8,890.2
917.5,2.4,13.4,95.5,269.3,8,895.5
917,2.4,13.3,95.8,270.2,8,900.8
916.5,2.4,13.3,96,271.3,8,905.8
915.9,2.4,13.3,96,272.3,8,910.5
915.5,2.4,13.2,96,273.4,8,914.9
915,2.4,13.2,96,274.6,8.1,919.1
914.5,2.4,13.2,96,275.7,8.1,923.4
914.1,2.4,13.2,95.8,276.8,8.1,927.8
913.6,2.4,13.2,95.7,277.9,8.1,932.2
913.1,2.4,13.2,95.7,278.9,8.1,936.4
912.7,2.4,13.1,95.7,279.9,8.1,940.3
912.3,2.4,13.1,95.9,280.8,8.1,944.1
911.9,2.4,13.1,96.1,281.7,8.1,947.7
911.5,2.4,13,96.2,282.5,8.1,951.5
911.1,2.4,13,96.3,283.2,8.1,955.4
910.6,2.4,13,96.3,283.9,8.1,959.4
910.2,2.4,13,96.5,284.4,8.1,963.7
909.7,2.4,12.9,96.7,284.9,8.1,968.2
909.2,2.4,12.9,96.9,285.3,8,972.8
908.7,2.4,12.9,97.2,285.6,8,977.8
