#CONTENT 
Class,Category,Level,Form 
WOUDC,OzoneSonde,1,1

#DATA_GENERATION 
Date,Agency,Version,ScientificAuthority 
2018-04-20,EIMO,1,Juan Crespo

#PLATFORM 
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT 
Name,Model,Number 
ECC,6A,na

#LOCATION 
Latitude,Longitude,Height 
-27.17,-109.42,49.9
 
#TIMESTAMP 
UTCOffset,Date,Time 
+00:00:00,2018-04-20,00:12:00
 
#PROFILE 
Pressure,O3PartialPressure,Temperature,RelativeHumidity,WindDirection,WindSpeed,GPHeight
1015.4,1.7,21.6,77,260,3,49.9
1014.8,1.7,21.5,78.9,274.8,2.4,54.2
1014.6,1.7,21.5,78.9,280.8,2.2,57.4
1014.2,1.7,21.4,79.3,281.6,2.2,60.6
1013.7,1.7,21.4,79.4,279.8,2.2,64
1013.4,1.8,21.3,79.2,277.4,2.2,67.3
1013,1.8,21.3,78.7,275.3,2.3,70.7
1012.5,1.8,21.2,78.3,273.6,2.3,74.4
1012.1,1.8,21.2,78.1,272.2,2.3,78.5
1011.6,1.8,21.2,78,270.8,2.3,82.8
1011.1,1.8,21.1,78,269.5,2.3,86.8
1010.5,1.8,21.1,78.1,268.3,2.3,90
1010.4,1.8,21.1,78.5,265.8,2.2,93.2
1010.2,1.8,21,78.7,264.6,2.2,95.4
1009.7,1.8,21,79,263.4,2.1,98.6
1009.2,1.8,21,79.2,262.1,2.1,103
1008.7,1.8,21,79.4,260.8,2,108.4
1007.9,1.8,20.9,79.4,259.3,1.9,114.9
1007,1.8,20.9,79,257.7,1.9,121.8
1006.1,1.9,20.9,78.4,255.9,1.8,127.7
1005.8,1.9,20.9,77.7,253.8,1.7,131.7
1005.6,1.9,20.9,77.6,251.4,1.6,134.1
1005.5,1.9,20.9,77.8,248.7,1.5,135.8
1005.3,1.9,20.9,78,245.5,1.5,138
1004.8,1.9,20.8,78.2,242,1.4,140.8
1004.4,1.9,20.8,78.2,238,1.4,143.7
1004.1,1.9,20.8,78.3,233.6,1.3,146.2
1003.9,1.9,20.8,78.5,228.9,1.3,148.4
1003.7,1.9,20.7,78,224,1.3,151.1
1003.4,1.9,20.7,76.9,219,1.3,155
1002.6,2,20.8,75.7,214.2,1.3,160
1001.8,2,20.8,74.2,209.7,1.3,164.8
1001.6,2,20.8,73.4,205.5,1.3,168.7
1001.3,2,20.8,73.4,201.9,1.4,171.9
1000.8,2,20.8,73.2,198.7,1.4,175.1
1000.5,2,20.8,72.7,196,1.5,178.6
1000,2,20.8,72.5,193.7,1.5,182.5
999.5,2,20.7,72.9,191.8,1.6,186.9
999,2,20.7,73.5,190.2,1.7,191.6
998.4,2,20.6,74,188.8,1.7,196.4
997.7,2,20.6,73.9,187.7,1.8,200.6
997.6,2,20.5,73.9,186.8,1.8,203.9
997.2,2,20.5,73.4,186,1.8,207.3
996.7,2,20.5,73.1,185.4,1.9,210.9
996.3,2,20.5,73.7,184.7,1.9,214.6
995.8,2,20.4,74.1,184.1,1.9,218.1
995.4,2,20.4,73.8,183.5,1.9,221.1
995.3,2,20.4,73.5,182.9,1.9,223.9
995,2,20.4,73.6,182.3,1.9,227.8
994.1,2,20.3,73.8,181.7,1.9,233.1
993.4,2,20.3,73.6,181,1.9,239.2
992.8,2,20.3,73.5,180.3,1.9,245.2
992.1,2,20.2,73.2,179.4,1.9,250.9
991.5,2,20.2,72.9,178.5,1.9,256.1
991,2,20.1,72.8,177.5,1.9,260.5
990.6,2,20.1,72.6,176.5,1.8,264.6
990.1,2.1,20,72.5,175.4,1.8,268.9
989.6,2.1,20,73,174.3,1.8,273.9
988.9,2.1,19.9,73.9,173.1,1.8,280
987.9,2.1,19.8,74.2,171.9,1.8,286.6
987.2,2.1,19.8,74,170.7,1.8,292.5
986.8,2.1,19.8,74.1,169.5,1.8,297
986.4,2.1,19.7,74.4,168.3,1.8,300.9
986,2.1,19.7,75.1,167.1,1.8,305.1
985.4,2.1,19.6,75.8,166,1.8,310.4
984.6,2.1,19.5,76.1,165,1.8,317.1
983.6,2.1,19.5,75.8,164.1,1.8,324.4
982.8,2.2,19.4,75.7,163.3,1.8,331.1
982.3,2.2,19.4,75.9,162.6,1.8,336.8
981.8,2.2,19.3,76,162,1.9,341.9
981.1,2.2,19.3,76.1,161.5,1.9,346.7
980.6,2.2,19.2,76.1,161.1,1.9,351.6
980.1,2.2,19.2,75.7,160.7,1.9,356.7
979.4,2.2,19.2,75.6,160.4,1.9,362.1
978.7,2.2,19.1,75.8,160.1,1.9,367.6
978.1,2.3,19.1,75.8,159.9,2,372.8
977.7,2.3,19,75.9,159.7,2,377.7
977.2,2.3,19,76.5,159.5,2,382.6
976.5,2.3,18.9,77.1,159.4,2,387.8
975.8,2.3,18.8,77.3,159.4,2,393.2
975.2,2.3,18.8,77.2,159.3,2,398.5
974.7,2.3,18.8,77,159.1,2,403.7
974.1,2.3,18.7,77.1,159,2.1,409
973.4,2.3,18.7,77.7,158.7,2.1,414.6
972.8,2.3,18.6,78.3,158.5,2.1,420
972.3,2.3,18.6,78.7,158.2,2.1,425
971.8,2.3,18.5,78.8,157.8,2.1,429.7
971.2,2.3,18.5,78.9,157.4,2.2,434.4
970.7,2.3,18.4,79.1,157,2.2,439.2
970.1,2.3,18.4,79.3,156.5,2.2,444.4
969.5,2.3,18.3,79.5,155.9,2.3,450.3
968.7,2.3,18.3,79.8,155.2,2.3,456.6
967.9,2.3,18.2,80.2,154.5,2.3,463
967.3,2.3,18.2,80.1,153.7,2.4,469.2
966.6,2.3,18.1,79.7,152.9,2.4,475.2
966,2.3,18.1,79.8,152.1,2.5,481
965.3,2.3,18,80.2,151.2,2.5,486.7
964.7,2.3,18,80.7,150.4,2.6,492
964.2,2.3,17.9,80.8,149.5,2.6,497.1
963.6,2.3,17.9,80.6,148.7,2.7,502.3
962.9,2.3,17.8,80.6,147.8,2.7,507.5
962.4,2.3,17.8,80.7,147.1,2.8,512.4
961.9,2.3,17.7,80.8,146.4,2.9,517.2
961.4,2.3,17.6,81.1,145.8,2.9,522.2
960.8,2.3,17.6,81.1,145.3,3,527.3
960.2,2.3,17.6,80.9,144.9,3,532.5
959.6,2.3,17.5,80.8,144.6,3.1,537.7
959.1,2.3,17.5,81.3,144.5,3.2,542.8
958.4,2.3,17.5,81.9,144.4,3.2,548
957.8,2.3,17.4,82,144.5,3.3,553
957.3,2.3,17.4,81.8,144.7,3.3,557.9
956.8,2.3,17.4,81.9,145,3.4,562.8
956.2,2.3,17.3,82.1,145.5,3.4,567.8
955.6,2.3,17.3,82,146,3.5,573.2
955,2.3,17.2,81.9,146.7,3.5,578.8
954.4,2.3,17.2,82.1,147.4,3.6,584.6
953.7,2.3,17.1,82.4,148.3,3.6,590.2
953.1,2.3,17.1,82.3,149.2,3.6,595.5
952.6,2.3,17.1,81.9,150.3,3.6,600.4
