* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.
* GTE Station: Easter Island, Chile
* Crespo, Juan,Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The geometric altitude, integrated column ozone
* and ozone mixing ratio were calculated by NASA
* as data was not provided by Easter.  All sonde
* levels are reported.
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2017-11-03,EIMO,2.0,Crespo  Juan Climatological Services Office  Santiago  Chile
* NASA-LaRC Project Co-ordinator: Vince Brackett,NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT
Name,Model,Number
ECC,UNKNOWN,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2004-07-23,23:39

#PROFILE
Pressure,O3PartialPressure,Temperature,GPHeight,RelativeHumidity,
1020.4,2.77,19.7,49,58,
988.1,2.63,16,324,60,
949.3,2.52,12.7,663,73,
913.8,2.46,9.6,981,87,
879.5,2.35,8.2,1299,75,
851.1,2.2,12.4,1573,51,
822.1,2.13,12,1863,46,
793.5,2.27,10.8,2159,36,
765.4,2.23,10.1,2459,23,
739.1,2.04,8.6,2748,21,
713.9,2.27,7.1,3034,19,
691.3,2.25,5.1,3298,19,
667.6,2.41,3.8,3581,2,
643.7,2.05,1.9,3875,8,
622.3,1.85,0.3,4148,9,
598.9,1.81,-2,4454,8,
578,2.41,-3.9,4734,7,
557.2,2.18,-6,5021,7,
535.9,2.19,-8.1,5326,5,
516,2.21,-10.2,5618,5,
497.7,2.07,-12.3,5895,5,
479.1,1.93,-14.4,6185,5,
460.4,1.7,-16.4,6485,9,
442.4,1.99,-18.3,6783,40,
424.7,1.89,-20.5,7088,33,
407.2,1.9,-23.3,7397,40,
390.8,2.04,-24.5,7696,19,
374.6,1.9,-25.8,8005,14,
359,1.69,-26.3,8312,3,
343.6,1.59,-28.3,8629,2,
329,1.28,-31.1,8937,3,
314.2,1.15,-34.2,9262,9,
299.7,1,-37.1,9589,17,
286.7,0.89,-39.4,9895,12,
272.4,0.87,-42.5,10244,13,
260.7,0.86,-45.3,10537,14,
249,0.81,-48.1,10843,15,
237.5,0.81,-51,11151,19,
226.9,0.7,-53.1,11447,18,
216.6,0.65,-55.7,11744,17,
207.2,0.73,-58.1,12025,17,
197.7,0.89,-60.2,12319,18,
188.3,0.96,-62.3,12622,18,
178.2,1.11,-64.6,12960,18,
167.8,1.08,-67.4,13323,20,
159.9,1.35,-66.7,13614,18,
153.1,1.34,-65.9,13877,12,
146.1,1.19,-65.7,14163,7,
139.4,1.24,-65.9,14446,4,
133.1,1.15,-67.5,14726,2,
127.1,1.33,-65.7,15004,2,
121.1,1.3,-66.9,15299,1,
115.3,1.4,-65.8,15594,1,
109.2,1.51,-66.8,15924,1,
104,1.59,-68.2,16221,1,
98.1,1.67,-69.8,16565,1,
93.2,1.66,-72.3,16873,1,
88.5,1.69,-72.1,17173,1,
84.4,2.2,-68.9,17459,1,
80.4,2.85,-68.4,17751,1,
76.3,3.26,-67.9,18058,1,
72.7,4.09,-68,18353,1,
69,5.1,-67.2,18667,1,
65.5,4.5,-67.6,18977,1,
62.2,4.63,-68.3,19287,1,
58.9,5.89,-67.1,19613,1,
56,6.81,-65.8,19919,1,
53.2,7.98,-65.4,20242,1,
50.3,8.3,-65.6,20575,1,
47.7,9.74,-64.5,20896,1,
45.2,11.51,-62.7,21226,1,
42.9,12.15,-61.1,21546,1,
40.6,13.09,-59.2,21892,1,
38.4,12.83,-59.4,22239,1,
36.3,13,-59.6,22596,1,
34.4,14.11,-58.9,22934,1,
32.6,13.71,-58.6,23272,1,
30.8,13.75,-57.1,23628,1,
29.2,13.45,-56.6,23976,1,
27.6,13.39,-56.2,24326,1,
26.1,13.64,-54.5,24678,1,
24.7,13.3,-53.5,25044,1,
23.3,12.25,-50.9,25405,1,
22.1,10.8,-50.2,25771,1,
20.8,10.58,-50.9,26140,1,
19.7,10.31,-50.1,26518,1,
18.5,10.63,-49.4,26903,1,
17.5,11.07,-49.7,27284,1,
16.5,9.73,-49.3,27678,1,
15.5,9.58,-46,28063,1,
14.7,9.68,-43.9,28455,1,
13.8,8.69,-43.3,28867,1,
12.9,8.45,-42.6,29288,1,
12.2,8.35,-42.3,29707,1,
11.5,7.91,-42.4,30103,1,
10.8,7.4,-43.3,30508,1,
10.2,6.69,-43.4,30927,1,
9.6,6.36,-43,31329,1,
9,6.23,-43.2,31751,1,
8.4,5.91,-42.9,32165,1,
7.9,5.52,-43.1,32576,1,
7.4,5.16,-44.4,33014,1,
7,4.77,-44.6,33449,1,
