* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.
* GTE Station: Easter Island, Chile
* Crespo, Juan,Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The geometric altitude, integrated column ozone
* and ozone mixing ratio were calculated by NASA
* as data was not provided by Easter.  All sonde
* levels are reported.
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2017-11-03,EIMO,2.0,Crespo  Juan Climatological Services Office  Santiago  Chile
* NASA-LaRC Project Co-ordinator: Vince Brackett,NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT
Name,Model,Number
ECC,UNKNOWN,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2004-05-14,23:33:00

#PROFILE
Pressure,O3PartialPressure,Temperature,GPHeight,RelativeHumidity
1011.5,2.57,20.9,49,53
980.4,2.75,17.5,317,52
950,2.71,14.9,585,60
916.9,2.61,12.1,883,68
881.4,2.54,9.2,1213,78
853,2.52,7.9,1484,72
822.3,2.29,8.6,1786,53
786.8,2.88,9.4,2152,5
754.3,2.85,8.5,2501,1
723.9,2.54,7.2,2838,4
694.3,2.39,4.5,3179,4
663.8,2.26,1.5,3543,12
636.2,2.3,-0.3,3883,11
609.2,2.38,-0.9,4230,2
585.3,2.28,-1.8,4549,1
560.8,2.15,-4.1,4887,4
536.7,2.01,-6.7,5232,8
512,1.76,-9.7,5597,8
486.5,1.93,-13,5988,16
462.2,1.73,-15.9,6377,28
437.1,1.37,-19.4,6795,33
413.8,1.35,-22.4,7199,16
392,1.29,-25.5,7595,14
369.9,1.22,-28.7,8012,47
349.5,1.16,-32.4,8416,47
330.3,1.17,-33,8812,63
312.6,1.16,-36,9197,63
296.4,1.1,-39,9564,64
281.2,0.99,-42,9923,52
265.9,0.93,-45.3,10299,51
252.1,0.91,-47.4,10652,27
239.3,0.92,-50.1,10996,15
226.4,1.03,-52.3,11354,34
214.8,0.99,-55,11693,30
203.9,1.01,-57.2,12024,29
194,1.17,-59.1,12336,23
184.6,1.3,-61.2,12647,18
175.4,1.2,-62.4,12962,21
167.3,1.12,-63.3,13253,18
159.7,1.59,-61.7,13542,12
152.6,1.7,-62.2,13820,6
145.8,1.66,-62,14103,4
139.3,1.45,-62.9,14387,2
133,1.3,-63.4,14669,2
126.8,1.3,-63,14961,1
121.1,1.45,-64.2,15243,1
115.2,1.44,-66.2,15549,1
109.8,1.42,-67.6,15841,1
104.7,1.62,-68.3,16122,2
99.4,1.9,-68.9,16436,1
94.3,2.18,-69.1,16748,1
89.9,2.46,-69.8,17036,1
85.6,2.57,-69,17328,1
81.6,2.89,-67.2,17617,1
77.6,3.31,-66.7,17918,1
73.8,4.07,-66.3,18224,1
70.1,3.93,-67.6,18533,1
66.6,4.36,-67.1,18846,1
63.1,5.44,-65.9,19164,1
59.8,5.43,-65.5,19494,1
56.7,7.23,-62.8,19820,1
53.8,6.52,-62.6,20144,1
51,6.54,-61.3,20475,1
48.3,6.86,-61.6,20811,1
45.8,8.7,-62.1,21139,1
43.4,9.39,-59.5,21472,1
41,9.14,-59.5,21824,1
38.7,9.15,-59.2,22186,1
36.7,9.91,-58.4,22517,1
34.7,10.47,-57.5,22873,1
32.8,11.23,-56.4,23228,1
31.1,11.29,-56.9,23579,1
29.3,11.79,-56.4,23940,1
27.6,12.25,-55.9,24320,1
26.1,12.48,-56.6,24691,1
24.6,12.45,-56.9,25050,1
23.3,12.72,-54.6,25414,1
22,13.3,-53.2,25776,1
20.8,13.31,-51.8,26138,1
19.6,13.29,-51.7,26535,1
18.5,13.38,-49.7,26907,1
17.5,13.18,-48,27281,1
16.4,13.01,-46.8,27671,1
15.6,12.38,-46.9,28035,1
14.8,11.66,-45.3,28392,1
13.9,11.06,-43.1,28790,1
13.2,10.55,-42.9,29153,1
12.5,10.37,-42.9,29512,1
11.8,10.01,-41.6,29896,1
11.1,9.2,-41.5,30295,1
10.5,8.61,-39.8,30707,1
