* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.
* GTE Station: Easter Island, Chile
* Crespo, Juan,Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The geometric altitude, integrated column ozone
* and ozone mixing ratio were calculated by NASA
* as data was not provided by Easter.  All sonde
* levels are reported.
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
2017-11-03,EIMO,2.0,Crespo  Juan Climatological Services Office  Santiago  Chile
* NASA-LaRC Project Co-ordinator: Vince Brackett,NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL,EIC

#INSTRUMENT
Name,Model,Number
ECC,UNKNOWN,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,2004-04-10,23:29

#PROFILE
Pressure,O3PartialPressure,Temperature,GPHeight,RelativeHumidity
1007.9,1.43,23.4,49,84
979.4,1.55,20.7,298,97
948.1,1.38,20.2,580,94
914.7,1.18,18.8,890,98
882.5,0.95,17.4,1199,98
851.1,0.88,16.3,1508,97
819.9,0.91,15.4,1826,83
790.3,0.97,14.3,2139,80
761.8,0.79,13,2448,87
733.9,0.8,11.9,2763,69
707.2,0.81,10.5,3073,64
681.4,0.83,8.3,3381,74
655.6,0.84,6.9,3700,66
630.2,0.86,5.3,4024,40
604.4,0.87,3.4,4364,45
580.9,0.89,1.2,4686,44
558.3,0.9,-1.3,5002,42
538.5,0.92,-2.6,5289,42
518,0.93,-4.3,5597,48
497.9,0.95,-6.3,5907,42
478.8,0.96,-8.4,6212,28
458.8,0.97,-10.9,6541,45
439.4,0.99,-12.9,6872,89
421.5,1,-14.8,7190,90
404.4,1.02,-16.7,7501,85
389.3,1.03,-18.7,7786,86
373.8,1.05,-20,8087,58
360.4,1.06,-21.4,8358,51
347.5,1.08,-23.2,8626,49
335.1,1.09,-25.2,8891,32
323.1,1.11,-27.4,9154,35
311.4,1.12,-29.8,9418,39
300.3,1.14,-31.9,9676,40
289.6,1.15,-34.2,9932,44
279.3,1.16,-36,10183,45
267.2,1.18,-38.2,10491,43
256.3,1.19,-40.8,10775,51
246.7,1.21,-43.1,11033,44
238,1.22,-45.2,11275,41
229.4,1.24,-47.4,11518,31
220.9,1.25,-49.5,11767,28
212.4,1.27,-51.5,12022,27
203.5,1.28,-53.8,12301,25
195,1.3,-56.2,12571,25
187.4,1.31,-58.1,12824,27
179.8,1.33,-60.5,13082,29
172.5,1.34,-62.7,13339,33
165.4,1.35,-64.9,13598,34
158.4,1.37,-66.8,13860,33
151,1.38,-68.7,14148,33
143.7,1.4,-71.2,14441,32
137.6,1.41,-73.1,14696,31
131.6,1.43,-75.3,14954,29
125.8,1.44,-72.5,15217,31
120.4,1.46,-73.8,15477,30
115,1.47,-73.2,15743,31
110,1.49,-74,16005,29
105.3,1.5,-73.6,16258,28
100.8,1.52,-72.7,16515,28
96.5,1.53,-73.6,16768,27
92.1,1.54,-74.4,17043,24
88,1.56,-73.9,17305,24
84.1,1.77,-72.9,17569,23
80.2,1.89,-74.3,17847,21
76.1,1.95,-74.6,18151,19
72.5,1.93,-74.9,18433,18
69.1,2.39,-73.3,18712,18
65.8,3.19,-70.5,19008,18
62.4,3.6,-68.9,19323,17
59.3,4.35,-67.7,19631,16
56.4,4.89,-66.8,19926,14
53.8,5.4,-67.1,20219,12
51.1,5.63,-67.6,20519,9
48.5,6.3,-66.5,20834,7
46.2,7.17,-63.7,21138,6
43.8,7.52,-64.1,21461,5
41.7,8.39,-61.4,21767,4
39.7,8.92,-61.4,22069,4
37.7,8.7,-63.5,22396,4
35.8,9.19,-62.9,22706,4
34.1,10.09,-60.7,23007,4
32.5,10.96,-58.6,23311,4
30.9,11.43,-57.9,23626,5
29.4,11.66,-57.2,23940,4
27.9,11.93,-56.8,24280,5
26.4,12.3,-55.6,24630,5
25.1,12.58,-54.7,24945,5
23.8,12.88,-54.1,25282,5
22.6,13.22,-53,25604,5
21.5,13.37,-51.7,25942,5
20.5,13.14,-50.4,26263,5
19.4,13.25,-49.4,26598,5
18.4,13.36,-49.1,26952,4
17.4,13.55,-48,27324,5
16.4,13.35,-46.9,27701,5
15.6,12.5,-47.4,28066,4
14.8,11.77,-46.4,28414,4
14,11.65,-44.5,28762,4
13.3,11.56,-42.9,29130,4
12.6,11.13,-42.2,29486,4
11.9,10.45,-41.7,29839,3
11.3,10.02,-41.4,30186,4
10.7,9.63,-40.9,30559,4
10.2,9.05,-40.5,30900,3
9.7,8.81,-41.3,31257,3
9.2,7.98,-40.7,31613,3
8.7,7.58,-41.2,31978,3
8.3,7.16,-41.6,32338,3
7.9,6.84,-40.7,32623,3
7.5,6.51,-40.2,32959,3
7.2,6.11,-39.9,33283,3
6.9,5.81,-40.2,33593,3
6.6,5.58,-40.9,33912,3
6.3,5.47,-40.5,34166,3
