* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se45.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-10-18,23:39:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
272.5

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1015.3,0,22.4,,,,0,69,76
1015.2,1.461,24,,,,2959,70,57
1015.3,1.364,23.9,,,,2971,69,57
1015.4,1.559,22.1,,,,2982,68,59
1015.3,1.656,21,,,,2992,69,66
1015.2,1.754,20.8,,,,3009,70,69
1015.3,1.656,21.4,,,,3024,69,69
1015.5,1.656,21.5,,,,3053,67,67
1015.4,1.656,21.5,,,,3069,68,67
1015.4,1.656,21.6,,,,3080,68,67
1015.5,1.656,21.5,,,,3104,67,66
1015.5,1.656,21.4,,,,3115,67,66
1015.5,1.754,21.4,,,,3125,67,67
1015.6,2.046,21.5,,,,3151,66,68
1015.1,1.851,21.1,,,,3159,70,68
1012.2,1.851,19.2,,,,3168,95,72
1009.4,1.949,18.9,,,,3177,119,76
1005.4,1.851,18.8,,,,3187,153,76
1003,1.851,18.5,,,,3195,173,78
999.6,1.949,18.2,,,,3204,202,80
996.5,1.949,18.1,,,,3212,228,80
992.8,1.851,18,,,,3221,260,80
987.8,1.949,17.9,,,,3230,303,81
983,1.949,17.4,,,,3239,345,82
978.2,1.949,17,,,,3248,386,83
974,1.949,17,,,,3257,423,79
969.5,1.949,16.9,,,,3266,462,80
966.4,1.949,16.5,,,,3274,489,81
961.8,1.851,16,,,,3283,530,82
956.5,1.851,15.9,,,,3292,577,81
952.6,1.949,15.6,,,,3301,611,81
948.2,1.949,15.5,,,,3310,650,81
943.9,1.949,15.2,,,,3318,689,81
938.7,1.851,14.9,,,,3327,735,82
931.9,1.949,14.2,,,,3337,796,84
928.7,1.949,13.9,,,,3345,825,88
923.9,1.949,13.5,,,,3354,869,89
920.1,1.851,13.4,,,,3363,903,91
918,1.851,13.4,,,,3377,923,91
910.4,1.851,12.9,,,,3386,992,92
905.4,1.851,12.9,,,,3395,1038,92
903.5,1.851,12.9,,,,3404,1056,92
901.3,1.754,12.5,,,,3412,1076,91
895,1.754,12.4,,,,3424,1135,91
888.2,1.754,11.8,,,,3433,1199,90
884.8,1.656,11.6,,,,3442,1231,90
881.8,1.656,11.5,,,,3450,1259,91
877.2,1.754,11.5,,,,3459,1303,92
873.3,1.754,11.4,,,,3468,1340,91
868.9,1.656,11,,,,3481,1382,90
866.9,1.656,10.9,,,,3489,1401,90
861,1.754,10.8,,,,3497,1458,87
856.7,1.656,10.8,,,,3506,1499,87
