* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se51.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-11-29,22:56:48

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
75.73

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1016.5,0.487,21,,,,0,69,90
1016.1,0.682,22.5,,,,24,72,70
1016,0.682,22.8,,,,48,73,69
850,1.692,13.7,,,,575,1595,49.9
615.5,3.118,0.9,,,,1320,4244,23
610.1,3.118,0.2,,,,1336,4315,23
606.5,3.215,0,,,,1345,4362,23
603.1,3.41,-0.2,,,,1353,4407,22
600,3.605,-0.5,,,,1362,4448,20
597.7,3.702,-0.8,,,,1370,4479,20
594.9,3.605,-1,,,,1378,4516,20
591.6,3.702,-1.2,,,,1387,4561,19
588.2,3.8,-1.5,,,,1398,4607,18
583.8,3.897,-1.9,,,,1407,4666,18
579.5,3.702,-2.2,,,,1416,4725,19
578,3.313,-2.5,,,,1425,4745,21
574.3,3.215,-2.6,,,,1433,4796,22
572.2,3.118,-2.9,,,,1441,4825,22
569,3.215,-3.1,,,,1452,4870,20
565.8,3.507,-3.1,,,,1461,4914,11
563.5,3.995,-3.1,,,,1469,4946,8
560.1,3.995,-3.2,,,,1478,4994,9
557.8,4.189,-3.5,,,,1486,5027,10
554.8,3.702,-3.9,,,,1495,5069,12
552.4,3.605,-4.1,,,,1503,5103,15
549.4,3.313,-4.5,,,,1512,5146,16
546.8,3.215,-4.8,,,,1520,5184,16
544,3.215,-5,,,,1529,5224,16
541.1,3.118,-5.4,,,,1538,5266,16
538,2.825,-5.5,,,,1546,5311,16
