* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se12.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-02-03,21:19:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
226.9

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1018.1,0,25.6,,,,0,69,95
1017.7,0.779,26.1,,,,194,72,68
1016.6,0.779,25.6,,,,206,82,68
1014.6,0.779,25.4,,,,216,99,68
1012,0.779,25,,,,226,121,70
1008.6,0.877,24.8,,,,237,151,71
1003.7,0.779,24.4,,,,247,193,73
999.2,0.877,24,,,,258,232,74
995.8,0.877,23.8,,,,268,262,75
992.8,0.877,23.5,,,,279,288,77
989.9,0.877,23.2,,,,289,313,77
986.9,0.877,23.1,,,,300,340,77
983.4,0.877,22.9,,,,310,371,77
980,0.877,22.5,,,,321,401,77
976.9,0.877,22.4,,,,331,428,78
973.4,0.877,22.1,,,,342,459,78
970,0.877,22,,,,352,489,77
966.5,0.877,21.8,,,,363,520,77
962.9,0.877,21.5,,,,373,553,76
958.9,0.877,21.2,,,,384,589,76
955.2,0.877,21.2,,,,396,622,73
951.5,0.877,21.1,,,,406,655,70
948.1,0.877,21,,,,416,686,68
944.5,0.877,20.9,,,,426,719,68
940.5,0.877,20.6,,,,436,755,68
936,0.974,20.6,,,,448,797,63
932,0.877,20.5,,,,458,833,62
928.5,0.974,20.2,,,,468,866,62
924.3,0.974,20,,,,478,905,63
920.1,1.072,19.5,,,,488,944,65
916.3,1.072,19.2,,,,498,979,65
911.9,1.072,19,,,,508,1020,69
907.5,1.169,18.6,,,,518,1062,71
904.1,1.169,18.5,,,,528,1094,71
899.4,1.169,18.1,,,,538,1138,71
894.4,1.169,17.9,,,,548,1186,71
890.4,1.169,17.6,,,,558,1224,72
885.7,1.169,17.2,,,,568,1269,72
880.8,1.169,16.9,,,,578,1316,73
876.3,1.169,16.5,,,,589,1360,75
871.3,1.169,16.2,,,,600,1408,76
866.8,1.169,16,,,,610,1452,77
862.2,1.169,15.6,,,,620,1497,79
858.1,1.169,15.4,,,,630,1537,81
853,1.169,14.9,,,,642,1587,84
850,1.169,14.6,,,,649,1617,84.7
848.5,1.169,14.5,,,,652,1632,85
844.2,1.169,14.1,,,,663,1675,86
839.6,1.169,13.9,,,,673,1721,87
835.3,1.169,13.5,,,,684,1764,89
830.9,1.169,13,,,,694,1808,91
827,1.267,12.8,,,,705,1848,92
823.1,1.169,12.5,,,,715,1887,93
819.4,1.169,12.2,,,,726,1925,94
815.5,1.169,12,,,,736,1965,94
811.4,1.169,11.9,,,,747,2007,94
807.6,1.169,11.6,,,,757,2046,94
803.6,1.169,11.5,,,,768,2087,94
800.1,1.169,11.1,,,,778,2124,94
796.1,1.169,11,,,,789,2165,94
792.3,1.169,10.8,,,,799,2205,94
788.4,1.169,10.5,,,,810,2246,94
784.5,1.169,10.4,,,,820,2287,94
781.4,1.169,10.2,,,,830,2320,94
777.6,1.169,10,,,,840,2360,94
773.6,1.169,10,,,,852,2403,95
770,1.169,10,,,,863,2442,95
766.5,1.169,10,,,,873,2480,95
763.2,1.169,9.9,,,,884,2515,93
759.7,1.169,9.5,,,,894,2553,90
756.3,1.169,9.1,,,,905,2591,89
753.2,1.169,8.9,,,,915,2624,89
749.6,1.169,8.5,,,,926,2664,87
746.4,1.267,8.1,,,,936,2699,82
743.9,1.267,7.9,,,,946,2727,72
740.6,1.267,7.9,,,,956,2763,72
737.3,1.364,7.9,,,,967,2800,73
734.5,1.364,7.9,,,,977,2831,75
731,1.364,7.9,,,,988,2871,72
727.9,1.364,8,,,,998,2906,63
724.9,1.461,8.2,,,,1009,2940,48
721.8,1.461,8.4,,,,1020,2975,48
718.3,1.364,8.1,,,,1032,3015,58
714.9,1.364,7.9,,,,1042,3054,61
711.6,1.267,7.6,,,,1053,3092,60
708,1.267,7.4,,,,1063,3134,66
704.4,1.267,7,,,,1074,3176,69
700.1,1.169,6.5,,,,1080,3226,70
700,1.169,6.4,,,,1086,3227,70.1
696.4,1.169,6.1,,,,1096,3269,72
693.1,1.169,5.8,,,,1106,3308,74
689.3,1.169,5.4,,,,1116,3353,77
685.8,1.169,5,,,,1127,3394,79
682.3,1.169,4.6,,,,1137,3436,76
678.6,1.169,4.4,,,,1148,3480,74
675.2,1.267,4.5,,,,1158,3521,66
671.9,1.267,4.5,,,,1169,3561,59
668.4,1.364,4.2,,,,1179,3603,55
665.2,1.461,4,,,,1190,3642,46
661.6,1.559,3.9,,,,1201,3686,35
657.9,1.754,3.5,,,,1213,3732,27
654.5,1.851,3.4,,,,1223,3774,26
651.1,1.949,3.1,,,,1234,3816,31
647.4,1.949,3,,,,1244,3862,29
644.4,1.949,2.6,,,,1254,3899,30
640.7,1.949,2.5,,,,1264,3946,30
636.6,2.046,2.5,,,,1275,3998,25
633.3,2.046,2.5,,,,1287,4040,26
629.7,2.046,2,,,,1297,4085,24
626.4,2.046,1.9,,,,1308,4128,22
623.2,2.046,1.4,,,,1318,4169,21
619.9,2.046,1,,,,1328,4212,21
