* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se32.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-07-12,23:28:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
240.6

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1013.8,1.656,15.8,,,,0,69,54
1013.2,2.338,16,,,,45,74,42
1013.5,2.631,16.9,,,,197,71,40
1013.4,3.02,17,,,,289,72,39
1013.2,2.825,16.5,,,,301,74,44
1011.6,2.825,15.6,,,,309,87,44
1010.3,2.825,15.5,,,,318,98,46
1007.1,2.825,15.2,,,,327,125,48
1004.7,2.825,15,,,,336,145,48
1001.5,2.923,14.8,,,,345,172,49
998.3,2.923,14.5,,,,354,199,49
995.8,2.923,14.2,,,,363,220,50
992.2,2.923,13.9,,,,372,250,50
988,2.923,13.5,,,,381,286,50
985,2.923,13.4,,,,390,311,52
982.2,2.923,13.1,,,,398,335,53
978.5,2.923,12.9,,,,407,367,54
975.3,2.923,12.5,,,,416,394,54
970.8,2.923,12,,,,429,433,56
968.4,2.923,11.9,,,,437,454,56
965.2,2.923,11.5,,,,446,481,57
961.3,2.923,11.2,,,,455,515,57
957.5,2.923,11,,,,464,548,58
953.9,2.825,10.5,,,,472,579,59
950.1,2.923,10.2,,,,481,612,61
946.1,2.923,9.9,,,,490,647,63
942.3,2.825,9.6,,,,499,681,63
937.8,2.923,9.2,,,,508,720,65
933.3,2.825,8.9,,,,517,760,66
928.9,2.923,8.5,,,,526,799,68
924.3,2.825,8.1,,,,534,840,69
918.9,2.825,7.6,,,,543,888,70
914.7,2.825,7.2,,,,552,926,72
910.5,2.825,7,,,,561,963,73
906.3,2.825,6.5,,,,570,1001,75
902.2,2.728,6.1,,,,580,1038,76
899.3,2.825,6,,,,588,1065,78
896.1,2.825,5.6,,,,596,1094,79
891.6,2.825,5.2,,,,605,1135,81
887.4,2.728,4.9,,,,614,1173,82
883,2.728,4.5,,,,624,1214,85
881.7,2.728,4.5,,,,633,1226,86
877.4,2.728,4,,,,641,1266,88
874.1,2.728,3.8,,,,650,1296,89
871,2.631,3.6,,,,658,1325,90
868.1,2.728,3.5,,,,667,1352,90
865,2.631,3.2,,,,676,1381,90
861.9,2.728,3.1,,,,685,1410,91
858.7,2.631,3,,,,694,1440,91
855.9,2.631,2.8,,,,702,1466,91
853.5,2.631,2.6,,,,711,1489,91
851.4,2.631,2.5,,,,720,1509,91
850,2.631,2.4,,,,725,1522,91
849,2.631,2.4,,,,729,1532,91
847.2,2.631,2.4,,,,739,1549,78
845.6,2.631,5.1,,,,747,1564,26
843.7,2.728,7.5,,,,755,1583,21
840.9,2.825,9.4,,,,764,1610,14
837.7,2.825,9.9,,,,773,1641,10
834.5,2.825,9.9,,,,782,1673,6
832.1,2.825,9.8,,,,790,1697,4
828.8,2.825,9.5,,,,799,1730,4
825.5,2.923,9.4,,,,808,1763,4
822.3,2.825,9.1,,,,817,1795,3
818.9,2.825,9,,,,826,1829,3
816.1,2.825,8.9,,,,834,1858,3
812,2.825,8.6,,,,844,1899,3
809,2.631,8.5,,,,852,1930,3
805.8,2.728,8.4,,,,861,1962,3
802.4,2.631,8,,,,870,1997,3
799.5,2.533,7.9,,,,878,2027,3
795.5,2.533,7.6,,,,888,2068,3
792.8,2.533,7.5,,,,896,2096,3
789.7,2.533,7.5,,,,905,2128,3
786.7,2.631,7.4,,,,914,2160,3
783.9,2.631,7.4,,,,922,2189,3
780.9,2.533,7.5,,,,931,2220,3
778,2.533,7.5,,,,940,2251,3
774.9,2.533,7.5,,,,949,2284,2
771.8,2.533,7.5,,,,958,2317,2
769.3,2.533,7.5,,,,966,2343,3
766.6,2.533,7.5,,,,975,2372,3
763.9,2.631,7.4,,,,984,2401,3
761.1,2.533,7.1,,,,993,2431,3
758.5,2.533,7,,,,1002,2459,3
756.3,2.533,7,,,,1010,2483,3
753.8,2.533,6.9,,,,1019,2510,2
751.4,2.533,6.6,,,,1028,2536,2
748.8,2.631,6.5,,,,1037,2565,2
746.3,2.631,6.5,,,,1046,2592,2
744.1,2.631,6.4,,,,1054,2616,2
741.6,2.728,6.1,,,,1063,2644,2
739.2,2.631,6,,,,1072,2670,2
736.8,2.631,5.9,,,,1081,2697,2
734.5,2.631,5.8,,,,1090,2722,2
732.4,2.631,5.6,,,,1098,2746,1
729.6,2.631,5.6,,,,1107,2777,1
727.3,2.533,5.5,,,,1116,2803,1
724.8,2.533,5.5,,,,1125,2831,1
722,2.533,5.5,,,,1134,2863,1
719.8,2.533,5.4,,,,1142,2887,1
717.1,2.436,5,,,,1151,2918,1
714.4,2.338,4.8,,,,1160,2949,1
712.1,2.436,4.6,,,,1168,2975,1
709.2,2.338,4.5,,,,1177,3008,1
706.3,2.338,4.4,,,,1186,3041,1
703.6,2.338,4.1,,,,1195,3073,1
700.7,2.338,4,,,,1204,3106,1
700,2.338,3.9,,,,1206,3114,1
698,2.338,3.8,,,,1212,3137,1
695.2,2.241,3.6,,,,1221,3170,1
692.4,2.338,3.5,,,,1230,3203,1
689.3,2.241,3.1,,,,1239,3239,1
686.2,2.241,3,,,,1248,3275,1
683.9,2.338,2.9,,,,1256,3303,1
680.9,2.338,3,,,,1265,3338,1
677.9,2.436,3.4,,,,1274,3374,1
675,2.436,3.5,,,,1283,3408,1
672.1,2.436,3.5,,,,1292,3443,1
669.9,2.436,3.5,,,,1300,3470,1
666.9,2.436,3.1,,,,1309,3506,1
664.1,2.436,3,,,,1318,3540,1
661.7,2.436,2.8,,,,1326,3570,1
658.9,2.436,2.5,,,,1335,3604,1
656.2,2.338,2.1,,,,1344,3637,1
653.5,2.338,2,,,,1353,3670,1
650.8,2.241,2,,,,1362,3703,1
