* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se40.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-09-13,00:00:20

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
258.7

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1020.1,1.364,24.6,,,,0,69,48
1020.3,2.436,19.2,,,,256,67,63
1019.7,2.338,18.5,,,,300,72,65
1017.3,2.338,18.2,,,,308,92,67
1013.5,2.338,17.9,,,,317,124,68
1009.5,2.338,17.2,,,,326,158,70
1005.2,2.338,16.9,,,,335,194,73
1000.9,2.338,16.5,,,,344,230,73
998.2,2.338,16.4,,,,352,253,73
994.7,2.436,16,,,,360,283,75
990.9,2.338,15.6,,,,370,315,75
986.2,2.436,15.4,,,,379,356,77
982.6,2.338,15,,,,388,386,78
977.9,2.338,14.6,,,,397,427,79
974.3,2.338,14.5,,,,406,458,79
970.7,2.436,14.4,,,,415,489,79
967.2,2.436,14.1,,,,424,519,79
963.7,2.338,14,,,,433,550,79
960.2,2.338,13.9,,,,442,580,78
957.4,2.338,13.8,,,,450,605,77
953.9,2.338,13.5,,,,459,636,76
950.6,2.436,13.4,,,,468,665,75
947,2.436,13.2,,,,477,697,75
943.6,2.436,13,,,,486,727,76
940.2,2.436,12.6,,,,495,757,78
936.9,2.436,12.4,,,,504,786,79
933.4,2.436,12.1,,,,513,818,81
930.7,2.436,11.9,,,,521,842,82
926.4,2.436,11.5,,,,531,880,84
924.1,2.436,11.5,,,,539,901,84
920.1,2.436,11.2,,,,549,937,87
916.9,2.338,11,,,,557,966,88
912.5,2.436,10.8,,,,568,1006,89
908.6,2.338,10.5,,,,576,1042,90
905,2.338,10,,,,586,1075,92
900.9,2.436,9.9,,,,595,1112,93
897.5,2.338,9.8,,,,604,1144,93
893.5,2.338,9.6,,,,613,1181,93
889,2.338,9.5,,,,624,1223,93
885.2,2.338,9.4,,,,633,1258,94
881,2.338,9.2,,,,642,1297,93
877,2.241,9,,,,651,1335,93
873.1,2.338,8.9,,,,660,1372,93
868.9,2.241,8.6,,,,669,1412,93
864.9,2.241,8.5,,,,678,1450,93
861.7,2.241,8.4,,,,686,1480,93
857,2.241,8.1,,,,696,1525,93
853.6,2.241,8,,,,704,1558,93
850,2.241,7.9,,,,712,1593,92.2
849,2.241,7.9,,,,714,1602,92
845.4,2.241,7.6,,,,722,1637,92
841.5,2.241,7.5,,,,730,1675,91
837.1,2.241,7.2,,,,739,1718,91
833.2,2.241,7,,,,748,1757,91
829.3,2.533,7,,,,757,1795,48
825.8,2.825,8,,,,766,1830,38
822.9,2.923,8.2,,,,774,1859,36
820.3,2.923,8.4,,,,783,1885,32
816.5,3.118,8.8,,,,792,1923,29
813.2,3.215,9,,,,801,1957,25
810.4,3.215,9.2,,,,810,1985,23
807.9,3.215,9.4,,,,818,2011,22
804.7,3.313,9.5,,,,827,2043,19
801.6,3.41,10,,,,836,2075,17
798.5,3.41,10.2,,,,845,2108,17
795.6,3.41,10.4,,,,854,2138,16
792.8,3.507,10.5,,,,862,2167,16
788.9,3.507,10.5,,,,872,2208,13
