* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se34.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-07-26,23:09:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
215.4

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1007.5,0,21.5,,,,0,69,68
1007.6,1.169,22.8,,,,1512,68,52
1007.5,1.169,22.6,,,,1525,69,53
1007.6,1.754,20.8,,,,1545,68,54
1007.4,2.241,21,,,,1567,70,58
1007.8,2.436,21.5,,,,1602,66,58
1007.3,2.825,20.5,,,,1878,70,55
1004.5,2.923,20,,,,1886,94,54
1000.7,2.923,19.4,,,,1895,127,54
997.3,2.923,19,,,,1903,156,54
992.2,2.923,18.6,,,,1912,200,53
988.5,2.923,18.4,,,,1920,232,53
984.3,2.923,18,,,,1928,268,55
980,2.923,17.5,,,,1937,305,59
974.7,2.923,17.1,,,,1946,351,60
970.7,2.923,16.9,,,,1954,386,61
966.8,3.02,16.5,,,,1962,420,62
961.4,3.02,16,,,,1971,468,64
957.8,2.923,15.6,,,,1979,500,65
952.6,2.923,15.2,,,,1988,546,66
948.6,2.923,14.9,,,,1996,581,67
943.7,2.923,14.5,,,,2005,625,69
940.2,2.923,14.1,,,,2013,656,69
936.2,2.825,13.9,,,,2022,692,69
933,2.825,13.5,,,,2030,721,72
929.5,2.923,13.2,,,,2038,752,72
926.1,3.02,13,,,,2047,783,70
923.6,2.923,12.8,,,,2055,805,71
919.6,2.923,12.5,,,,2064,842,73
917.2,2.923,12.1,,,,2072,864,75
913.8,2.923,11.9,,,,2081,895,77
911.3,2.923,11.6,,,,2089,917,79
907.8,2.923,11.4,,,,2098,950,80
905.2,2.923,11.1,,,,2106,973,79
902.3,2.923,11,,,,2114,1000,78
899.2,3.02,10.6,,,,2123,1029,77
896.2,2.923,10.5,,,,2131,1056,75
892.4,2.923,10.4,,,,2140,1092,74
889.6,3.02,10,,,,2148,1118,74
886.4,2.923,9.9,,,,2156,1148,73
882.7,2.923,9.6,,,,2165,1182,72
879.1,3.02,9.4,,,,2173,1216,72
876.7,2.923,9.1,,,,2185,1239,67
873.4,3.02,9.1,,,,2193,1270,55
870.3,2.923,9,,,,2202,1299,53
867.3,2.923,9,,,,2210,1328,47
864.6,3.02,8.9,,,,2218,1354,38
861,3.02,8.8,,,,2226,1388,36
858,3.02,8.5,,,,2235,1417,37
854.8,2.825,8.1,,,,2243,1448,50
850.9,2.923,7.6,,,,2252,1485,58
850,2.923,7.6,,,,2254,1494,58.6
848,2.923,7.5,,,,2260,1513,60
845,2.923,7.1,,,,2268,1542,62
841.7,2.923,7,,,,2277,1574,63
838.1,2.923,6.6,,,,2285,1610,64
835.3,3.02,6.4,,,,2294,1637,65
831.8,2.825,6.1,,,,2302,1671,65
829.2,2.923,6,,,,2310,1697,63
825.6,2.923,5.8,,,,2319,1732,59
822.6,2.825,5.5,,,,2327,1762,58
818.9,3.02,5.2,,,,2336,1799,57
815.9,2.923,5,,,,2344,1829,57
812.8,3.02,4.9,,,,2352,1860,55
808.5,3.118,4.9,,,,2361,1903,45
804.9,3.118,4.9,,,,2369,1939,34
801,3.215,5,,,,2378,1979,32
797.5,3.118,5,,,,2386,2014,35
793.8,3.118,4.8,,,,2394,2052,34
789.5,3.02,4.6,,,,2402,2096,32
785.4,3.118,4.6,,,,2411,2139,28
781.4,3.118,5,,,,2419,2180,23
776.3,3.118,5,,,,2428,2234,21
772.1,3.215,5.1,,,,2436,2278,20
767.8,3.215,5.5,,,,2444,2323,18
763.5,3.313,6,,,,2452,2369,12
758.9,3.41,6.5,,,,2461,2419,7
754.8,3.313,6.9,,,,2469,2463,1
749.4,3.313,7.1,,,,2478,2522,0
745.6,3.313,7,,,,2486,2564,0
741.4,3.41,6.8,,,,2494,2610,0
736.8,3.41,6.4,,,,2503,2661,0
733.1,3.41,6,,,,2511,2702,0
728.7,3.507,6,,,,2519,2751,0
724.2,3.507,6.4,,,,2528,2802,0
720.4,3.41,6.6,,,,2536,2845,5
716.6,3.41,6.5,,,,2544,2888,11
712.8,3.313,6.2,,,,2552,2932,15
708.4,3.215,5.9,,,,2561,2982,16
705,3.215,5.5,,,,2569,3022,17
700.3,3.118,5.1,,,,2578,3076,16
700,3.118,5.1,,,,2579,3080,16
696.3,3.118,4.8,,,,2588,3123,16
691.3,3.02,4.1,,,,2598,3181,16
687.9,3.02,4,,,,2606,3221,15
