* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se08.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-01-06,20:20:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
207.3

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1018.6,0.877,22.1,,,,0,69,95
1018,1.169,24,,,,133,74,62
1014.7,1.072,23.4,,,,144,102,62
1010.1,1.169,23,,,,154,141,63
1006.3,1.169,22.8,,,,164,174,63
1000.6,1.169,22.2,,,,174,223,64
994.8,1.169,21.8,,,,184,273,66
988.7,1.267,21.4,,,,194,327,67
982.9,1.169,20.8,,,,205,377,70
975.7,1.169,20.2,,,,216,440,72
969.6,1.169,19.8,,,,226,494,74
963.6,1.169,19.2,,,,236,547,76
956.6,1.169,18.6,,,,246,610,78
951,1.169,18.1,,,,256,660,81
944.5,1.169,17.6,,,,266,718,83
938.2,1.072,17.1,,,,277,775,85
933.3,1.169,16.8,,,,288,820,87
926.4,1.072,16.5,,,,298,883,88
920.5,1.072,16.2,,,,308,937,89
914.4,1.169,16,,,,318,993,89
909.5,1.169,15.6,,,,328,1039,89
904.1,1.169,15.5,,,,338,1089,90
899.8,1.169,14.5,,,,348,1129,87
894.2,1.169,14,,,,358,1182,87
890,1.267,13.8,,,,368,1221,87
884.3,1.169,13.5,,,,380,1275,88
879.9,1.267,13.2,,,,390,1317,88
875.7,1.267,13,,,,400,1357,89
871.6,1.267,12.8,,,,410,1396,89
866.5,1.267,12.5,,,,420,1445,89
860.8,1.267,12.2,,,,430,1501,89
857,1.267,11.6,,,,440,1538,89
852.3,1.169,11.6,,,,450,1583,90
850,1.217,11.6,,,,455,1606,90
847.6,1.267,11.5,,,,460,1629,90
841,1.267,11.4,,,,470,1695,90
835.4,1.169,11.2,,,,480,1750,90
830.7,1.169,11,,,,490,1797,90
826.3,1.169,11,,,,500,1841,90
821.9,1.169,10.8,,,,510,1886,90
819.3,1.169,10.5,,,,520,1912,90
816.4,1.169,10.5,,,,530,1942,90
812.7,1.169,10.2,,,,541,1979,89
810.1,1.169,10,,,,552,2006,89
807.1,1.169,9.8,,,,563,2037,90
804.6,1.169,9.5,,,,575,2062,90
801.9,1.267,9.5,,,,586,2090,90
800.3,1.267,9,,,,600,2107,90
798.3,1.267,9,,,,611,2127,90
793.7,1.169,9.1,,,,623,2175,91
789.5,1.169,9,,,,634,2219,90
785.3,1.169,8.9,,,,645,2263,90
780.4,1.169,8.5,,,,655,2314,90
776.8,1.169,8.1,,,,665,2353,88
773,1.267,7.8,,,,676,2393,88
770.6,1.267,7.6,,,,688,2419,88
768.9,1.267,7.5,,,,699,2437,88
767.7,1.267,7.4,,,,710,2449,87
768,1.267,7.9,,,,855,2446,88
767.1,1.267,7.8,,,,867,2456,88
766.5,1.267,7.8,,,,880,2462,89
765.1,1.267,7.6,,,,890,2477,88
763.3,1.267,7.6,,,,900,2497,89
760.6,1.267,7.5,,,,910,2526,88
758.3,1.267,7.1,,,,920,2551,88
754.7,1.267,7,,,,931,2590,88
751.4,1.267,6.8,,,,942,2626,87
747.6,1.267,6.5,,,,952,2667,88
744,1.267,6.4,,,,963,2707,88
740.4,1.267,6.2,,,,974,2746,88
736.9,1.267,6,,,,986,2785,88
733.1,1.267,5.8,,,,996,2827,88
728.9,1.267,5.5,,,,1007,2874,88
724.8,1.267,5.5,,,,1017,2920,87
720.6,1.169,5.2,,,,1028,2968,87
717.2,1.267,5.1,,,,1038,3006,87
712.3,1.169,4.9,,,,1050,3062,87
708.4,1.267,4.8,,,,1061,3107,87
704.5,1.169,4.5,,,,1072,3152,86
700.2,1.169,4.4,,,,1082,3201,87
700,1.169,4.3,,,,1083,3204,87
696.3,1.169,4.2,,,,1092,3247,87
691.3,1.169,4.1,,,,1103,3305,86
688.4,1.169,4.1,,,,1114,3339,85
686.1,1.267,3.8,,,,1126,3366,81
684.3,1.461,3.4,,,,1137,3388,77
682.7,1.461,3.2,,,,1148,3407,76
679.7,1.461,3,,,,1158,3442,79
676.7,1.559,2.8,,,,1168,3478,75
672.3,1.656,2.8,,,,1180,3531,67
669,1.754,2.5,,,,1190,3570,66
665,1.851,2.5,,,,1202,3619,60
661.8,1.851,2.5,,,,1213,3658,54
657,2.046,2.5,,,,1225,3717,44
653.2,2.046,2.2,,,,1236,3763,40
649.3,2.046,1.9,,,,1248,3812,34
646.7,2.143,1.9,,,,1258,3844,31
644.1,2.241,2,,,,1269,3876,19
641.3,2.436,2.2,,,,1280,3911,16
638.5,2.533,2.2,,,,1290,3947,12
636.2,2.533,2.1,,,,1300,3976,11
633.5,2.631,2.1,,,,1311,4010,11
630.9,2.825,2.1,,,,1322,4043,11
628.4,2.923,2.5,,,,1332,4075,13
626.2,3.02,2.5,,,,1342,4104,13
623.6,3.02,2.4,,,,1352,4137,13
621.3,3.02,2.1,,,,1362,4167,12
618.2,3.02,2,,,,1374,4207,12
617.5,2.923,2,,,,1384,4216,12
575.2,2.631,-1.8,,,,1517,4784,14
572.2,2.631,-1.8,,,,1527,4825,14
570.7,2.241,-1.9,,,,1538,4846,14
542.4,1.754,-4.6,,,,1617,5248,20
540.6,1.754,-5,,,,1629,5274,19
537.9,1.754,-5.4,,,,1639,5314,19
534.6,1.754,-5.8,,,,1650,5362,20
531.6,1.754,-6,,,,1660,5406,21
528.5,1.754,-6.5,,,,1670,5451,22
525.8,1.754,-6.9,,,,1681,5491,22
522.7,1.754,-7.2,,,,1692,5537,21
519.8,1.754,-7.6,,,,1702,5581,21
517.1,1.754,-8,,,,1712,5621,21
514.3,1.754,-8.4,,,,1723,5663,21
511.3,1.754,-8.8,,,,1734,5709,21
508.3,1.754,-9.1,,,,1745,5754,24
505.3,1.754,-9.5,,,,1756,5800,24
502,1.656,-10,,,,1768,5850,24
500,1.656,-10.3,,,,1775,5881,24.7
499,1.656,-10.5,,,,1779,5896,25
495.6,1.656,-10.8,,,,1791,5949,27
493.1,1.656,-11,,,,1801,5988,30
490.3,1.656,-11.5,,,,1812,6031,30
487.4,1.656,-12,,,,1822,6077,32
484.9,1.656,-12.4,,,,1832,6116,32
482,1.559,-12.8,,,,1843,6162,31
478.9,1.559,-13,,,,1854,6211,32
475.9,1.559,-13.1,,,,1865,6259,25
473.1,1.559,-13.4,,,,1876,6304,21
470,1.559,-13.5,,,,1886,6354,19
467.7,1.559,-13.6,,,,1896,6391,19
464.9,1.461,-13.9,,,,1907,6437,19
461.9,1.364,-14.1,,,,1918,6486,19
459.1,1.364,-14.1,,,,1928,6532,17
456.8,1.461,-14.5,,,,1938,6570,16
453.8,1.559,-14.9,,,,1949,6620,16
450.9,1.559,-15.2,,,,1960,6668,15
448.1,1.461,-15.5,,,,1971,6715,14
445.2,1.461,-15.9,,,,1982,6764,14
442.5,1.364,-16.2,,,,1992,6810,15
440,1.364,-16.6,,,,2002,6853,14
437.2,1.364,-17.1,,,,2013,6900,15
434.5,1.267,-17.4,,,,2024,6947,17
431.9,1.267,-17.6,,,,2035,6992,16
430.3,1.267,-17.9,,,,2046,7019,15
425.8,1.169,-18.6,,,,2057,7098,15
423,1.169,-18.9,,,,2068,7147,15
420.3,1.169,-19.2,,,,2078,7195,15
418,0.974,-19.6,,,,2088,7235,14
414.8,0.974,-19.9,,,,2099,7292,12
412.5,0.974,-20.2,,,,2110,7334,11
409.7,0.877,-20.8,,,,2121,7384,12
407,0.877,-21.1,,,,2132,7433,13
404.1,0.877,-21.4,,,,2143,7486,13
401.4,0.877,-22.1,,,,2154,7535,13
398.7,0.877,-22.4,,,,2164,7584,13
396.2,0.877,-22.9,,,,2174,7631,13
393.1,0.877,-23.4,,,,2185,7688,14
390.7,0.877,-23.8,,,,2196,7733,13
388,0.877,-24.4,,,,2207,7783,14
385.3,0.974,-24.8,,,,2218,7834,14
382.5,1.072,-25.2,,,,2229,7887,14
380.2,1.072,-25.6,,,,2240,7931,14
376.7,1.169,-26.4,,,,2252,7998,16
374.9,1.169,-26.6,,,,2262,8032,16
372.2,1.267,-27.1,,,,2273,8085,14
369.2,1.169,-27.4,,,,2288,8143,15
365.7,1.461,-28.1,,,,2298,8211,17
363.4,1.656,-28.6,,,,2309,8256,18
360.7,1.754,-28.9,,,,2326,8310,17
356,1.851,-29.6,,,,2342,8403,16
352.9,1.949,-30.1,,,,2353,8466,16
350.1,1.851,-30.4,,,,2364,8522,16
348,1.851,-30.9,,,,2375,8565,16
345.7,1.851,-31.4,,,,2386,8612,16
343,1.851,-31.9,,,,2397,8667,15
340.5,1.851,-32.1,,,,2408,8719,14
337.7,1.754,-32.4,,,,2420,8777,13
335.5,1.754,-32.8,,,,2431,8823,12
332.9,1.754,-33.1,,,,2442,8878,11
330.3,1.754,-33.6,,,,2452,8933,10
328.3,1.851,-33.8,,,,2463,8976,8
326.1,1.851,-34.1,,,,2474,9023,6
325.1,1.851,-34.2,,,,2485,9044,6
321,1.656,-34.9,,,,2496,9133,6
319,1.364,-35.2,,,,2508,9176,7
316.2,1.267,-35.4,,,,2518,9238,7
314,1.169,-36.1,,,,2529,9286,7
311.9,1.169,-36.4,,,,2540,9333,7
308.9,1.072,-36.9,,,,2551,9400,7
307.2,1.072,-37.4,,,,2562,9438,7
304.5,1.072,-37.8,,,,2573,9499,7
302.5,1.072,-38.2,,,,2584,9544,7
300.1,0.974,-38.8,,,,2590,9599,7
300,0.978,-38.8,,,,2596,9601,7
297.5,1.072,-39.2,,,,2606,9658,6
295.4,1.072,-39.6,,,,2617,9707,6
293.2,1.072,-40.1,,,,2628,9758,6
291.1,1.072,-40.4,,,,2639,9807,6
288.7,1.072,-40.9,,,,2650,9863,6
286.8,1.169,-41.4,,,,2660,9908,6
284,1.169,-41.9,,,,2672,9975,7
282.1,1.169,-42.4,,,,2682,10020,7
279.6,1.169,-42.9,,,,2693,10080,7
277.3,1.072,-43.2,,,,2704,10136,8
275.3,1.072,-43.6,,,,2715,10184,8
272.6,1.072,-44.2,,,,2727,10250,8
270.6,0.974,-44.6,,,,2737,10300,7
268.7,0.974,-45.1,,,,2748,10347,7
266.5,0.974,-45.4,,,,2759,10402,7
264.5,0.974,-45.9,,,,2770,10452,7
262.3,0.877,-46.2,,,,2781,10507,7
260.1,0.974,-46.6,,,,2792,10563,7
258.2,0.974,-47.1,,,,2802,10612,7
256.3,0.974,-47.4,,,,2813,10661,7
254.2,0.974,-47.9,,,,2824,10715,7
252.1,0.974,-48.2,,,,2835,10770,7
250.1,1.169,-48.6,,,,2846,10822,6
248.2,1.267,-49.1,,,,2857,10872,6
245.9,1.267,-49.6,,,,2868,10933,7
244.2,1.267,-49.9,,,,2878,10978,7
242.1,1.267,-50.2,,,,2889,11035,7
240.2,1.267,-50.4,,,,2900,11086,7
238.1,1.267,-50.9,,,,2911,11143,7
235.9,1.267,-51.6,,,,2923,11204,7
234.4,1.364,-51.9,,,,2933,11245,7
232.4,1.559,-52.4,,,,2944,11300,7
230.8,1.461,-52.6,,,,2954,11345,7
228.5,1.267,-53.1,,,,2966,11410,7
227.2,1.267,-53.4,,,,2976,11446,7
225,1.559,-53.8,,,,2987,11509,7
222.9,1.754,-54.2,,,,2998,11569,7
221,1.949,-54.6,,,,3009,11624,7
219.2,1.851,-54.9,,,,3020,11676,7
