* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se29.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-06-15,22:51:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
110.6

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1010.5,2.143,20,,,,0,69,74
1008.6,2.923,20.2,,,,172,85,52
1006.1,3.118,20,,,,180,106,52
1004.1,3.02,19.5,,,,189,123,53
1001.1,3.118,18.9,,,,198,149,56
997.5,3.118,18.5,,,,208,180,59
993.6,3.118,18.4,,,,217,213,60
990.5,3.215,18.4,,,,226,240,56
986.8,3.118,18.1,,,,234,272,54
983.7,3.02,18,,,,242,298,54
980.1,3.215,17.6,,,,251,330,57
977.3,3.118,17.5,,,,260,354,56
973.7,3.215,17.5,,,,270,385,39
970.7,3.118,17.8,,,,279,412,37
967.8,3.215,17.8,,,,288,437,36
965.1,3.118,17.8,,,,296,461,36
962.9,3.118,17.6,,,,304,480,35
960.4,3.118,17.5,,,,313,503,36
958,3.118,17.2,,,,322,524,37
955.3,3.118,17.1,,,,332,548,37
952.2,3.118,17,,,,341,575,37
950,3.118,16.9,,,,350,595,35
947.4,3.215,16.9,,,,358,618,35
944.9,3.313,16.5,,,,366,641,36
942.2,3.118,16.5,,,,375,665,36
940,3.215,16.1,,,,384,685,36
937.1,3.118,16,,,,394,711,37
934.9,3.215,15.9,,,,403,731,37
932.6,3.02,15.5,,,,412,752,37
929.9,3.215,15.2,,,,420,776,38
927.3,3.215,15.2,,,,428,800,38
924.8,3.118,15,,,,437,823,38
921.9,3.02,14.8,,,,446,849,39
919.1,3.02,14.5,,,,456,875,40
916.4,3.02,14.2,,,,465,900,40
913.7,3.02,14.1,,,,474,924,40
910.9,3.118,13.9,,,,482,950,41
908.8,3.118,13.5,,,,490,970,42
905.9,3.118,13.4,,,,499,996,42
903,3.02,13.1,,,,508,1023,43
899.9,2.923,12.9,,,,518,1052,43
897.3,3.02,12.5,,,,527,1076,44
894.6,3.02,12.5,,,,536,1101,44
892.7,3.02,12.1,,,,545,1119,46
890.4,3.02,12,,,,554,1141,47
888.4,2.923,11.6,,,,564,1159,47
885.7,2.923,11.5,,,,574,1185,48
883.7,2.923,11.4,,,,582,1204,49
881.1,2.923,11.1,,,,590,1228,49
878.5,3.02,11,,,,598,1253,49
875.4,2.923,11,,,,607,1282,48
872,3.02,11,,,,616,1315,47
868.7,2.923,11,,,,624,1346,45
866,2.825,10.9,,,,632,1372,45
862.7,2.923,10.8,,,,641,1404,45
859.8,2.825,10.5,,,,650,1432,45
856.5,2.923,10.4,,,,658,1464,48
854,2.923,10.1,,,,666,1488,51
851,2.923,10,,,,675,1517,56
850,2.888,9.9,,,,678,1527,56.4
848.2,2.825,9.8,,,,684,1544,57
845.1,2.825,9.4,,,,692,1575,59
842.3,2.825,9.2,,,,701,1602,60
839.9,2.825,9,,,,709,1626,61
837.1,2.728,8.9,,,,718,1653,62
834.2,2.825,8.5,,,,727,1682,63
831.3,2.728,8.5,,,,736,1711,63
828.2,2.825,8.4,,,,744,1741,61
825.8,2.825,8.4,,,,752,1765,60
822.6,2.728,8.1,,,,761,1797,60
819.5,2.728,8,,,,770,1828,61
816.1,2.728,7.6,,,,778,1863,62
813.1,2.728,7.5,,,,786,1893,62
809.8,2.728,7,,,,795,1926,63
806.4,2.728,6.8,,,,804,1961,65
803.1,2.728,6.5,,,,812,1994,66
800.3,2.728,6.1,,,,820,2023,67
796.7,2.728,5.9,,,,829,2060,68
792.4,2.533,5.4,,,,839,2104,71
789.5,2.728,5.1,,,,847,2134,72
786.1,2.631,4.9,,,,856,2169,72
782.8,2.631,4.5,,,,864,2203,74
779.9,2.631,4.4,,,,872,2233,74
776.7,2.533,4,,,,881,2267,76
773.6,2.728,3.9,,,,890,2299,77
770.4,2.631,3.5,,,,898,2333,79
767.8,2.533,3.1,,,,906,2360,81
764.6,2.533,3,,,,916,2394,81
761.6,2.533,3,,,,924,2426,80
758.6,2.631,2.8,,,,933,2457,78
755.6,2.533,2.6,,,,942,2489,76
753,2.533,2.4,,,,950,2517,76
750.7,2.533,2.1,,,,958,2542,76
747.9,2.533,1.9,,,,967,2572,77
744.5,2.631,1.6,,,,977,2609,75
742.2,2.533,1.5,,,,985,2634,69
739.8,2.631,1.4,,,,994,2660,67
737,2.533,1.1,,,,1002,2690,61
735,2.631,0.9,,,,1010,2712,64
732.7,2.533,0.5,,,,1019,2737,68
730.3,2.533,0.5,,,,1028,2763,52
728,2.533,0.8,,,,1037,2789,49
725.4,2.436,0.9,,,,1046,2817,46
722.6,2.533,1,,,,1056,2848,38
719.8,2.533,1.1,,,,1065,2879,37
717.1,2.631,1.2,,,,1074,2910,35
714.2,2.533,1.1,,,,1083,2942,32
711.3,2.533,1,,,,1092,2975,29
707.7,2.533,0.9,,,,1102,3016,28
704.7,2.533,0.5,,,,1111,3050,28
701.4,2.436,0.2,,,,1120,3087,29
700,2.436,0.1,,,,1124,3103,28.5
698.5,2.436,-0.1,,,,1129,3120,28
695.4,2.436,-0.4,,,,1138,3156,28
691.9,2.436,-0.8,,,,1148,3196,29
689.5,2.436,-0.9,,,,1156,3224,29
686.6,2.436,-1.1,,,,1164,3257,29
684.1,2.338,-1.5,,,,1172,3286,29
681.2,2.436,-1.9,,,,1181,3320,30
678.2,2.436,-2,,,,1190,3355,29
675.4,2.436,-2,,,,1199,3388,27
672.6,2.436,-2.2,,,,1208,3421,27
670.1,2.436,-2.6,,,,1216,3451,28
667.8,2.436,-3,,,,1224,3478,28
665.4,2.436,-3.1,,,,1233,3506,28
662.8,2.436,-3.5,,,,1243,3537,30
660.9,2.338,-3.6,,,,1251,3560,30
658,2.436,-3.9,,,,1260,3595,30
655.4,2.338,-4.4,,,,1270,3626,31
653.3,2.338,-4.5,,,,1278,3651,31
650.7,2.338,-5,,,,1286,3682,33
648.6,2.338,-5.1,,,,1294,3708,33
646.1,2.338,-5.5,,,,1303,3738,34
643.2,2.338,-5.6,,,,1312,3773,34
641.3,2.436,-5.9,,,,1321,3796,33
638.8,2.338,-6.1,,,,1330,3827,34
636.4,2.241,-6.5,,,,1338,3856,34
634.3,2.338,-6.5,,,,1346,3882,33
631.8,2.241,-6.8,,,,1355,3913,32
629.2,2.241,-7,,,,1364,3945,31
626.7,2.338,-7.2,,,,1373,3976,28
623.6,2.338,-7.5,,,,1383,4015,29
621.5,2.241,-7.9,,,,1391,4041,30
618.9,2.241,-8,,,,1400,4073,31
616.5,2.241,-8.2,,,,1409,4103,34
614.1,2.241,-8.4,,,,1418,4134,42
611.8,2.241,-8.6,,,,1426,4163,42
609.8,2.241,-8.9,,,,1434,4188,41
607.3,2.143,-9,,,,1443,4220,38
604.8,2.143,-9.1,,,,1452,4252,28
602,2.143,-9.5,,,,1462,4288,21
599.9,2.143,-9.6,,,,1470,4315,18
597.2,2.241,-10,,,,1479,4349,18
594.5,2.241,-10.2,,,,1488,4384,18
591.7,2.143,-10.5,,,,1497,4421,18
589.2,2.241,-10.9,,,,1506,4453,19
586.6,2.143,-11.4,,,,1514,4487,23
584.6,2.143,-11.5,,,,1522,4513,25
582,2.143,-11.5,,,,1531,4547,19
579.3,2.143,-11.8,,,,1541,4583,17
577.1,2.143,-12,,,,1549,4612,17
574.5,2.143,-12.2,,,,1558,4647,18
572.1,2.143,-12.6,,,,1567,4678,18
569.6,2.143,-13,,,,1576,4712,20
567.2,2.143,-13.2,,,,1585,4744,22
564.9,2.143,-13.5,,,,1594,4775,22
562.6,2.241,-13.9,,,,1603,4806,21
560.3,2.143,-14.1,,,,1612,4837,21
557.6,2.241,-14.5,,,,1622,4874,21
555.7,2.143,-14.5,,,,1630,4899,45
553.5,2.143,-14.5,,,,1638,4929,56
551.6,2.046,-14.5,,,,1646,4955,66
549.4,2.046,-14.6,,,,1655,4986,72
547.6,2.046,-14.9,,,,1668,5011,73
544.5,1.949,-15,,,,1676,5053,73
542.4,2.046,-14.6,,,,1685,5083,51
540.3,2.143,-14.6,,,,1694,5112,38
537.7,2.046,-14.6,,,,1704,5149,48
535.9,2.046,-14.9,,,,1712,5174,56
533.6,2.046,-15,,,,1721,5206,51
531.3,2.046,-15.4,,,,1730,5239,42
529.2,2.143,-15.5,,,,1739,5269,42
526.8,2.046,-15.9,,,,1748,5303,46
524.6,1.949,-16,,,,1757,5335,48
522.3,1.949,-16.1,,,,1766,5368,51
520.2,1.949,-16.1,,,,1775,5398,58
518,1.949,-16.2,,,,1784,5430,60
516,2.046,-16.4,,,,1793,5459,54
513.4,2.046,-16.5,,,,1803,5497,42
511.2,2.046,-16.8,,,,1812,5529,40
509.4,2.046,-17.1,,,,1820,5556,36
507.2,2.046,-17.1,,,,1828,5588,27
505.4,2.143,-17.4,,,,1836,5615,22
503.6,2.143,-17.6,,,,1844,5641,14
501.3,2.143,-17.9,,,,1852,5676,19
500,2.077,-18,,,,1857,5695,26.5
499.4,2.046,-18.1,,,,1860,5704,30
497.4,2.046,-18.4,,,,1868,5734,48
495.1,1.949,-18.9,,,,1876,5768,53
493.1,1.949,-18.9,,,,1884,5799,47
490.7,2.046,-18.9,,,,1893,5835,40
488.4,2.046,-19.1,,,,1902,5870,30
486.1,2.143,-19.4,,,,1911,5905,24
483.4,2.143,-19.8,,,,1921,5946,20
481.4,2.143,-19.9,,,,1929,5977,12
479.1,2.143,-20.2,,,,1938,6013,8
476.7,2.143,-20.4,,,,1947,6050,4
474.3,2.143,-20.9,,,,1956,6087,3
471.8,2.143,-21.1,,,,1965,6126,5
469.6,2.143,-21.2,,,,1974,6160,9
467.1,2.143,-21.6,,,,1983,6200,13
464.7,2.143,-21.9,,,,1992,6238,19
462.3,2.046,-22.2,,,,2001,6276,24
459.8,2.046,-22.6,,,,2010,6316,29
457.3,1.949,-22.9,,,,2019,6356,33
454.8,2.046,-23.1,,,,2028,6396,34
452.4,2.046,-23.4,,,,2037,6434,30
449.8,2.046,-23.4,,,,2046,6476,22
447.4,2.046,-23.4,,,,2055,6516,12
444.8,2.046,-23.4,,,,2064,6558,14
442.2,2.046,-23.6,,,,2074,6601,18
440.3,2.046,-23.9,,,,2082,6632,19
438.4,2.046,-24.1,,,,2090,6664,19
436,2.046,-24.6,,,,2098,6704,21
434.1,2.046,-24.9,,,,2106,6736,25
432.1,1.949,-25.1,,,,2114,6769,26
430.1,2.046,-25.4,,,,2122,6803,32
428.4,1.949,-25.6,,,,2130,6832,34
426.6,1.949,-25.9,,,,2138,6862,36
424.4,2.046,-26.4,,,,2146,6900,37
422.5,1.949,-26.6,,,,2154,6932,36
420.9,1.949,-26.8,,,,2162,6959,35
418.6,1.949,-27.2,,,,2171,6999,35
416.9,2.046,-27.6,,,,2180,7028,33
415,2.143,-27.8,,,,2189,7061,24
413.1,2.143,-27.6,,,,2198,7094,8
411.2,2.241,-27.6,,,,2207,7127,6
409.2,2.338,-27.9,,,,2216,7162,6
407.4,2.241,-28.1,,,,2225,7194,7
405.6,2.241,-28.4,,,,2234,7225,8
403.9,2.241,-28.6,,,,2243,7255,9
