* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se42.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-09-27,23:13:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
173

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1014.4,2.046,20.8,,,,0,69,85
1014,1.559,24,,,,14,72,57
1014,1.461,24.4,,,,29,72,58
1013.8,1.072,24.1,,,,138,74,57
1013.9,1.949,21.6,,,,298,73,64
1013.8,2.046,22.2,,,,394,74,61
1011.9,2.143,21.6,,,,402,90,61
972.8,2.338,17,,,,480,427,69
971.4,2.338,17.1,,,,489,440,67
967,2.338,17,,,,497,478,66
963,2.338,17,,,,506,513,65
958.6,2.338,16.6,,,,515,552,65
954.1,2.338,16.5,,,,524,592,66
949.8,2.338,16.1,,,,533,631,66
945.8,2.338,15.9,,,,542,666,68
941.5,2.338,15.5,,,,551,705,69
938.1,2.338,15.2,,,,559,735,70
933.9,2.338,14.9,,,,568,773,71
930.1,2.338,14.6,,,,577,808,72
926.6,2.338,14.4,,,,586,839,73
922.5,2.241,14,,,,595,877,73
919.1,2.241,13.8,,,,604,908,74
916.2,2.338,13.5,,,,612,934,75
912.9,2.338,13.2,,,,621,964,77
909.5,2.338,13,,,,630,996,78
906.2,2.241,12.9,,,,639,1026,78
903.2,2.241,12.6,,,,648,1054,79
900.7,2.241,12.5,,,,656,1077,79
897.6,2.241,12.2,,,,664,1106,79
895.1,2.241,12,,,,672,1129,79
892.1,2.241,12,,,,681,1157,78
889.7,2.338,11.9,,,,689,1180,77
887.2,2.338,11.6,,,,698,1203,78
884.1,2.338,11.4,,,,707,1232,79
880.9,2.241,11,,,,716,1263,83
878.5,2.241,11,,,,724,1285,86
875.9,2.241,11,,,,733,1310,88
872.5,2.241,11,,,,742,1342,89
869.5,2.241,11.1,,,,751,1371,89
866.2,2.143,11,,,,760,1403,89
863.5,2.241,11,,,,768,1429,89
860.5,2.143,11,,,,777,1457,89
857.2,2.143,10.8,,,,786,1489,89
853.9,2.143,10.6,,,,795,1521,88
850.6,2.143,10.5,,,,804,1554,88
850,2.143,10.4,,,,806,1559,87.8
847.9,2.143,10.2,,,,812,1580,87
844.4,2.143,10.1,,,,821,1614,87
841.1,2.143,10,,,,830,1647,87
837.8,2.143,10,,,,839,1679,86
834.3,2.143,10,,,,848,1714,86
831.5,2.143,9.8,,,,856,1742,86
828,2.143,9.5,,,,865,1777,86
824.7,2.143,9.5,,,,874,1810,86
821.4,2.143,9.5,,,,883,1843,84
818.2,2.631,9.8,,,,891,1875,75
813.9,3.41,12.5,,,,901,1919,13
810.8,3.995,13.5,,,,909,1951,8
807.1,4.384,13.6,,,,918,1990,6
803.5,4.677,13.5,,,,927,2027,6
800.7,4.774,13.2,,,,935,2056,5
797,5.066,13.1,,,,944,2095,5
793.6,5.066,13,,,,953,2131,5
790.3,4.969,12.9,,,,962,2166,9
787.5,4.774,12.6,,,,970,2196,11
784.2,4.677,12.5,,,,979,2231,12
781,4.579,12.4,,,,988,2265,12
777.8,4.677,12.2,,,,997,2299,10
775.3,4.482,12.1,,,,1005,2326,12
772,4.092,12,,,,1014,2362,13
768.9,3.313,11.6,,,,1023,2395,14
765.7,2.825,11.6,,,,1032,2430,11
763,2.825,11.6,,,,1040,2460,9
760.2,2.728,11.9,,,,1049,2490,7
757.1,2.728,11.8,,,,1058,2524,6
754,2.825,11.6,,,,1067,2558,6
751,3.02,11.6,,,,1076,2592,2
748.6,3.02,11.8,,,,1084,2618,0
745.5,3.118,11.9,,,,1093,2653,0
742.6,3.118,11.9,,,,1102,2686,0
740.1,3.215,11.9,,,,1110,2714,0
737.2,3.215,11.9,,,,1119,2746,0
733.8,3.215,12,,,,1129,2785,0
731.5,3.215,12,,,,1137,2811,0
728.5,3.215,12,,,,1146,2846,0
726.1,3.215,11.9,,,,1154,2873,0
723.3,3.215,11.8,,,,1163,2905,0
720.3,3.215,11.6,,,,1172,2940,0
717.8,3.313,11.4,,,,1180,2969,0
716.8,3.313,11.2,,,,1189,2981,0
711.7,3.215,11,,,,1198,3040,0
708.7,3.215,10.8,,,,1207,3075,0
705.7,3.118,10.5,,,,1216,3110,0
703.2,3.118,10.5,,,,1224,3140,0
700.2,3.118,10.5,,,,1233,3175,0
700,3.118,10.5,,,,1234,3178,0
697.2,3.118,10.5,,,,1242,3211,0
694.3,3.118,10.5,,,,1251,3246,0
691.8,3.215,10.4,,,,1259,3275,0
688.9,3.215,10.4,,,,1268,3310,0
