* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se39.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-09-06,23:15:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
31.13

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1009.5,1.656,20.1,,,,0,69,80
1009.5,2.143,20.5,,,,147,69,58
1009.2,2.241,19.8,,,,231,71,59
1006.9,2.338,18.8,,,,239,91,62
1003.9,2.436,18.2,,,,247,116,66
1001.4,2.338,18.1,,,,255,138,67
997.9,2.436,18,,,,264,167,68
994.9,2.338,17.5,,,,272,193,69
990.9,2.436,17.2,,,,281,227,70
989,2.436,17,,,,292,244,71
982.9,2.436,16.5,,,,301,296,74
979.5,2.436,16.2,,,,309,325,75
976,2.436,15.9,,,,318,356,77
973,2.436,15.6,,,,326,382,78
969,2.338,15.2,,,,335,417,80
964.7,2.436,14.9,,,,344,454,81
961,2.436,14.5,,,,352,486,83
957.2,2.436,14.2,,,,360,520,85
952.2,2.338,13.9,,,,369,564,87
947.4,2.338,13.5,,,,378,606,87
943.6,2.436,13.2,,,,386,640,84
939.7,2.338,12.9,,,,395,675,85
935.6,2.338,12.5,,,,403,711,88
931.5,2.338,12,,,,412,748,90
927.7,2.338,11.9,,,,420,782,90
923.2,2.338,11.5,,,,429,823,91
918.5,2.338,11.5,,,,437,865,92
912.9,2.338,11.4,,,,446,916,91
906.8,2.338,10.5,,,,455,972,90
903,2.338,10,,,,463,1007,90
899.9,2.338,9.9,,,,471,1035,91
894.8,2.338,9.5,,,,482,1082,87
891,2.338,9.2,,,,491,1117,70
887,2.436,9.5,,,,500,1155,68
883.5,2.436,9.8,,,,508,1187,63
880.5,2.436,9.8,,,,516,1216,62
876.6,2.436,9.6,,,,525,1252,63
872.6,2.436,9.5,,,,534,1290,64
869.6,2.338,9.4,,,,542,1319,64
866.6,2.436,9.2,,,,550,1347,65
862.5,2.338,9.2,,,,559,1386,63
859.7,2.338,9,,,,567,1413,63
855.7,2.338,8.9,,,,576,1452,62
852.6,2.338,8.8,,,,584,1482,59
850,2.338,8.6,,,,590,1507,59.6
848.5,2.338,8.5,,,,593,1522,60
845.3,2.338,8.1,,,,601,1553,61
841.5,2.436,8,,,,610,1590,61
838.4,2.338,7.9,,,,618,1620,61
834.7,2.338,7.6,,,,627,1657,60
831.5,2.338,7.5,,,,635,1688,59
827.7,2.338,7.2,,,,644,1726,58
824.4,2.338,7.1,,,,652,1759,53
821.3,2.338,7,,,,660,1789,52
817.3,2.338,7,,,,669,1829,51
814.2,2.338,6.9,,,,677,1861,50
810.3,2.338,6.5,,,,686,1900,56
807.2,2.436,6.2,,,,694,1931,59
803.4,2.436,6,,,,703,1970,60
800.3,2.436,5.9,,,,711,2001,60
796.5,2.338,5.5,,,,720,2040,59
793.4,2.436,5.5,,,,728,2072,59
790.3,2.338,5.4,,,,736,2104,59
786.7,2.338,5.2,,,,745,2141,58
783.1,2.338,5.1,,,,754,2179,58
779.9,2.338,5,,,,762,2212,55
777.2,2.338,5,,,,770,2240,51
772.8,2.436,4.6,,,,780,2286,55
770,2.338,4.5,,,,788,2316,55
767,2.436,4.4,,,,796,2348,49
764.2,2.436,4.2,,,,804,2377,46
762.1,2.436,4.1,,,,812,2400,46
758.3,2.436,3.9,,,,821,2440,52
755.7,2.436,3.6,,,,829,2468,52
752.6,2.436,3.5,,,,838,2501,49
750,2.533,3.5,,,,846,2529,46
747,2.533,3.2,,,,855,2562,45
743.9,2.631,3.2,,,,864,2596,33
741.3,2.728,3.2,,,,872,2624,26
738.9,2.923,3.4,,,,880,2650,23
736.5,3.02,3.4,,,,888,2676,23
733.7,3.02,3.2,,,,897,2707,22
731.6,3.02,3.2,,,,905,2730,22
728.8,3.02,3,,,,914,2761,23
726,2.923,3,,,,923,2793,21
724,2.923,2.9,,,,931,2815,21
721.7,2.923,2.8,,,,939,2841,21
719.5,2.825,2.6,,,,947,2865,40
716.7,2.728,2.4,,,,956,2897,43
714.4,2.728,2.2,,,,964,2923,42
712,2.728,2,,,,972,2950,42
708.5,2.631,1.8,,,,982,2989,46
706.1,2.631,1.5,,,,990,3017,46
703.7,2.631,1.5,,,,998,3044,46
701.3,2.631,1.4,,,,1006,3072,43
700,2.683,1.3,,,,1010,3086,41.4
698.9,2.728,1.2,,,,1014,3099,40
695.9,2.728,1,,,,1023,3134,40
693.7,2.728,1,,,,1031,3159,39
690.4,2.728,1,,,,1042,3197,36
687.3,2.728,1,,,,1051,3233,35
684.8,2.728,0.8,,,,1059,3263,35
681.6,2.728,0.5,,,,1068,3300,35
679.2,2.728,0.4,,,,1076,3328,34
676.8,2.825,0.1,,,,1084,3357,34
673.3,2.728,-0.1,,,,1093,3398,30
670.3,2.728,-0.2,,,,1102,3434,18
667.7,2.728,-0.5,,,,1110,3465,18
665,2.728,-0.6,,,,1118,3497,14
662.3,2.728,-0.8,,,,1126,3530,11
659.2,2.728,-1,,,,1135,3567,11
655.9,2.728,-1.1,,,,1143,3607,9
653.8,2.728,-1.4,,,,1151,3633,9
650.7,2.728,-1.5,,,,1160,3670,8
648.1,2.631,-1.6,,,,1168,3702,8
645.2,2.728,-1.9,,,,1176,3738,8
641.9,2.825,-2,,,,1185,3779,10
638.6,2.825,-2.5,,,,1194,3819,12
636,2.728,-2.8,,,,1202,3852,18
633,2.728,-3,,,,1210,3889,21
629.7,2.825,-3.2,,,,1219,3930,21
626.8,2.728,-3.6,,,,1227,3967,20
623.3,2.825,-4,,,,1236,4011,20
620.6,2.728,-4.2,,,,1244,4045,19
