* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se35.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-08-02,23:03:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
231

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1020.1,0.585,17.9,,,,0,69,78
1019.6,0.779,22.1,,,,8,73,52
1019.9,2.533,18.5,,,,149,70,59
1019.7,2.728,19.1,,,,247,72,57
1017.6,2.728,17.9,,,,255,90,58
1015,2.825,17.4,,,,263,111,59
1010.1,2.728,16.6,,,,272,153,61
1005.9,2.728,16.5,,,,281,188,62
1003.9,2.825,16.2,,,,290,205,63
1002.3,2.825,15.9,,,,298,218,65
998.6,2.825,15.6,,,,308,250,66
996.5,2.825,15.4,,,,316,267,67
992.3,2.825,15,,,,326,303,68
989.4,2.825,14.8,,,,334,328,69
987.2,2.825,14.5,,,,342,346,70
984.6,2.825,14.4,,,,351,369,70
982.2,2.923,14.1,,,,360,389,70
978.4,2.825,13.9,,,,369,422,70
974.7,2.825,13.5,,,,378,454,72
971.4,2.825,13.2,,,,386,482,73
967.5,2.728,13,,,,395,516,75
964.1,2.728,12.6,,,,404,545,76
960.8,2.728,12.4,,,,412,574,78
957,2.825,12,,,,422,607,78
954.4,2.728,12,,,,430,630,74
950.7,2.728,12,,,,439,662,70
947.1,2.631,12,,,,448,694,69
944.4,2.631,12,,,,456,718,67
940.7,2.728,12,,,,465,750,65
937.5,2.825,11.8,,,,474,779,64
934.5,2.728,11.5,,,,482,805,64
930.8,2.728,11.2,,,,491,839,64
927.2,2.728,11,,,,500,871,65
923.9,2.728,10.8,,,,509,900,65
920.4,2.728,10.5,,,,518,932,65
917.7,2.728,10.2,,,,526,956,67
914.1,2.728,10,,,,535,989,69
910.5,2.728,9.8,,,,544,1022,71
907.5,2.728,9.5,,,,552,1049,72
903.9,2.728,9.2,,,,561,1082,73
900.2,2.728,9,,,,570,1116,75
897.3,2.728,8.6,,,,578,1142,76
894,2.728,8.5,,,,587,1173,77
890.1,2.728,8,,,,597,1209,78
887.2,2.728,8,,,,605,1236,78
884.1,2.728,7.6,,,,613,1264,79
880.3,2.728,7.5,,,,622,1300,80
876.5,2.728,7.1,,,,631,1335,81
873.8,2.728,6.9,,,,639,1361,83
870,2.728,6.5,,,,648,1396,85
866.4,2.631,6.2,,,,657,1430,85
863,2.631,6.2,,,,666,1462,85
859.9,2.631,6,,,,675,1492,84
857.4,2.631,5.9,,,,683,1516,83
853.6,2.631,6.4,,,,692,1552,75
850.2,2.631,6.5,,,,696,1585,72
850,2.636,6.5,,,,700,1587,71.7
846.3,2.728,6.5,,,,709,1622,66
842.1,2.728,6.5,,,,718,1663,55
838.5,2.825,7.5,,,,726,1698,33
834.1,2.825,9.5,,,,736,1741,11
831.5,2.923,10.5,,,,744,1767,3
828.4,2.923,10.6,,,,752,1798,1
825.2,2.923,10.8,,,,761,1831,1
821.7,3.02,11,,,,770,1866,1
818.8,3.118,11.1,,,,778,1895,2
815.6,3.118,11.9,,,,787,1928,1
812,3.118,12,,,,798,1965,1
808.7,3.118,12,,,,807,1999,1
805.5,3.118,12,,,,816,2032,1
802.5,3.118,12,,,,824,2063,0
799,3.313,12,,,,833,2100,0
795.6,3.313,12.1,,,,842,2135,0
792.9,3.41,12,,,,850,2164,0
789.5,3.41,12,,,,859,2199,0
786,3.313,12,,,,868,2237,0
783.3,3.118,12,,,,876,2265,0
779.9,3.02,12,,,,885,2302,0
776.8,2.923,11.6,,,,894,2335,0
774.1,2.825,11.5,,,,902,2364,0
770.7,2.825,11.5,,,,911,2401,0
767.7,2.825,11.2,,,,920,2433,0
765.3,2.825,11.1,,,,928,2459,0
762,2.825,11.4,,,,937,2495,3
758.7,2.728,11.2,,,,946,2531,4
756.3,2.728,11,,,,954,2558,4
752.9,2.728,10.8,,,,963,2595,5
749.9,2.728,10.5,,,,972,2628,5
747.5,2.728,10.2,,,,980,2655,5
744.3,2.728,10,,,,989,2690,5
741.2,2.728,9.8,,,,998,2725,5
738.7,2.728,9.5,,,,1006,2753,5
735.8,2.728,9.1,,,,1015,2785,6
732,2.728,8.8,,,,1026,2828,6
728.8,2.728,8.5,,,,1035,2864,6
725.4,2.728,8.1,,,,1046,2903,7
722.3,2.728,7.9,,,,1055,2938,7
719.2,2.728,7.6,,,,1070,2973,7
714.8,2.728,7.5,,,,1078,3024,6
711.6,2.728,7.2,,,,1087,3061,7
708.8,2.825,7.1,,,,1096,3093,7
706.4,2.923,7,,,,1104,3121,6
703.3,2.825,6.9,,,,1113,3157,5
700.5,2.825,6.6,,,,1122,3190,4
700,2.825,6.6,,,,1124,3196,3.6
698,2.825,6.5,,,,1130,3219,2
695,2.728,6.2,,,,1139,3254,2
692.1,2.728,6,,,,1148,3288,1
689.5,2.728,5.9,,,,1156,3319,0
686.6,2.631,5.8,,,,1165,3354,0
683.5,2.728,5.5,,,,1174,3391,0
681,2.631,5.5,,,,1182,3420,0
677.9,2.825,5.2,,,,1191,3458,0
675.5,2.825,5.1,,,,1199,3486,1
672.4,2.923,5,,,,1208,3524,4
669.4,2.923,4.8,,,,1217,3560,4
667.1,2.923,4.6,,,,1225,3588,6
663.7,2.825,4.5,,,,1234,3630,19
661.4,2.631,4.1,,,,1242,3658,23
658.3,2.533,3.8,,,,1251,3696,25
655.3,2.436,3.5,,,,1260,3733,25
653.1,2.436,3.1,,,,1272,3760,25
648.8,2.338,2.8,,,,1280,3814,25
645.6,2.338,2.5,,,,1289,3854,25
642.9,2.436,2.4,,,,1297,3888,23
639.4,2.436,2,,,,1307,3932,22
636.8,2.436,1.9,,,,1315,3964,22
634.5,2.436,1.5,,,,1323,3993,22
631.3,2.533,1.4,,,,1332,4034,22
628.7,2.436,1,,,,1340,4067,20
625.5,2.436,0.9,,,,1349,4108,21
622.5,2.533,0.6,,,,1358,4147,21
619.3,2.533,0.5,,,,1367,4188,21
617,2.436,0.4,,,,1375,4218,20
613.8,2.436,0.1,,,,1384,4259,19
611.4,2.436,0,,,,1392,4291,19
608.3,2.338,-0.2,,,,1401,4331,18
605.8,2.436,-0.5,,,,1409,4364,17
602.7,2.436,-0.5,,,,1418,4405,16
599.7,2.533,-0.5,,,,1427,4445,14
597.1,2.436,-0.5,,,,1435,4480,12
593.9,2.436,-0.6,,,,1444,4523,10
591.4,2.436,-0.9,,,,1452,4556,10
588.3,2.338,-1,,,,1461,4598,11
585.1,2.338,-1.4,,,,1470,4642,11
582.5,2.338,-1.5,,,,1478,4677,11
579.5,2.436,-1.8,,,,1487,4718,11
577.1,2.436,-1.9,,,,1495,4751,9
574,2.533,-1.9,,,,1504,4794,8
571.3,2.533,-2,,,,1512,4831,7
568.1,2.533,-2.2,,,,1521,4876,7
565.1,2.631,-2.5,,,,1530,4918,7
562.5,2.728,-2.9,,,,1538,4954,6
559.2,2.728,-3.1,,,,1547,5001,5
556.2,2.728,-3.5,,,,1556,5043,5
553.6,2.728,-3.6,,,,1564,5080,5
550.5,2.631,-4,,,,1573,5124,5
548.1,2.631,-4,,,,1581,5159,3
544.6,2.728,-4.4,,,,1591,5209,3
542.3,2.728,-4.6,,,,1599,5243,4
539.5,2.631,-5,,,,1607,5283,5
536.6,2.533,-5,,,,1616,5326,6
534.1,2.533,-5.5,,,,1624,5362,7
525.8,2.436,-6,,,,1642,5485,9
523.1,2.533,-6.1,,,,1658,5525,9
519.1,2.533,-6.4,,,,1667,5585,9
516.7,2.533,-6.8,,,,1678,5621,10
513.6,2.533,-6.6,,,,1688,5668,7
510.4,2.533,-6.5,,,,1696,5717,4
507.8,2.631,-6.8,,,,1705,5757,4
504.6,2.631,-7,,,,1716,5806,4
502.4,2.631,-7.4,,,,1724,5840,3
501,2.728,-7.5,,,,1738,5862,3
500,2.706,-7.6,,,,1741,5877,3
496.5,2.631,-7.8,,,,1751,5932,3
491.3,2.631,-8.6,,,,1761,6014,3
489.7,2.631,-8.9,,,,1770,6039,3
487,2.631,-9.2,,,,1787,6082,3
485,2.631,-9.4,,,,1799,6113,4
477.9,2.533,-10.1,,,,1812,6227,4
473.9,2.533,-11.2,,,,1821,6292,5
473,2.533,-11.5,,,,1839,6306,5
403.8,1.851,-20.1,,,,2080,7498,9
399.8,1.851,-20.4,,,,2090,7571,9
398.3,1.949,-20.8,,,,2102,7599,7
395.8,2.046,-20.9,,,,2110,7646,7
393.4,2.143,-21.4,,,,2120,7691,8
391.7,2.143,-21.6,,,,2128,7722,8
388.8,2.143,-22.1,,,,2136,7777,8
387.2,2.143,-22.4,,,,2144,7807,8
386.1,2.143,-22.6,,,,2156,7828,8
383.3,2.143,-23.1,,,,2164,7882,8
381.1,2.143,-23.4,,,,2172,7924,9
379.2,2.143,-23.8,,,,2181,7960,9
376,2.046,-24.2,,,,2193,8022,9
374.1,2.046,-24.6,,,,2201,8059,10
372.2,2.046,-24.9,,,,2209,8096,10
369.5,1.949,-25.4,,,,2218,8149,10
367.6,1.851,-25.6,,,,2226,8186,10
365.2,1.851,-25.9,,,,2234,8234,9
363.6,1.851,-26.1,,,,2243,8265,9
361.9,1.851,-26.4,,,,2251,8299,10
359.2,1.851,-26.9,,,,2260,8353,10
357.6,1.851,-27.2,,,,2268,8385,10
356.8,1.754,-27.4,,,,2277,8402,10
353.1,1.754,-27.9,,,,2285,8477,10
350.7,1.656,-28.4,,,,2294,8525,11
349,1.656,-28.8,,,,2308,8560,11
345.2,1.559,-29.4,,,,2316,8638,11
343.6,1.559,-29.6,,,,2324,8672,12
341.1,1.559,-30.1,,,,2333,8724,12
339.2,1.461,-30.2,,,,2341,8763,12
336.6,1.461,-30.6,,,,2351,8818,12
334.9,1.461,-30.9,,,,2359,8854,12
333.1,1.461,-31.2,,,,2367,8892,12
331.1,1.364,-31.6,,,,2375,8935,13
329,1.461,-32.1,,,,2384,8980,13
327.3,1.461,-32.4,,,,2392,9016,14
325.4,1.461,-32.9,,,,2400,9057,14
323.3,1.364,-33.2,,,,2409,9103,15
321.3,1.461,-33.6,,,,2417,9146,15
318.9,1.461,-34.1,,,,2426,9199,16
317.4,1.461,-34.4,,,,2434,9232,16
315.3,1.364,-34.9,,,,2443,9278,18
313,1.364,-35.1,,,,2451,9329,19
311.5,1.267,-35.1,,,,2463,9362,19
308.2,1.169,-35.8,,,,2471,9437,19
306.2,1.169,-36.1,,,,2480,9482,20
304.5,1.169,-36.6,,,,2488,9520,21
303.1,1.169,-36.8,,,,2496,9552,21
301.4,1.072,-37.1,,,,2504,9591,21
300,1.072,-37.4,,,,2510,9623,21
299.4,1.072,-37.6,,,,2513,9637,21
297.5,1.169,-37.9,,,,2521,9681,21
295.7,1.169,-38.2,,,,2529,9723,20
293.9,1.169,-38.6,,,,2538,9765,19
291.6,1.169,-39.2,,,,2546,9819,18
290,1.169,-39.4,,,,2554,9856,18
287.9,1.169,-39.9,,,,2563,9906,17
286.4,1.169,-40.1,,,,2571,9942,17
284,1.169,-40.8,,,,2580,9999,16
282.1,1.169,-41.1,,,,2588,10044,17
280.1,1.169,-41.6,,,,2596,10093,17
278.2,1.169,-41.9,,,,2606,10139,17
276.1,1.169,-42.4,,,,2614,10190,17
274.7,1.072,-42.6,,,,2622,10224,16
272.9,1.072,-42.9,,,,2630,10269,16
271.4,1.072,-43.4,,,,2638,10306,17
269.3,1.072,-43.9,,,,2647,10358,17
267.6,1.072,-44.2,,,,2655,10400,18
