* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se18.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-03-22,23:19:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
189.5

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1007.4,0.39,26.5,,,,0,69,68
1008.7,0.487,23.2,,,,347,57,56
1005.2,0.487,23,,,,358,87,60
1000.4,0.487,22.9,,,,368,129,62
995.1,0.585,22.4,,,,378,175,63
990.1,0.585,22,,,,389,218,64
985,0.585,21.5,,,,399,263,66
980.4,0.585,20.9,,,,409,303,68
977,0.585,20.5,,,,420,333,70
973,0.585,20,,,,430,368,72
969.3,0.585,19.8,,,,440,401,74
965.4,0.585,19.5,,,,451,436,75
953.5,0.585,18.6,,,,468,542,78
951.5,0.585,18.1,,,,480,560,79
947.9,0.585,17.6,,,,490,592,82
944.9,0.585,17.5,,,,501,619,85
940.6,0.585,17,,,,511,658,87
935.6,0.585,16.9,,,,522,703,88
932.8,0.585,16.6,,,,532,728,85
929.6,0.585,16.8,,,,542,758,75
926,0.585,16.9,,,,554,790,73
922.2,0.585,16.5,,,,564,825,75
918.9,0.585,16.4,,,,575,856,76
915.5,0.585,16,,,,585,887,78
912.3,0.682,15.9,,,,596,917,78
909.5,0.682,15.6,,,,606,943,79
905.9,0.682,15.5,,,,616,976,79
902.5,0.682,15.4,,,,627,1008,79
898.3,0.682,15,,,,637,1047,80
894.2,0.682,14.5,,,,655,1086,82
887.6,0.779,14,,,,665,1148,84
884.2,0.779,13.8,,,,676,1181,85
880.5,0.779,13.4,,,,686,1216,88
877.7,0.779,13,,,,702,1243,89
875.5,0.779,13,,,,714,1264,89
866.6,0.779,12.5,,,,724,1349,90
862.6,0.779,12.5,,,,735,1388,91
859,0.877,12.1,,,,745,1423,88
855.5,0.974,11.8,,,,756,1457,86
851.9,1.072,11.8,,,,768,1492,80
850,1.072,11.9,,,,773,1511,79
848.1,1.072,12,,,,778,1529,78
846.2,1.169,12,,,,788,1548,77
840.5,1.169,12.1,,,,799,1604,73
837.4,1.169,11.9,,,,809,1635,73
834.2,1.169,11.6,,,,820,1667,72
830.3,1.267,11.2,,,,830,1706,71
827.1,1.169,11.1,,,,840,1738,61
823.7,1.169,11.2,,,,852,1773,56
819.7,1.169,11,,,,863,1813,56
816,1.169,10.9,,,,873,1851,49
812.5,1.169,10.5,,,,884,1886,50
808.9,1.169,10.1,,,,894,1923,49
805.2,1.169,10,,,,904,1961,48
