* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se48.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-11-09,23:00:17

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
340.9

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1009.6,1.851,18.9,,,,0,69,93
56.8,11.107,-62.4,,,,4196,21246,2
54.5,11.204,-62.4,,,,4229,21501,2
54.2,10.717,-62.8,,,,4238,21535,2
53.8,10.815,-62.9,,,,4246,21581,2
53.4,10.815,-62.9,,,,4258,21627,2
53,10.035,-62.9,,,,4266,21673,2
52,10.133,-63.1,,,,4275,21790,2
51.9,11.107,-63.1,,,,4283,21802,2
51.6,11.302,-62.9,,,,4292,21837,1
50.3,12.179,-62.6,,,,4301,21995,1
49.9,12.861,-61.8,,,,4309,22044,2
49.7,12.374,-61.6,,,,4318,22069,2
49.4,12.081,-61.6,,,,4326,22106,2
48.9,11.789,-61.6,,,,4335,22169,2
48.6,11.594,-61.6,,,,4344,22207,2
47.5,11.789,-61.6,,,,4353,22349,2
47.3,12.179,-61.6,,,,4362,22375,2
46.5,11.789,-60.9,,,,4370,22481,2
46.1,12.666,-60.2,,,,4379,22535,2
45.7,12.958,-58.9,,,,4387,22589,2
45.3,12.958,-58.8,,,,4395,22644,2
44.8,13.153,-58.9,,,,4404,22714,2
44.4,12.958,-58.9,,,,4412,22770,2
43.8,12.958,-58.4,,,,4424,22856,2
43.3,12.666,-58.2,,,,4433,22928,2
43,12.666,-57.8,,,,4447,22972,2
42.3,12.861,-57.8,,,,4456,23075,2
41.9,14.127,-57.8,,,,4464,23135,2
41.6,12.666,-57.1,,,,4476,23181,2
41,12.081,-57.2,,,,4484,23272,2
40.5,13.153,-57.6,,,,4494,23350,2
40,13.64,-56.9,,,,4505,23428,2
38.9,12.958,-56.8,,,,4522,23605,2
38.3,13.835,-56.8,,,,4553,23703,2
37.3,12.471,-56.4,,,,4562,23871,3
37,13.25,-56.4,,,,4571,23922,3
36.7,14.03,-56.4,,,,4580,23974,3
36.1,12.471,-55.9,,,,4591,24079,3
35.8,12.276,-55.8,,,,4599,24132,3
35.5,13.64,-55.6,,,,4608,24185,4
35.1,12.471,-55.6,,,,4622,24257,4
34.5,14.127,-55.9,,,,4632,24367,3
34.2,14.322,-55.8,,,,4640,24423,3
33.9,13.738,-55.2,,,,4648,24479,4
33.7,13.738,-55.1,,,,4660,24517,3
33.2,13.543,-54.6,,,,4668,24612,3
32.7,12.958,-53.9,,,,4678,24709,3
32.4,12.958,-53.2,,,,4688,24768,4
32,14.03,-52.9,,,,4698,24848,4
31.9,13.543,-53.1,,,,4708,24869,4
31.4,14.615,-53.2,,,,4717,24970,4
31,14.225,-53.1,,,,4728,25053,4
30.6,14.127,-52.8,,,,4744,25137,4
29.6,14.127,-50.4,,,,4763,25352,6
29.1,14.42,-50.4,,,,4778,25463,7
28.7,13.835,-50.6,,,,4798,25553,7
28.5,13.932,-50.8,,,,4807,25599,7
28.1,14.127,-50.6,,,,4815,25691,5
27.9,14.127,-50.2,,,,4824,25738,5
27.5,14.225,-49.8,,,,4835,25832,5
27.2,14.42,-49.4,,,,4844,25904,6
26.8,13.25,-49.4,,,,4861,26001,6
26.7,13.64,-49.4,,,,4872,26025,6
26.1,13.543,-48.6,,,,4884,26174,6
25.9,14.03,-48.2,,,,4892,26225,6
25.4,13.64,-48.4,,,,4908,26353,6
25.2,13.445,-48.6,,,,4927,26405,6
24.9,13.738,-48.4,,,,4936,26484,6
24.7,12.666,-48.4,,,,4945,26537,6
24.4,13.445,-48.4,,,,4954,26617,6
23.9,13.445,-48.1,,,,4962,26754,6
23.4,13.738,-47.9,,,,4971,26893,5
23.3,13.543,-48.1,,,,4979,26921,5
23.2,13.056,-48.1,,,,4990,26950,5
22.5,13.056,-48.1,,,,5003,27151,6
22.3,12.666,-48.4,,,,5012,27210,5
22,12.861,-48.9,,,,5022,27299,5
21.6,13.64,-48.1,,,,5040,27420,7
21.3,12.666,-48.1,,,,5063,27512,8
