* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se52.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-12-06,22:56:54

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
243.7

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1016.3,0,25.8,,,,0,69,75
1015.9,1.072,26,,,,2974,72,56
1015.7,1.072,26,,,,3065,74,57
1015.5,1.364,26.2,,,,3078,76,56
1015.1,1.267,25,,,,3086,79,56
1011.5,1.169,24,,,,3095,110,59
1006.8,1.169,23.6,,,,3104,150,61
1001.8,1.072,23.2,,,,3113,194,62
997.4,0.974,22.8,,,,3122,232,64
993.4,0.974,22.4,,,,3130,267,64
990.8,0.974,22,,,,3138,289,64
988.1,1.072,21.5,,,,3147,313,65
985.6,1.072,21.2,,,,3156,335,67
982.8,1.072,21.2,,,,3165,359,67
980,1.072,21,,,,3174,384,68
977.2,1.072,20.9,,,,3182,408,68
975.3,1.169,20.8,,,,3190,425,68
972.4,1.072,20.5,,,,3199,451,70
969.5,1.169,20.1,,,,3208,476,71
967.9,1.169,20,,,,3217,491,71
965.5,1.169,19.9,,,,3227,512,71
963.5,1.169,19.9,,,,3235,530,69
961.6,1.169,19.9,,,,3244,547,69
958.5,1.169,19.6,,,,3252,574,70
956.7,1.169,19.5,,,,3260,590,69
953.8,1.169,19.4,,,,3269,616,68
950.8,1.169,19.2,,,,3278,643,68
948.2,1.169,19.2,,,,3287,667,63
945.4,1.267,19.4,,,,3296,692,56
942.4,1.267,19.1,,,,3305,719,57
939,1.267,19,,,,3314,750,54
936.1,1.364,19,,,,3322,777,49
933.2,1.364,18.9,,,,3330,803,48
929.5,1.364,18.5,,,,3339,837,47
925.8,1.364,18.2,,,,3348,871,47
922,1.364,18,,,,3357,906,45
917.8,1.364,17.8,,,,3366,945,43
913.6,1.461,17.5,,,,3375,984,43
909.3,1.461,17.1,,,,3384,1024,42
904.3,1.461,17,,,,3394,1071,43
899.8,1.461,16.6,,,,3403,1114,45
895.3,1.461,16.2,,,,3412,1156,49
891.1,1.364,15.8,,,,3421,1196,55
887,1.267,15.4,,,,3430,1235,63
882.6,1.267,15,,,,3440,1277,68
879.3,1.169,14.8,,,,3448,1308,70
875.6,1.169,14.5,,,,3456,1344,72
872.5,1.169,14.1,,,,3464,1374,72
869.3,1.072,14,,,,3473,1405,71
865.2,1.169,13.8,,,,3482,1444,72
861.5,1.072,13.5,,,,3491,1480,73
857.5,1.072,13.1,,,,3501,1519,76
854.6,1.072,13,,,,3509,1548,77
851.2,1.072,12.8,,,,3518,1581,78
850,1.072,12.7,,,,3522,1593,78.4
848.2,1.072,12.5,,,,3527,1611,79
844.9,1.072,12.4,,,,3536,1643,79
841.1,0.974,12.1,,,,3546,1681,80
838.1,1.072,12,,,,3555,1711,82
835,0.974,11.9,,,,3564,1742,82
831.8,1.072,11.8,,,,3573,1774,82
828.8,0.974,11.5,,,,3582,1804,82
825.7,0.974,11.4,,,,3591,1835,82
822.5,0.974,11.2,,,,3600,1867,82
819.6,1.072,11,,,,3609,1897,81
816.7,1.072,10.9,,,,3618,1926,83
813.7,0.974,10.6,,,,3626,1957,84
811.4,0.974,10.5,,,,3634,1980,85
808.4,0.974,10.2,,,,3643,2011,85
805.7,1.072,10.2,,,,3652,2039,85
802.9,1.072,10.2,,,,3661,2068,81
800.1,1.072,10.1,,,,3670,2097,82
797.3,0.974,9.9,,,,3679,2126,84
794.5,1.072,9.6,,,,3688,2155,83
792,1.072,9.5,,,,3697,2181,83
789.3,0.974,9.2,,,,3706,2209,84
786.7,1.072,9.1,,,,3714,2237,83
784.3,1.072,9,,,,3722,2262,82
782.1,1.072,9,,,,3730,2285,82
779.6,1.169,9.2,,,,3738,2311,76
777.6,1.364,9.5,,,,3746,2333,64
775.3,1.364,9.6,,,,3755,2357,57
772.9,1.461,9.8,,,,3764,2383,56
770.6,1.656,10,,,,3773,2408,35
768.3,1.851,10.1,,,,3782,2432,28
766,1.851,10.5,,,,3791,2457,28
763.5,1.949,10.6,,,,3800,2484,27
762.1,2.046,10.6,,,,3812,2500,25
757.9,2.241,10.5,,,,3821,2546,24
755.5,2.241,10.5,,,,3830,2572,24
752.8,2.241,10.5,,,,3838,2602,25
750.7,2.436,10.4,,,,3846,2625,25
748.1,2.436,10.2,,,,3855,2654,25
744.8,2.436,10,,,,3865,2690,25
742.8,2.436,10,,,,3873,2713,25
740.1,2.338,9.8,,,,3882,2743,25
737.3,2.436,9.5,,,,3891,2774,26
734.6,2.338,9.2,,,,3900,2804,25
731.7,2.143,9,,,,3909,2837,28
729,2.046,8.8,,,,3918,2868,35
726.2,1.949,8.5,,,,3927,2899,35
723.7,1.851,8.1,,,,3936,2928,35
720.7,1.851,7.9,,,,3945,2962,36
717.9,1.851,7.6,,,,3954,2994,35
715,1.754,7.5,,,,3963,3027,34
712.4,1.851,7.2,,,,3972,3057,34
709.7,1.851,7,,,,3980,3088,34
707.2,1.851,6.6,,,,3988,3117,34
704.4,1.851,6.5,,,,3997,3150,34
701.6,1.851,6.2,,,,4006,3182,33
700,1.905,6.1,,,,4011,3201,33
698.7,1.949,6,,,,4015,3216,33
696.1,2.046,5.8,,,,4024,3247,33
693.1,2.046,5.5,,,,4033,3282,34
690.4,2.143,5.2,,,,4042,3314,35
687.2,2.143,5,,,,4052,3352,35
684.9,2.143,4.8,,,,4060,3379,35
682.2,2.241,4.5,,,,4069,3411,35
679.6,2.143,4.2,,,,4078,3442,36
677,2.143,4,,,,4087,3473,36
674.4,2.143,4,,,,4096,3504,35
671.8,2.143,3.6,,,,4105,3536,35
668.8,2.241,3.4,,,,4115,3572,34
666.7,2.241,3,,,,4123,3597,34
664.1,2.241,2.8,,,,4132,3629,34
661.6,2.338,2.5,,,,4141,3659,33
659,2.338,2.4,,,,4150,3691,33
656.5,2.338,2,,,,4158,3722,33
654.1,2.436,1.8,,,,4166,3751,33
652.1,2.436,1.5,,,,4174,3776,33
649.5,2.436,1.2,,,,4182,3808,32
647.3,2.436,1,,,,4190,3835,32
644.6,2.436,0.8,,,,4199,3869,32
642.1,2.338,0.5,,,,4208,3900,31
639.6,2.338,0.2,,,,4217,3931,30
636.9,2.338,0,,,,4226,3965,30
634.4,2.436,-0.2,,,,4235,3996,29
631.8,2.436,-0.5,,,,4244,4029,28
629.2,2.436,-0.5,,,,4253,4062,26
626.8,2.631,-0.6,,,,4262,4093,23
624.2,2.728,-0.9,,,,4271,4126,21
621.8,2.533,-1,,,,4280,4156,20
619.5,2.533,-1.1,,,,4289,4186,18
