* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se31.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-07-06,23:31:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
103.7

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1017.7,1.461,20,,,,0,69,50
1017.4,1.559,23,,,,37,71,38
1017.3,2.533,19.9,,,,71,72,41
1015.5,3.41,19,,,,201,87,43
1012.7,3.215,18.5,,,,210,111,45
1009.8,3.118,18.4,,,,219,135,46
1007.4,3.118,17.6,,,,228,156,48
1003.6,3.118,17.4,,,,236,188,50
1001.3,3.02,17.1,,,,244,207,50
997.7,3.118,16.9,,,,253,238,51
994.5,3.118,16.6,,,,262,265,51
990.8,3.02,16.4,,,,271,297,51
987.8,3.02,16,,,,280,322,51
984.8,3.02,15.9,,,,289,348,52
981.7,3.02,15.5,,,,298,375,53
978,3.02,15.4,,,,306,407,54
975.1,3.02,15.1,,,,314,432,54
970.8,3.02,14.8,,,,323,469,55
965.9,2.923,14.4,,,,332,512,56
961,3.02,14,,,,341,554,57
955.7,2.923,13.5,,,,350,601,58
950.1,2.923,13.1,,,,359,650,58
945.1,2.923,12.6,,,,368,694,61
939.5,2.923,12.1,,,,376,744,64
935.2,2.923,11.9,,,,384,782,64
930.6,2.923,11.5,,,,393,823,65
925.7,2.923,11,,,,402,867,66
920.8,2.825,10.5,,,,411,912,68
916.3,2.923,10.1,,,,420,952,70
911,2.923,9.6,,,,429,1000,72
906.7,2.825,9.4,,,,438,1039,75
901.9,2.825,9,,,,447,1083,76
896.5,2.825,8.5,,,,456,1133,78
