* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se16.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-03-09,22:27:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
231.6

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1015.3,0.877,26.8,,,,0,69,85
1017.6,0.682,27.6,,,,25,49,47
1017.5,1.072,26.9,,,,98,50,49
1017.2,1.267,27.6,,,,212,52,47
1013.8,1.267,25.5,,,,223,82,48
1010.8,1.267,24.1,,,,234,107,51
1007.8,1.364,23.9,,,,244,133,54
1004.4,1.364,23.1,,,,254,163,55
1000.1,1.461,22.8,,,,264,200,58
995.5,1.461,22.5,,,,276,240,58
992.1,1.559,22,,,,288,269,59
988.7,1.461,21.5,,,,299,299,61
985.5,1.559,21.2,,,,311,327,62
982.4,1.559,21,,,,323,354,62
979.4,1.461,20.8,,,,334,380,62
976.5,1.461,20.5,,,,346,406,63
973.8,1.461,20.2,,,,358,430,66
970.2,1.461,20,,,,369,462,68
966.4,1.461,19.8,,,,381,495,69
963.6,1.461,19.4,,,,393,520,68
960.6,1.461,19,,,,404,547,69
957.4,1.461,18.9,,,,416,575,70
954.5,1.461,18.8,,,,428,601,69
951.9,1.461,18.6,,,,439,625,67
949.1,1.364,18.5,,,,451,650,67
946.7,1.461,18.1,,,,463,671,72
944,1.461,17.9,,,,474,696,74
941.6,1.364,17.6,,,,486,717,71
938.6,1.364,17.5,,,,498,744,71
935.4,1.461,17.2,,,,509,773,71
931.6,1.461,17,,,,521,808,70
927.9,1.461,17,,,,533,842,62
924.4,1.461,17,,,,544,874,57
920.8,1.461,16.9,,,,556,907,56
916.7,1.461,16.5,,,,568,945,56
912.1,1.461,16.1,,,,580,988,58
907.9,1.461,15.8,,,,591,1027,57
903.1,1.461,15.5,,,,603,1072,57
898.4,1.461,15,,,,615,1116,58
893.6,1.461,14.8,,,,626,1161,57
888.5,1.559,14.5,,,,638,1209,58
883.9,1.559,14,,,,650,1253,59
878.9,1.461,13.8,,,,662,1300,60
874,1.461,13.4,,,,673,1347,61
869.2,1.461,13,,,,685,1393,62
864.3,1.461,12.5,,,,697,1441,62
859.4,1.461,12.1,,,,708,1488,63
854.8,1.461,11.8,,,,720,1533,65
850,1.461,11.4,,,,726,1580,66
849.9,1.461,11.4,,,,732,1581,66
845.2,1.559,11,,,,744,1627,64
840.3,1.559,10.6,,,,755,1675,62
835.5,1.656,11,,,,767,1723,52
831,1.656,11.5,,,,779,1768,42
826.7,1.656,11.1,,,,790,1811,40
822.7,1.656,11,,,,801,1852,38
819.1,1.754,11,,,,811,1888,36
815.4,1.754,11,,,,821,1926,35
812,1.851,11,,,,832,1960,33
808.3,2.046,10.9,,,,842,1998,30
804.6,2.143,10.6,,,,852,2036,31
800.5,2.241,10.4,,,,864,2079,32
796.7,2.338,10.2,,,,876,2118,28
792.9,2.533,10.4,,,,886,2158,26
789.2,2.436,10.4,,,,896,2197,26
785.7,2.533,10.1,,,,906,2234,27
782.2,2.533,10,,,,917,2271,26
778.6,2.533,10,,,,927,2309,25
774.2,2.631,10,,,,939,2356,23
770.6,2.631,9.9,,,,949,2395,21
767,2.631,9.5,,,,959,2433,20
762.8,2.631,9.4,,,,969,2479,18
759,2.631,9.2,,,,980,2520,17
754.9,2.436,9.1,,,,990,2565,17
750.4,2.436,9,,,,1002,2614,14
746.5,2.436,9.1,,,,1012,2657,10
743,2.436,9,,,,1022,2696,9
739.1,2.533,8.8,,,,1033,2740,7
735.5,2.533,8.8,,,,1043,2780,5
732.1,2.631,8.9,,,,1053,2818,1
727.6,2.728,8.6,,,,1065,2869,1
724.4,2.631,8.5,,,,1075,2905,1
720.5,2.728,8.2,,,,1086,2950,1
717.2,2.631,8,,,,1096,2988,1
713.6,2.631,7.9,,,,1106,3029,1
710.5,2.533,7.6,,,,1116,3065,1
707,2.533,7.6,,,,1127,3105,1
703.9,2.533,7.5,,,,1137,3142,1
700.5,2.631,7.5,,,,1147,3181,1
700,2.647,7.6,,,,1149,3187,0.8
697.5,2.728,7.8,,,,1158,3217,0
694.2,2.825,8,,,,1168,3256,0
690.9,3.118,8,,,,1178,3295,0
687.7,3.313,7.8,,,,1188,3333,0
684.3,3.313,7.6,,,,1199,3374,0
680.8,3.313,7.4,,,,1209,3416,0
677,3.215,7,,,,1221,3462,0
673.7,3.313,7,,,,1231,3502,0
