* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se54.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-12-20,22:56:54

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
121.6

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1018.8,1.364,25.1,,,,0,69,71
1018.7,1.364,24.9,,,,19,70,60
1018.6,1.461,25,,,,94,70,60
1015.9,1.461,23.4,,,,104,94,64
1013.1,1.364,22.8,,,,112,117,65
1010.1,1.461,22,,,,120,143,66
1008.5,1.461,21.6,,,,128,157,68
1007,1.559,21.5,,,,137,170,69
1004.9,1.559,21.4,,,,146,188,69
1003.2,1.461,21.2,,,,154,202,70
1001.1,1.559,21,,,,162,220,70
998.9,1.461,20.8,,,,170,239,70
997.5,1.559,20.6,,,,178,251,71
994.3,1.461,20.4,,,,188,279,72
992.1,1.461,20.1,,,,196,298,74
989.5,1.559,20,,,,204,320,76
987.6,1.559,19.9,,,,212,337,76
984.7,1.461,19.6,,,,221,362,78
982.4,1.461,19.5,,,,230,382,78
980.2,1.461,19.4,,,,238,401,77
978.1,1.461,19.1,,,,250,420,80
976.1,1.461,19,,,,258,437,79
973.4,1.461,18.9,,,,266,461,79
972,1.461,18.8,,,,274,473,78
969,1.559,18.6,,,,284,500,75
966.8,1.461,18.6,,,,292,519,74
964.8,1.559,18.5,,,,300,537,74
962.4,1.559,18.5,,,,308,558,74
959.6,1.559,18.4,,,,317,583,74
956.4,1.559,18,,,,326,611,75
953,1.559,17.9,,,,334,642,75
951.5,1.559,17.8,,,,342,655,75
948.8,1.461,17.5,,,,351,679,76
945.8,1.461,17.5,,,,361,706,76
943.4,1.559,17.4,,,,370,728,76
940,1.559,17,,,,379,759,75
937.5,1.559,17,,,,388,781,76
934,1.461,16.6,,,,397,813,77
930,1.461,16.4,,,,407,849,77
926.4,1.461,16,,,,416,882,78
923,1.559,15.9,,,,425,913,79
920,1.559,15.5,,,,434,941,80
914.4,1.559,15.1,,,,444,992,82
909.9,1.461,14.9,,,,453,1034,82
906.2,1.559,14.5,,,,462,1068,82
902.1,1.559,14.2,,,,471,1107,82
896.5,1.559,13.9,,,,481,1159,82
892.5,1.559,13.8,,,,490,1196,83
889.1,1.461,13.5,,,,499,1228,86
885.1,1.461,13.5,,,,508,1266,86
881.2,1.461,13.4,,,,517,1303,85
878.2,1.461,13.1,,,,526,1332,85
876,1.461,13.1,,,,534,1353,85
873,1.461,13,,,,542,1382,85
869.8,1.461,13,,,,551,1412,86
866.2,1.461,12.6,,,,560,1447,87
863.1,1.461,12.2,,,,569,1477,88
859.4,1.461,12.1,,,,578,1513,89
855.8,1.461,11.9,,,,586,1548,90
852.4,1.461,11.8,,,,594,1581,90
850,1.461,11.8,,,,600,1605,89.4
848.6,1.461,11.8,,,,603,1619,89
844.7,1.461,11.8,,,,612,1657,87
841.1,1.461,11.5,,,,621,1693,87
836.3,1.461,11.4,,,,632,1740,84
833,1.461,11.4,,,,640,1773,84
829.5,1.461,11,,,,649,1808,85
825.8,1.461,10.6,,,,658,1845,86
822.2,1.364,10.4,,,,667,1882,88
818.4,1.461,10,,,,676,1920,89
814.2,1.364,9.9,,,,685,1963,89
810.9,1.364,9.5,,,,695,1996,89
807.5,1.364,9.4,,,,704,2031,90
803.7,1.364,9.2,,,,713,2070,90
800.4,1.364,9,,,,722,2104,89
797.1,1.364,8.9,,,,731,2138,90
793.8,1.364,8.8,,,,740,2173,90
790.7,1.364,8.9,,,,748,2205,87
788.1,1.461,8.8,,,,756,2232,85
785.5,1.461,8.8,,,,765,2259,78
781.9,1.559,8.5,,,,774,2297,76
778.3,1.656,8.5,,,,784,2335,73
775.7,1.656,8.4,,,,792,2363,71
773.3,1.754,8.4,,,,801,2388,63
770.5,1.851,8.8,,,,810,2418,47
767.5,1.851,9.4,,,,818,2450,41
765.1,1.851,9.5,,,,826,2476,39
761.9,1.851,9.6,,,,836,2511,32
759.4,1.949,9.9,,,,844,2538,28
756.6,1.949,9.9,,,,853,2569,27
753.4,2.046,9.8,,,,863,2604,26
