* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se24.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-05-11,23:36:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
25.15

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1010.6,1.754,21.1,,,,0,69,70
1010.6,2.533,21.9,,,,144,69,43
1010.7,2.631,21.5,,,,291,68,41
1007.9,2.728,20.1,,,,301,92,42
1003.8,2.728,19.5,,,,312,127,47
999.9,2.728,19.5,,,,322,160,47
996,2.728,18.6,,,,334,193,48
992.6,2.728,18.4,,,,345,223,50
988.7,2.728,18,,,,356,256,50
984.9,2.728,17.8,,,,366,289,51
981,2.825,17.4,,,,377,323,53
977.9,2.728,17,,,,387,350,54
974,2.728,16.6,,,,398,384,54
970.3,2.728,16.5,,,,408,416,55
966.6,2.728,16.2,,,,419,448,56
962.7,2.825,16,,,,430,483,55
958.5,2.728,15.8,,,,440,520,57
954.6,2.728,15.4,,,,452,554,58
950.2,2.728,15,,,,463,593,59
946.5,2.728,14.8,,,,473,626,60
943,2.728,14.4,,,,484,657,62
939.2,2.728,14,,,,494,691,62
937.1,2.728,13.9,,,,504,710,63
933.1,2.728,13.5,,,,514,746,64
929.6,2.631,13.2,,,,525,777,65
926.1,2.631,13,,,,535,809,66
922.4,2.631,12.6,,,,546,842,68
918.8,2.631,12.4,,,,556,875,69
915,2.631,12,,,,566,910,70
911.5,2.631,11.8,,,,576,942,71
907,2.631,11.4,,,,587,983,72
903,2.533,11,,,,597,1020,72
897.9,2.631,10.6,,,,608,1067,73
894.8,2.631,10.4,,,,618,1096,75
890,2.631,10,,,,628,1140,76
884.5,2.631,9.5,,,,638,1191,77
880.2,2.631,9.1,,,,649,1232,76
875.8,2.533,8.8,,,,659,1273,77
871.5,2.533,8.4,,,,670,1314,79
868.3,2.533,8,,,,685,1344,81
861.6,2.533,7.6,,,,696,1408,81
857.9,2.533,7.2,,,,708,1443,84
854.2,2.533,7,,,,718,1479,84
850.5,2.533,6.5,,,,729,1514,86
850,2.533,6.5,,,,730,1519,86.1
845.7,2.533,6.4,,,,740,1560,87
839.6,2.436,6.4,,,,752,1620,83
836.1,2.436,6.4,,,,762,1654,79
832.1,2.533,6,,,,773,1693,80
828.3,2.436,5.4,,,,783,1730,86
823.7,2.436,5,,,,794,1776,86
820.3,2.436,5,,,,805,1809,77
816.5,2.436,5,,,,815,1847,74
812.4,2.436,5,,,,826,1888,74
808.2,2.436,4.5,,,,836,1930,74
804.9,2.436,4.5,,,,846,1964,74
800.9,2.436,6,,,,856,2004,34
796.8,2.436,6.4,,,,867,2046,27
793.1,2.533,7.2,,,,877,2084,6
789.8,2.533,8.6,,,,888,2119,4
786,2.533,8.6,,,,899,2159,3
782.9,2.533,8.9,,,,909,2191,2
778.9,2.533,8.8,,,,920,2233,2
775,2.533,8.5,,,,930,2275,2
771.8,2.533,8.4,,,,940,2309,2
768.2,2.533,8.1,,,,950,2347,1
764.5,2.533,7.9,,,,961,2387,1
760.7,2.533,7.5,,,,972,2428,1
756.9,2.533,7.2,,,,982,2469,1
753.8,2.436,7.1,,,,993,2503,1
750,2.533,7,,,,1003,2544,2
746.7,2.436,7,,,,1013,2581,2
743.2,2.533,6.6,,,,1023,2619,5
739.4,2.533,6.4,,,,1034,2661,8
735.7,2.533,6.1,,,,1044,2702,11
732.9,2.533,5.8,,,,1054,2733,13
729.2,2.533,5.5,,,,1064,2775,14
725.7,2.533,5.2,,,,1075,2814,14
722.1,2.533,5.2,,,,1086,2854,13
718.4,2.533,5.2,,,,1096,2896,12
714.8,2.533,5.2,,,,1107,2937,10
710.9,2.533,5.1,,,,1117,2982,10
707.2,2.436,4.9,,,,1128,3024,10
703.4,2.436,4.8,,,,1139,3068,9
700,2.346,4.7,,,,1148,3107,9
699.7,2.338,4.6,,,,1149,3111,9
695.4,2.338,4.4,,,,1162,3161,9
691.4,2.338,4,,,,1172,3208,9
687.5,2.338,3.8,,,,1183,3254,9
683.6,2.533,3.5,,,,1193,3300,9
680.2,2.436,3.4,,,,1203,3340,9
676.3,2.436,3,,,,1213,3387,9
672.3,2.533,2.6,,,,1224,3435,9
668.4,2.533,2.5,,,,1234,3482,10
664.5,2.533,2.2,,,,1245,3529,9
660.5,2.436,2,,,,1256,3577,9
656.7,2.533,1.6,,,,1266,3624,10
653.4,2.533,1.4,,,,1276,3664,11
649.4,2.533,1,,,,1286,3714,11
645.7,2.533,0.8,,,,1297,3759,11
641.8,2.533,0.5,,,,1308,3808,10
637.6,2.533,0.5,,,,1318,3861,9
634.2,2.436,0.5,,,,1329,3903,8
630.8,2.436,0.4,,,,1340,3947,5
627.3,2.338,0.2,,,,1350,3991,5
623.9,2.338,-0.1,,,,1361,4035,6
620.4,2.338,-0.5,,,,1372,4079,7
617,2.241,-0.6,,,,1382,4123,7
613.8,2.338,-1,,,,1393,4165,8
609.9,2.436,-1.2,,,,1405,4216,8
606.6,2.436,-1.5,,,,1416,4259,7
603.5,2.631,-1.5,,,,1426,4299,7
600.5,2.631,-1.6,,,,1436,4339,7
597.3,2.436,-1.8,,,,1446,4382,7
594.1,2.533,-2,,,,1457,4424,7
590.8,2.338,-2.2,,,,1468,4468,7
587.6,2.436,-2.5,,,,1478,4511,7
584.5,2.436,-2.8,,,,1489,4553,8
581.2,2.436,-3,,,,1500,4598,8
578.2,2.631,-3.4,,,,1510,4639,8
575.1,2.631,-3.5,,,,1521,4681,9
572,2.631,-4,,,,1532,4724,9
568.5,2.533,-4.1,,,,1542,4772,9
566.1,2.533,-4.4,,,,1552,4806,10
562.4,2.533,-4.6,,,,1564,4857,10
558.9,2.436,-5,,,,1574,4906,11
556.3,2.436,-5.2,,,,1584,4943,12
553.1,2.436,-5.5,,,,1594,4988,12
549.9,2.436,-5.8,,,,1605,5034,11
546.7,2.338,-6,,,,1616,5079,12
543.4,2.241,-6.2,,,,1626,5127,11
540.1,2.143,-6.6,,,,1637,5174,11
536.8,2.046,-7,,,,1648,5222,11
533.4,1.949,-7.1,,,,1658,5271,11
530.4,1.851,-7.4,,,,1668,5315,12
526.8,1.851,-7.9,,,,1678,5368,12
523.4,1.851,-8.2,,,,1689,5419,13
519.9,1.851,-8.8,,,,1700,5471,14
516.8,1.754,-8.9,,,,1710,5517,14
513.9,1.754,-9,,,,1720,5560,14
510.5,1.656,-9.2,,,,1730,5612,12
507.2,1.656,-9.6,,,,1741,5662,12
504,1.656,-10,,,,1752,5710,12
500.8,1.656,-10.5,,,,1762,5759,13
500,1.656,-10.5,,,,1765,5772,13.2
497.6,1.656,-10.9,,,,1772,5809,14
493.9,1.656,-11.2,,,,1784,5866,15
490.7,1.656,-11.5,,,,1794,5916,16
487.9,1.754,-11.6,,,,1804,5960,16
484.5,1.656,-11.9,,,,1814,6013,12
481.8,1.656,-12,,,,1824,6056,11
478.6,1.656,-12.4,,,,1834,6107,11
475.9,1.656,-12.6,,,,1844,6150,11
472.5,1.656,-13,,,,1854,6205,11
469.4,1.559,-13.1,,,,1865,6255,10
466.3,1.656,-13.5,,,,1876,6305,10
463.2,1.656,-13.9,,,,1886,6356,11
460.1,1.656,-14.2,,,,1897,6407,14
456.6,1.754,-14.8,,,,1908,6464,15
453.3,1.656,-15,,,,1919,6519,16
450.2,1.656,-15.6,,,,1929,6571,16
447.6,1.656,-16,,,,1939,6615,17
444.5,1.559,-16.5,,,,1949,6667,18
442,1.559,-16.8,,,,1959,6709,18
438.9,1.461,-17.1,,,,1969,6762,19
435.6,1.461,-17.4,,,,1980,6819,19
432.5,1.461,-17.6,,,,1991,6872,17
429.5,1.461,-17.9,,,,2002,6924,16
426.6,1.364,-18.2,,,,2012,6975,16
424.3,1.364,-18.6,,,,2022,7015,16
421.3,1.364,-18.9,,,,2032,7068,16
418.6,1.267,-19.2,,,,2042,7116,16
415.8,1.267,-19.6,,,,2052,7166,15
413.2,1.267,-20.1,,,,2062,7212,15
410.5,1.169,-20.4,,,,2072,7261,14
408.3,1.169,-20.4,,,,2082,7300,15
406,1.169,-20.9,,,,2092,7342,15
403.8,1.169,-21.1,,,,2102,7382,14
400.9,1.169,-21.6,,,,2112,7435,13
398.6,1.072,-21.8,,,,2122,7478,13
395.8,1.072,-22.1,,,,2132,7530,13
393.3,1.072,-22.6,,,,2142,7576,13
390.5,1.072,-23.1,,,,2152,7628,13
388,1.072,-23.6,,,,2162,7675,13
385.2,0.974,-24.1,,,,2172,7728,14
382.7,1.072,-24.6,,,,2182,7776,14
379.9,0.974,-24.9,,,,2192,7829,14
377.6,0.974,-25.4,,,,2202,7873,13
374.7,0.974,-25.9,,,,2212,7929,13
372.6,0.974,-25.9,,,,2222,7970,13
370,0.877,-26.4,,,,2232,8020,13
367.5,0.974,-26.8,,,,2242,8069,13
364.9,0.974,-27.2,,,,2252,8120,13
362.8,0.974,-27.6,,,,2262,8162,13
360.4,0.974,-27.9,,,,2272,8209,13
358.1,0.974,-28.4,,,,2283,8255,13
355.6,0.877,-28.9,,,,2294,8306,13
353.1,0.974,-29.2,,,,2305,8356,13
351,0.974,-29.6,,,,2316,8399,14
