* These data were originally received by the WOUDC in NASA-GTE file format
* and have been translated into extCSV file format for WOUDC archiving.
* This translation process re-formats these data to comply with WOUDC standards.

* This file was generated by GTE_CSX - version 1.0.
* 'na' is used where Instrument Model or Number are not available.

* GTE (Global Tropospheric Experiment) is a project of NASA Langley Research
* Center (NASA-LaRC).  Ozonesonde launches are one component of the data
* collected in support of this mission.

* GTE Station: Easter Island, Chile

* cjo3se19.pmt
* Carreno, Jorge, Met Office, Easter Island, Chile
* Ozone/Ecc sonde
* Pem-Tropics
* Latitude of Sonde Launch Station:  -27.17 South
* Longitude of Sonde Launch Station: -109.42 West
* Altitude of Sonde Launch Station: 69.2 Meters
* The integrated column ozone and ozone mixing ratio
* were calculated by NASA as data was not provided
* by Easter Island.  All sonde levels are reported.

#CONTENT
Class,Category,Level,Form
WOUDC,OzoneSonde,1.0,1

#DATA_GENERATION
Date,Agency,Version,ScientificAuthority
1997-01-20,EIMO,1.0,"Carreno, Jorge, Met Office, Easter Island, Chile"
* NASA-LaRC Project Co-ordinator: Vince Brackett, NASA-LaRC

#PLATFORM
Type,ID,Name,Country,GAW_ID
STN,441,Easter Island,CHL

#INSTRUMENT
Name,Model,Number
ECC,na,na

#LOCATION
Latitude,Longitude,Height
-27.17,-109.42,69.2

#TIMESTAMP
UTCOffset,Date,Time
+00:00:00,1996-03-30,01:01:00

#FLIGHT_SUMMARY
IntegratedO3,CorrectionCode,SondeTotalO3,CorrectionFactor,TotalO3,WLcode,ObsType,Instrument,Number
121.2

#PROFILE
Pressure,O3PartialPressure,Temperature,WindSpeed,WindDirection,LevelCode,Duration,GPHeight,RelativeHumidity,SampleTemperature
1017.7,1.267,27,,,,0,69,75
1018.1,1.559,25.8,,,,346,65,48
1015.4,1.461,24.9,,,,356,88,51
1011.4,1.461,24.5,,,,367,123,53
1006.9,1.364,24.1,,,,377,162,54
1002.6,1.364,23.6,,,,387,199,56
996.9,1.364,23.1,,,,399,248,58
992,1.364,22.8,,,,409,291,59
986.8,1.364,22.4,,,,420,337,60
981.1,1.364,21.9,,,,430,387,61
976.1,1.267,21.2,,,,440,431,63
970.2,1.267,20.9,,,,450,483,64
964.4,1.364,20.2,,,,462,535,67
960.4,1.364,19.9,,,,472,570,68
954.9,1.364,19.4,,,,483,619,70
949.7,1.267,19,,,,493,666,72
944.9,1.267,18.5,,,,503,709,74
940.3,1.267,18,,,,514,751,75
935.4,1.364,17.8,,,,526,796,77
930.9,0.779,17.4,,,,536,837,79
926.2,1.267,16.9,,,,546,880,81
921.1,1.267,16.5,,,,556,927,83
915.6,1.267,16,,,,567,977,86
910.1,1.267,15.5,,,,577,1028,88
904.1,1.267,15,,,,587,1084,89
899.4,1.169,14.5,,,,598,1128,91
894.7,1.267,14.2,,,,608,1172,77
890.3,1.169,14.2,,,,618,1214,77
886,1.267,14,,,,629,1254,76
881.4,1.267,13.6,,,,639,1298,75
877.3,1.169,13.4,,,,649,1337,75
873.3,1.169,13,,,,660,1375,76
869.2,1.267,12.8,,,,670,1415,75
865.6,1.267,12.5,,,,680,1450,73
862,1.169,12.1,,,,691,1484,71
858.7,1.267,12,,,,701,1516,67
855.3,1.267,12.1,,,,712,1550,55
851.6,1.364,12,,,,722,1586,45
850,1.406,12.3,,,,727,1601,31.2
847.9,1.461,12.5,,,,734,1622,13
844.3,1.461,13,,,,744,1658,9
840.6,1.559,13,,,,754,1694,7
836.7,1.559,13,,,,765,1733,7
833,1.559,12.9,,,,775,1771,7
828.7,1.559,12.8,,,,787,1814,7
825.1,1.559,12.5,,,,797,1850,7
821.3,1.559,12.2,,,,808,1889,12
817.9,1.461,12,,,,818,1924,12
814.4,1.461,11.8,,,,828,1959,11
810.8,1.559,11.5,,,,840,1996,9
807.6,1.559,11.4,,,,851,2029,8
804.5,1.559,11.2,,,,861,2061,10
801.2,1.559,11.4,,,,871,2095,8
797.8,1.559,11.2,,,,882,2131,7
794.6,1.559,11.2,,,,892,2164,6
791.4,1.559,11.1,,,,902,2198,5
788.2,1.559,11,,,,913,2232,5
784.8,1.559,10.6,,,,923,2268,5
781.2,1.559,10.4,,,,935,2306,5
777.7,1.559,10.1,,,,945,2343,5
774.4,1.461,10,,,,956,2378,5
771.1,1.461,9.9,,,,966,2414,5
767.5,1.559,9.8,,,,977,2452,4
764.1,1.559,9.8,,,,987,2489,4
760.8,1.559,9.5,,,,997,2525,5
757.5,1.656,9.2,,,,1008,2561,6
754.2,1.656,9.1,,,,1018,2597,5
750.8,1.559,8.9,,,,1028,2634,3
747.3,1.461,8.6,,,,1039,2673,2
744,1.461,8.5,,,,1049,2709,2
740.5,1.461,8.1,,,,1060,2748,2
736.7,1.461,8,,,,1072,2791,1
733.1,1.461,7.8,,,,1082,2831,1
729.7,1.461,7.6,,,,1092,2869,1
726.3,1.461,7.4,,,,1103,2907,1
